Area;MTU;Hydro - Actual Aggregated [MW];Nuclear  - Actual Aggregated [MW];Other renewable  - Actual Aggregated [MW];Solar  - Actual Aggregated [MW];Wind - Actual Aggregated [MW]
BZN|ES;18.07.2021 01:00 - 18.07.2021 02:00 (CET);2948;6983;102;625;7708
BZN|ES;18.07.2021 02:00 - 18.07.2021 03:00 (CET);2721;6984;100;577;7258
BZN|ES;18.07.2021 03:00 - 18.07.2021 04:00 (CET);2819;6984;97;565;6604
BZN|ES;18.07.2021 04:00 - 18.07.2021 05:00 (CET);2721;6986;95;526;6268
BZN|ES;18.07.2021 05:00 - 18.07.2021 06:00 (CET);2554;6989;96;444;6083
BZN|ES;18.07.2021 06:00 - 18.07.2021 07:00 (CET);2542;6993;95;318;5652
BZN|ES;18.07.2021 07:00 - 18.07.2021 08:00 (CET);2436;6987;96;569;5313
BZN|ES;18.07.2021 08:00 - 18.07.2021 09:00 (CET);3200;6981;98;2738;5069
BZN|ES;18.07.2021 09:00 - 18.07.2021 10:00 (CET);3017;6980;97;6206;4982
BZN|ES;18.07.2021 10:00 - 18.07.2021 11:00 (CET);3637;6978;100;8902;4746
BZN|ES;18.07.2021 11:00 - 18.07.2021 12:00 (CET);3772;6974;100;10043;4873
BZN|ES;18.07.2021 12:00 - 18.07.2021 13:00 (CET);4001;6967;96;10634;5208
BZN|ES;18.07.2021 13:00 - 18.07.2021 14:00 (CET);4182;6961;98;10888;5452
BZN|ES;18.07.2021 14:00 - 18.07.2021 15:00 (CET);3953;6957;97;10891;5933
BZN|ES;18.07.2021 15:00 - 18.07.2021 16:00 (CET);4089;6954;96;10493;6437
BZN|ES;18.07.2021 16:00 - 18.07.2021 17:00 (CET);4075;6952;95;9976;7008
BZN|ES;18.07.2021 17:00 - 18.07.2021 18:00 (CET);4536;6949;96;9165;7450
BZN|ES;18.07.2021 18:00 - 18.07.2021 19:00 (CET);4372;6949;93;8099;7970
BZN|ES;18.07.2021 19:00 - 18.07.2021 20:00 (CET);3106;6950;94;5979;8419
BZN|ES;18.07.2021 20:00 - 18.07.2021 21:00 (CET);3503;6954;94;2977;8398
BZN|ES;18.07.2021 21:00 - 18.07.2021 22:00 (CET);4241;6957;96;1176;8202
BZN|ES;18.07.2021 22:00 - 18.07.2021 23:00 (CET);3933;6960;95;830;8567
BZN|ES;18.07.2021 23:00 - 19.07.2021 00:00 (CET);3327;6965;93;757;8535
BZN|ES;19.07.2021 00:00 - 19.07.2021 01:00 (CET);2243;6971;97;715;8228
BZN|ES;19.07.2021 01:00 - 19.07.2021 02:00 (CET);2158;6975;96;713;7609
BZN|ES;19.07.2021 02:00 - 19.07.2021 03:00 (CET);2085;6979;97;703;7044
BZN|ES;19.07.2021 03:00 - 19.07.2021 04:00 (CET);2021;6980;99;674;6394
BZN|ES;19.07.2021 04:00 - 19.07.2021 05:00 (CET);2462;6979;99;647;5717
BZN|ES;19.07.2021 05:00 - 19.07.2021 06:00 (CET);2589;6985;99;448;4967
BZN|ES;19.07.2021 06:00 - 19.07.2021 07:00 (CET);3136;6985;99;253;4185
BZN|ES;19.07.2021 07:00 - 19.07.2021 08:00 (CET);4010;6985;98;584;3520
BZN|ES;19.07.2021 08:00 - 19.07.2021 09:00 (CET);4537;6988;102;2698;2708
BZN|ES;19.07.2021 09:00 - 19.07.2021 10:00 (CET);4323;6985;102;6020;2293
BZN|ES;19.07.2021 10:00 - 19.07.2021 11:00 (CET);4025;6982;102;8583;1805
BZN|ES;19.07.2021 11:00 - 19.07.2021 12:00 (CET);3628;6976;105;9927;1337
BZN|ES;19.07.2021 12:00 - 19.07.2021 13:00 (CET);3430;6974;108;10589;1203
BZN|ES;19.07.2021 13:00 - 19.07.2021 14:00 (CET);3286;6969;106;10870;1320
BZN|ES;19.07.2021 14:00 - 19.07.2021 15:00 (CET);2963;6963;104;10915;1693
BZN|ES;19.07.2021 15:00 - 19.07.2021 16:00 (CET);2811;6961;104;10712;2075
BZN|ES;19.07.2021 16:00 - 19.07.2021 17:00 (CET);2750;6961;105;10285;2313
BZN|ES;19.07.2021 17:00 - 19.07.2021 18:00 (CET);2949;6959;106;9585;2572
BZN|ES;19.07.2021 18:00 - 19.07.2021 19:00 (CET);3434;6960;106;8458;2810
BZN|ES;19.07.2021 19:00 - 19.07.2021 20:00 (CET);4196;6962;108;6327;3305
BZN|ES;19.07.2021 20:00 - 19.07.2021 21:00 (CET);4812;6966;107;3138;3603
BZN|ES;19.07.2021 21:00 - 19.07.2021 22:00 (CET);5342;6968;108;1135;3842
BZN|ES;19.07.2021 22:00 - 19.07.2021 23:00 (CET);4429;6971;107;710;4503
BZN|ES;19.07.2021 23:00 - 20.07.2021 00:00 (CET);3394;6972;105;646;4864
BZN|ES;20.07.2021 00:00 - 20.07.2021 01:00 (CET);2606;6975;93;644;4751
BZN|ES;20.07.2021 01:00 - 20.07.2021 02:00 (CET);2392;6979;96;582;4383
BZN|ES;20.07.2021 02:00 - 20.07.2021 03:00 (CET);2200;6982;99;556;3994
BZN|ES;20.07.2021 03:00 - 20.07.2021 04:00 (CET);2025;6982;100;550;3444
BZN|ES;20.07.2021 04:00 - 20.07.2021 05:00 (CET);1854;6982;100;499;2794
BZN|ES;20.07.2021 05:00 - 20.07.2021 06:00 (CET);1963;6984;99;409;2376
BZN|ES;20.07.2021 06:00 - 20.07.2021 07:00 (CET);2975;6987;100;306;1895
BZN|ES;20.07.2021 07:00 - 20.07.2021 08:00 (CET);3965;6986;101;466;1476
BZN|ES;20.07.2021 08:00 - 20.07.2021 09:00 (CET);4758;6987;106;2111;1015
BZN|ES;20.07.2021 09:00 - 20.07.2021 10:00 (CET);3722;6984;103;4585;635
BZN|ES;20.07.2021 10:00 - 20.07.2021 11:00 (CET);3728;6983;105;7114;449
BZN|ES;20.07.2021 11:00 - 20.07.2021 12:00 (CET);3234;6979;110;9081;501
BZN|ES;20.07.2021 12:00 - 20.07.2021 13:00 (CET);2605;6972;112;10237;728
BZN|ES;20.07.2021 13:00 - 20.07.2021 14:00 (CET);2374;6969;112;10735;1009
BZN|ES;20.07.2021 14:00 - 20.07.2021 15:00 (CET);2256;6967;112;10762;1388
BZN|ES;20.07.2021 15:00 - 20.07.2021 16:00 (CET);2247;6965;112;10669;1816
BZN|ES;20.07.2021 16:00 - 20.07.2021 17:00 (CET);2229;6963;114;10265;2360
BZN|ES;20.07.2021 17:00 - 20.07.2021 18:00 (CET);2457;6962;111;9505;2685
BZN|ES;20.07.2021 18:00 - 20.07.2021 19:00 (CET);2191;6961;112;8395;3173
BZN|ES;20.07.2021 19:00 - 20.07.2021 20:00 (CET);3202;6962;115;6254;3813
BZN|ES;20.07.2021 20:00 - 20.07.2021 21:00 (CET);4974;6963;114;3000;4245
BZN|ES;20.07.2021 21:00 - 20.07.2021 22:00 (CET);5619;6968;114;1058;4526
BZN|ES;20.07.2021 22:00 - 20.07.2021 23:00 (CET);4961;6970;113;696;4134
BZN|ES;20.07.2021 23:00 - 21.07.2021 00:00 (CET);2848;6970;112;679;3854
BZN|ES;21.07.2021 00:00 - 21.07.2021 01:00 (CET);2634;6975;105;678;3289
BZN|ES;21.07.2021 01:00 - 21.07.2021 02:00 (CET);2335;6974;104;665;3244
BZN|ES;21.07.2021 02:00 - 21.07.2021 03:00 (CET);2126;6973;103;637;2925
BZN|ES;21.07.2021 03:00 - 21.07.2021 04:00 (CET);2206;6973;103;597;2279
BZN|ES;21.07.2021 04:00 - 21.07.2021 05:00 (CET);2245;6974;103;481;1653
BZN|ES;21.07.2021 05:00 - 21.07.2021 06:00 (CET);2388;6977;104;336;1332
BZN|ES;21.07.2021 06:00 - 21.07.2021 07:00 (CET);2956;6979;104;269;1172
BZN|ES;21.07.2021 07:00 - 21.07.2021 08:00 (CET);3352;6982;99;534;1081
BZN|ES;21.07.2021 08:00 - 21.07.2021 09:00 (CET);3621;6982;102;2551;796
BZN|ES;21.07.2021 09:00 - 21.07.2021 10:00 (CET);3227;6968;108;5895;465
BZN|ES;21.07.2021 10:00 - 21.07.2021 11:00 (CET);2986;6973;110;8721;403
BZN|ES;21.07.2021 11:00 - 21.07.2021 12:00 (CET);2522;6971;112;9975;581
BZN|ES;21.07.2021 12:00 - 21.07.2021 13:00 (CET);2441;6961;113;10560;920
BZN|ES;21.07.2021 13:00 - 21.07.2021 14:00 (CET);2557;6963;111;10834;1423
BZN|ES;21.07.2021 14:00 - 21.07.2021 15:00 (CET);2689;6948;113;10971;2056
BZN|ES;21.07.2021 15:00 - 21.07.2021 16:00 (CET);2674;6942;112;10878;2624
BZN|ES;21.07.2021 16:00 - 21.07.2021 17:00 (CET);2324;6939;111;10529;2973
BZN|ES;21.07.2021 17:00 - 21.07.2021 18:00 (CET);2413;6937;113;9814;3076
BZN|ES;21.07.2021 18:00 - 21.07.2021 19:00 (CET);2992;6938;113;8588;3288
BZN|ES;21.07.2021 19:00 - 21.07.2021 20:00 (CET);3748;6940;109;6455;3595
BZN|ES;21.07.2021 20:00 - 21.07.2021 21:00 (CET);3859;6945;112;3119;4035
BZN|ES;21.07.2021 21:00 - 21.07.2021 22:00 (CET);3978;6951;113;1054;4284
BZN|ES;21.07.2021 22:00 - 21.07.2021 23:00 (CET);4138;6957;113;710;4204
BZN|ES;21.07.2021 23:00 - 22.07.2021 00:00 (CET);3098;6961;112;697;4386
BZN|ES;22.07.2021 00:00 - 22.07.2021 01:00 (CET);2805;6968;107;697;4483
BZN|ES;22.07.2021 01:00 - 22.07.2021 02:00 (CET);2571;6969;107;699;4643
BZN|ES;22.07.2021 02:00 - 22.07.2021 03:00 (CET);2005;6970;107;703;4747
BZN|ES;22.07.2021 03:00 - 22.07.2021 04:00 (CET);2097;6972;108;694;4322
BZN|ES;22.07.2021 04:00 - 22.07.2021 05:00 (CET);2069;6976;106;630;3677
BZN|ES;22.07.2021 05:00 - 22.07.2021 06:00 (CET);2340;6975;106;497;3359
BZN|ES;22.07.2021 06:00 - 22.07.2021 07:00 (CET);3184;6976;105;283;3004
BZN|ES;22.07.2021 07:00 - 22.07.2021 08:00 (CET);3421;6976;105;512;2634
BZN|ES;22.07.2021 08:00 - 22.07.2021 09:00 (CET);3909;6977;114;2618;2217
BZN|ES;22.07.2021 09:00 - 22.07.2021 10:00 (CET);2873;6975;112;6147;1765
BZN|ES;22.07.2021 10:00 - 22.07.2021 11:00 (CET);2439;6972;114;8916;1851
BZN|ES;22.07.2021 11:00 - 22.07.2021 12:00 (CET);2469;6967;113;10174;2102
BZN|ES;22.07.2021 12:00 - 22.07.2021 13:00 (CET);2365;6962;113;10749;2964
BZN|ES;22.07.2021 13:00 - 22.07.2021 14:00 (CET);2162;6957;111;10953;4385
BZN|ES;22.07.2021 14:00 - 22.07.2021 15:00 (CET);2120;6952;108;10970;5400
BZN|ES;22.07.2021 15:00 - 22.07.2021 16:00 (CET);2001;6950;108;10837;5765
BZN|ES;22.07.2021 16:00 - 22.07.2021 17:00 (CET);2020;6945;105;10417;5956
BZN|ES;22.07.2021 17:00 - 22.07.2021 18:00 (CET);2191;6945;110;9674;6283
BZN|ES;22.07.2021 18:00 - 22.07.2021 19:00 (CET);2776;6945;109;8330;6634
BZN|ES;22.07.2021 19:00 - 22.07.2021 20:00 (CET);3606;6947;109;6010;6723
BZN|ES;22.07.2021 20:00 - 22.07.2021 21:00 (CET);4218;6951;107;2749;6297
BZN|ES;22.07.2021 21:00 - 22.07.2021 22:00 (CET);4033;6953;109;933;5892
BZN|ES;22.07.2021 22:00 - 22.07.2021 23:00 (CET);3759;6960;109;664;5876
BZN|ES;22.07.2021 23:00 - 23.07.2021 00:00 (CET);2827;6963;112;613;6121
BZN|ES;23.07.2021 00:00 - 23.07.2021 01:00 (CET);3104;6967;104;522;5931
BZN|ES;23.07.2021 01:00 - 23.07.2021 02:00 (CET);2774;6968;103;514;5930
BZN|ES;23.07.2021 02:00 - 23.07.2021 03:00 (CET);2048;6969;105;511;5656
BZN|ES;23.07.2021 03:00 - 23.07.2021 04:00 (CET);1891;6970;103;429;5463
BZN|ES;23.07.2021 04:00 - 23.07.2021 05:00 (CET);1770;6972;102;390;5449
BZN|ES;23.07.2021 05:00 - 23.07.2021 06:00 (CET);1741;6972;104;378;5806
BZN|ES;23.07.2021 06:00 - 23.07.2021 07:00 (CET);2219;6975;104;312;5829
BZN|ES;23.07.2021 07:00 - 23.07.2021 08:00 (CET);3227;6984;105;470;5422
BZN|ES;23.07.2021 08:00 - 23.07.2021 09:00 (CET);3356;6979;109;1828;4954
BZN|ES;23.07.2021 09:00 - 23.07.2021 10:00 (CET);3418;6977;108;4016;4493
BZN|ES;23.07.2021 10:00 - 23.07.2021 11:00 (CET);2988;6976;106;6308;5088
BZN|ES;23.07.2021 11:00 - 23.07.2021 12:00 (CET);2248;6970;109;8015;7000
BZN|ES;23.07.2021 12:00 - 23.07.2021 13:00 (CET);2502;6964;107;8903;9186
BZN|ES;23.07.2021 13:00 - 23.07.2021 14:00 (CET);3143;6958;110;9227;10845
BZN|ES;23.07.2021 14:00 - 23.07.2021 15:00 (CET);3361;6957;112;9369;11409
BZN|ES;23.07.2021 15:00 - 23.07.2021 16:00 (CET);3923;6950;109;9537;11402
BZN|ES;23.07.2021 16:00 - 23.07.2021 17:00 (CET);3741;6943;108;8961;11117
BZN|ES;23.07.2021 17:00 - 23.07.2021 18:00 (CET);2768;6942;108;8076;10752
BZN|ES;23.07.2021 18:00 - 23.07.2021 19:00 (CET);2428;6941;110;6775;10546
BZN|ES;23.07.2021 19:00 - 23.07.2021 20:00 (CET);2932;6942;113;4709;10053
BZN|ES;23.07.2021 20:00 - 23.07.2021 21:00 (CET);3592;6953;112;2152;9064
BZN|ES;23.07.2021 21:00 - 23.07.2021 22:00 (CET);3625;6957;113;531;8197
BZN|ES;23.07.2021 22:00 - 23.07.2021 23:00 (CET);3415;6960;113;285;7662
BZN|ES;23.07.2021 23:00 - 24.07.2021 00:00 (CET);2984;6963;112;274;7246
BZN|ES;24.07.2021 00:00 - 24.07.2021 01:00 (CET);3378;6960;103;274;6903
BZN|ES;24.07.2021 01:00 - 24.07.2021 02:00 (CET);3448;6955;104;272;6280
BZN|ES;24.07.2021 02:00 - 24.07.2021 03:00 (CET);2957;6951;102;272;5996
BZN|ES;24.07.2021 03:00 - 24.07.2021 04:00 (CET);2763;6950;102;246;6197
BZN|ES;24.07.2021 04:00 - 24.07.2021 05:00 (CET);2490;6962;100;218;5886
BZN|ES;24.07.2021 05:00 - 24.07.2021 06:00 (CET);2325;6978;101;160;5616
BZN|ES;24.07.2021 06:00 - 24.07.2021 07:00 (CET);2190;6977;103;101;5591
BZN|ES;24.07.2021 07:00 - 24.07.2021 08:00 (CET);2420;6981;104;378;5048
BZN|ES;24.07.2021 08:00 - 24.07.2021 09:00 (CET);2559;6987;105;2358;4518
BZN|ES;24.07.2021 09:00 - 24.07.2021 10:00 (CET);2662;6987;104;5677;4136
BZN|ES;24.07.2021 10:00 - 24.07.2021 11:00 (CET);2478;6984;105;8484;3901
BZN|ES;24.07.2021 11:00 - 24.07.2021 12:00 (CET);2535;6982;102;9927;3997
BZN|ES;24.07.2021 12:00 - 24.07.2021 13:00 (CET);2435;6974;105;10640;4307
BZN|ES;24.07.2021 13:00 - 24.07.2021 14:00 (CET);2058;6970;102;10982;4777
BZN|ES;24.07.2021 14:00 - 24.07.2021 15:00 (CET);2149;6968;101;11061;5213
BZN|ES;24.07.2021 15:00 - 24.07.2021 16:00 (CET);2872;6966;100;10901;5799
BZN|ES;24.07.2021 16:00 - 24.07.2021 17:00 (CET);2762;6959;80;10056;6227
BZN|ES;24.07.2021 17:00 - 24.07.2021 18:00 (CET);2188;6948;64;8969;6529
BZN|ES;24.07.2021 18:00 - 24.07.2021 19:00 (CET);2145;6957;81;7884;6586
BZN|ES;24.07.2021 19:00 - 24.07.2021 20:00 (CET);2915;6959;87;5916;6282
BZN|ES;24.07.2021 20:00 - 24.07.2021 21:00 (CET);3979;6964;84;2979;5786
BZN|ES;24.07.2021 21:00 - 24.07.2021 22:00 (CET);5491;6965;85;994;5257
BZN|ES;24.07.2021 22:00 - 24.07.2021 23:00 (CET);5252;6964;88;622;5524
BZN|ES;24.07.2021 23:00 - 25.07.2021 00:00 (CET);3997;6964;88;576;5957
BZN|ES;25.07.2021 00:00 - 25.07.2021 01:00 (CET);2828;6961;90;542;6217
BZN|ES;25.07.2021 01:00 - 25.07.2021 02:00 (CET);2617;6958;92;492;5768
BZN|ES;25.07.2021 02:00 - 25.07.2021 03:00 (CET);2293;6960;91;482;4916
BZN|ES;25.07.2021 03:00 - 25.07.2021 04:00 (CET);2293;6965;92;481;4539
BZN|ES;25.07.2021 04:00 - 25.07.2021 05:00 (CET);2379;6974;90;478;4257
BZN|ES;25.07.2021 05:00 - 25.07.2021 06:00 (CET);2840;6988;89;477;3939
BZN|ES;25.07.2021 06:00 - 25.07.2021 07:00 (CET);2559;6990;88;387;3642
BZN|ES;25.07.2021 07:00 - 25.07.2021 08:00 (CET);2775;6994;88;501;3193
BZN|ES;25.07.2021 08:00 - 25.07.2021 09:00 (CET);2994;6998;88;2224;2634
BZN|ES;25.07.2021 09:00 - 25.07.2021 10:00 (CET);2839;6997;93;5253;2204
BZN|ES;25.07.2021 10:00 - 25.07.2021 11:00 (CET);2852;6993;91;7925;1881
BZN|ES;25.07.2021 11:00 - 25.07.2021 12:00 (CET);3203;6990;92;9251;1632
BZN|ES;25.07.2021 12:00 - 25.07.2021 13:00 (CET);2914;6981;91;10019;1819
BZN|ES;25.07.2021 13:00 - 25.07.2021 14:00 (CET);2432;6976;92;10520;1939
BZN|ES;25.07.2021 14:00 - 25.07.2021 15:00 (CET);2511;6970;97;10398;2209
BZN|ES;25.07.2021 15:00 - 25.07.2021 16:00 (CET);2839;6969;97;9945;2711
BZN|ES;25.07.2021 16:00 - 25.07.2021 17:00 (CET);3280;6967;95;9376;3161
BZN|ES;25.07.2021 17:00 - 25.07.2021 18:00 (CET);3346;6965;94;8065;4063
BZN|ES;25.07.2021 18:00 - 25.07.2021 19:00 (CET);3346;6964;98;6830;5225
BZN|ES;25.07.2021 19:00 - 25.07.2021 20:00 (CET);2771;6966;99;4838;6564
BZN|ES;25.07.2021 20:00 - 25.07.2021 21:00 (CET);2783;6969;94;2324;7088
BZN|ES;25.07.2021 21:00 - 25.07.2021 22:00 (CET);3336;6970;93;799;7044
BZN|ES;25.07.2021 22:00 - 25.07.2021 23:00 (CET);3780;6971;95;617;7067
BZN|ES;25.07.2021 23:00 - 26.07.2021 00:00 (CET);2766;6970;96;613;7054
BZN|ES;26.07.2021 00:00 - 26.07.2021 01:00 (CET);2567;6971;93;592;6881
BZN|ES;26.07.2021 01:00 - 26.07.2021 02:00 (CET);2116;6961;91;412;6957
BZN|ES;26.07.2021 02:00 - 26.07.2021 03:00 (CET);2390;6961;91;374;6764
BZN|ES;26.07.2021 03:00 - 26.07.2021 04:00 (CET);2470;6965;91;361;6441
BZN|ES;26.07.2021 04:00 - 26.07.2021 05:00 (CET);2492;6969;91;269;6155
BZN|ES;26.07.2021 05:00 - 26.07.2021 06:00 (CET);2340;6981;92;193;5877
BZN|ES;26.07.2021 06:00 - 26.07.2021 07:00 (CET);2655;6987;91;114;5237
BZN|ES;26.07.2021 07:00 - 26.07.2021 08:00 (CET);3057;6982;92;202;5086
BZN|ES;26.07.2021 08:00 - 26.07.2021 09:00 (CET);3243;6983;102;1679;4758
BZN|ES;26.07.2021 09:00 - 26.07.2021 10:00 (CET);2848;6984;99;4607;4576
BZN|ES;26.07.2021 10:00 - 26.07.2021 11:00 (CET);2939;6984;97;7420;4253
BZN|ES;26.07.2021 11:00 - 26.07.2021 12:00 (CET);2928;6982;96;8895;3644
BZN|ES;26.07.2021 12:00 - 26.07.2021 13:00 (CET);2817;6979;99;9406;2966
BZN|ES;26.07.2021 13:00 - 26.07.2021 14:00 (CET);2711;6976;101;9388;2524
BZN|ES;26.07.2021 14:00 - 26.07.2021 15:00 (CET);2387;6975;101;9473;2424
BZN|ES;26.07.2021 15:00 - 26.07.2021 16:00 (CET);2694;6975;101;9569;2505
BZN|ES;26.07.2021 16:00 - 26.07.2021 17:00 (CET);3313;6969;103;9196;2690
BZN|ES;26.07.2021 17:00 - 26.07.2021 18:00 (CET);2879;6966;103;8729;2626
BZN|ES;26.07.2021 18:00 - 26.07.2021 19:00 (CET);2445;6966;105;7966;2465
BZN|ES;26.07.2021 19:00 - 26.07.2021 20:00 (CET);2824;6967;107;6470;2203
BZN|ES;26.07.2021 20:00 - 26.07.2021 21:00 (CET);4180;6969;106;3114;2210
BZN|ES;26.07.2021 21:00 - 26.07.2021 22:00 (CET);4409;6969;109;928;2412
BZN|ES;26.07.2021 22:00 - 26.07.2021 23:00 (CET);4187;6971;106;613;2623
BZN|ES;26.07.2021 23:00 - 27.07.2021 00:00 (CET);3334;6973;104;568;2841
BZN|ES;27.07.2021 00:00 - 27.07.2021 01:00 (CET);2654;6977;98;533;2831
BZN|ES;27.07.2021 01:00 - 27.07.2021 02:00 (CET);2075;6978;96;531;2580
BZN|ES;27.07.2021 02:00 - 27.07.2021 03:00 (CET);1857;6977;94;528;2172
BZN|ES;27.07.2021 03:00 - 27.07.2021 04:00 (CET);1828;6981;93;514;1848
BZN|ES;27.07.2021 04:00 - 27.07.2021 05:00 (CET);1904;6983;96;472;1827
BZN|ES;27.07.2021 05:00 - 27.07.2021 06:00 (CET);2618;6983;94;361;1882
BZN|ES;27.07.2021 06:00 - 27.07.2021 07:00 (CET);3101;6986;94;275;2033
BZN|ES;27.07.2021 07:00 - 27.07.2021 08:00 (CET);3384;6986;95;422;2188
BZN|ES;27.07.2021 08:00 - 27.07.2021 09:00 (CET);3395;6976;103;2465;2209
BZN|ES;27.07.2021 09:00 - 27.07.2021 10:00 (CET);2449;6975;103;6116;2050
BZN|ES;27.07.2021 10:00 - 27.07.2021 11:00 (CET);2346;6970;101;8875;2072
BZN|ES;27.07.2021 11:00 - 27.07.2021 12:00 (CET);2335;6966;102;10050;2444
BZN|ES;27.07.2021 12:00 - 27.07.2021 13:00 (CET);2234;6958;104;10612;3122
BZN|ES;27.07.2021 13:00 - 27.07.2021 14:00 (CET);2466;6955;104;10865;3751
BZN|ES;27.07.2021 14:00 - 27.07.2021 15:00 (CET);2388;6951;108;10781;4008
BZN|ES;27.07.2021 15:00 - 27.07.2021 16:00 (CET);2233;6949;108;10383;4241
BZN|ES;27.07.2021 16:00 - 27.07.2021 17:00 (CET);1983;6949;109;9782;4515
BZN|ES;27.07.2021 17:00 - 27.07.2021 18:00 (CET);1953;6948;110;9145;5093
BZN|ES;27.07.2021 18:00 - 27.07.2021 19:00 (CET);1890;6946;108;7978;5861
BZN|ES;27.07.2021 19:00 - 27.07.2021 20:00 (CET);2351;6946;108;6030;6794
BZN|ES;27.07.2021 20:00 - 27.07.2021 21:00 (CET);3074;6950;110;2972;7925
BZN|ES;27.07.2021 21:00 - 27.07.2021 22:00 (CET);3633;6956;110;1020;7858
BZN|ES;27.07.2021 22:00 - 27.07.2021 23:00 (CET);2801;6960;109;702;8806
BZN|ES;27.07.2021 23:00 - 28.07.2021 00:00 (CET);2430;6960;106;658;9041
BZN|ES;28.07.2021 00:00 - 28.07.2021 01:00 (CET);2193;6965;102;680;8956
BZN|ES;28.07.2021 01:00 - 28.07.2021 02:00 (CET);1904;6967;98;681;8678
BZN|ES;28.07.2021 02:00 - 28.07.2021 03:00 (CET);1921;6971;95;678;8250
BZN|ES;28.07.2021 03:00 - 28.07.2021 04:00 (CET);1784;6973;95;674;7907
BZN|ES;28.07.2021 04:00 - 28.07.2021 05:00 (CET);2117;6972;95;628;7549
BZN|ES;28.07.2021 05:00 - 28.07.2021 06:00 (CET);2143;6973;95;508;7285
BZN|ES;28.07.2021 06:00 - 28.07.2021 07:00 (CET);2307;6972;96;346;6737
BZN|ES;28.07.2021 07:00 - 28.07.2021 08:00 (CET);3237;6970;97;437;6040
BZN|ES;28.07.2021 08:00 - 28.07.2021 09:00 (CET);3234;6970;101;2382;4882
BZN|ES;28.07.2021 09:00 - 28.07.2021 10:00 (CET);2867;6969;104;6009;3808
BZN|ES;28.07.2021 10:00 - 28.07.2021 11:00 (CET);2943;6966;101;8718;2589
BZN|ES;28.07.2021 11:00 - 28.07.2021 12:00 (CET);3132;6963;102;9846;1992
BZN|ES;28.07.2021 12:00 - 28.07.2021 13:00 (CET);3305;6958;109;10504;2017
BZN|ES;28.07.2021 13:00 - 28.07.2021 14:00 (CET);3333;6953;105;10846;2511
BZN|ES;28.07.2021 14:00 - 28.07.2021 15:00 (CET);3269;6952;101;10962;3044
BZN|ES;28.07.2021 15:00 - 28.07.2021 16:00 (CET);3175;6951;103;10849;3561
BZN|ES;28.07.2021 16:00 - 28.07.2021 17:00 (CET);3110;6946;106;10459;4039
BZN|ES;28.07.2021 17:00 - 28.07.2021 18:00 (CET);3156;6944;108;9752;4755
BZN|ES;28.07.2021 18:00 - 28.07.2021 19:00 (CET);2521;6943;106;8452;5756
BZN|ES;28.07.2021 19:00 - 28.07.2021 20:00 (CET);2685;6945;105;6344;6631
BZN|ES;28.07.2021 20:00 - 28.07.2021 21:00 (CET);3327;6948;107;2916;7395
BZN|ES;28.07.2021 21:00 - 28.07.2021 22:00 (CET);3732;6949;109;899;7924
BZN|ES;28.07.2021 22:00 - 28.07.2021 23:00 (CET);3482;6955;111;620;8495
BZN|ES;28.07.2021 23:00 - 29.07.2021 00:00 (CET);3176;6957;110;660;8523
BZN|ES;29.07.2021 00:00 - 29.07.2021 01:00 (CET);2565;6958;101;684;8246
BZN|ES;29.07.2021 01:00 - 29.07.2021 02:00 (CET);2306;6961;102;684;7722
BZN|ES;29.07.2021 02:00 - 29.07.2021 03:00 (CET);2128;6961;101;682;7113
BZN|ES;29.07.2021 03:00 - 29.07.2021 04:00 (CET);2017;6964;97;681;6371
BZN|ES;29.07.2021 04:00 - 29.07.2021 05:00 (CET);2058;6965;97;674;5637
BZN|ES;29.07.2021 05:00 - 29.07.2021 06:00 (CET);1901;6966;101;594;5002
BZN|ES;29.07.2021 06:00 - 29.07.2021 07:00 (CET);2500;6967;98;368;4578
BZN|ES;29.07.2021 07:00 - 29.07.2021 08:00 (CET);4117;6975;99;373;4391
BZN|ES;29.07.2021 08:00 - 29.07.2021 09:00 (CET);4089;6983;107;2119;3878
BZN|ES;29.07.2021 09:00 - 29.07.2021 10:00 (CET);3747;6980;107;5620;3440
BZN|ES;29.07.2021 10:00 - 29.07.2021 11:00 (CET);3609;6976;108;8723;3412
BZN|ES;29.07.2021 11:00 - 29.07.2021 12:00 (CET);3344;6972;109;10110;3335
BZN|ES;29.07.2021 12:00 - 29.07.2021 13:00 (CET);3263;6965;112;10751;3370
BZN|ES;29.07.2021 13:00 - 29.07.2021 14:00 (CET);3187;6958;111;11160;3948
BZN|ES;29.07.2021 14:00 - 29.07.2021 15:00 (CET);3134;6954;110;11232;4513
BZN|ES;29.07.2021 15:00 - 29.07.2021 16:00 (CET);2899;6944;110;11114;5101
BZN|ES;29.07.2021 16:00 - 29.07.2021 17:00 (CET);2439;6936;111;10656;5368
BZN|ES;29.07.2021 17:00 - 29.07.2021 18:00 (CET);2441;6930;111;9880;5701
BZN|ES;29.07.2021 18:00 - 29.07.2021 19:00 (CET);2298;6932;111;8604;6272
BZN|ES;29.07.2021 19:00 - 29.07.2021 20:00 (CET);3290;6935;115;6316;6326
BZN|ES;29.07.2021 20:00 - 29.07.2021 21:00 (CET);4717;6940;115;2911;5866
BZN|ES;29.07.2021 21:00 - 29.07.2021 22:00 (CET);5735;6947;117;997;5430
BZN|ES;29.07.2021 22:00 - 29.07.2021 23:00 (CET);5832;6950;116;729;5591
