Area;MTU;Hydro - Actual Aggregated [MW];Nuclear  - Actual Aggregated [MW];Other renewable  - Actual Aggregated [MW];Solar  - Actual Aggregated [MW];Wind - Actual Aggregated [MW]
BZN|ES;20.04.2021 10:00 - 20.04.2021 11:00 (CET);5399;6076;106;6047;624
BZN|ES;20.04.2021 11:00 - 20.04.2021 12:00 (CET);4383;6079;104;7740;619
BZN|ES;20.04.2021 12:00 - 20.04.2021 13:00 (CET);3504;6080;107;8665;858
BZN|ES;20.04.2021 13:00 - 20.04.2021 14:00 (CET);3009;6080;107;8382;1364
BZN|ES;20.04.2021 14:00 - 20.04.2021 15:00 (CET);3129;6081;107;7641;1973
BZN|ES;20.04.2021 15:00 - 20.04.2021 16:00 (CET);3300;6083;109;6646;2206
BZN|ES;20.04.2021 16:00 - 20.04.2021 17:00 (CET);2870;6083;110;5958;2672
BZN|ES;20.04.2021 17:00 - 20.04.2021 18:00 (CET);3559;6081;110;5423;3084
BZN|ES;20.04.2021 18:00 - 20.04.2021 19:00 (CET);3825;6081;107;4638;3372
BZN|ES;20.04.2021 19:00 - 20.04.2021 20:00 (CET);4876;6082;109;2913;3352
BZN|ES;20.04.2021 20:00 - 20.04.2021 21:00 (CET);6574;6085;110;1141;3063
BZN|ES;20.04.2021 21:00 - 20.04.2021 22:00 (CET);6948;6085;111;447;2801
BZN|ES;20.04.2021 22:00 - 20.04.2021 23:00 (CET);5758;6084;110;213;2553
BZN|ES;20.04.2021 23:00 - 21.04.2021 00:00 (CET);4084;6086;109;130;2006
BZN|ES;21.04.2021 00:00 - 21.04.2021 01:00 (CET);4350;6083;101;91;1680
BZN|ES;21.04.2021 01:00 - 21.04.2021 02:00 (CET);3849;6082;101;90;1604
BZN|ES;21.04.2021 02:00 - 21.04.2021 03:00 (CET);3650;6078;99;32;1435
BZN|ES;21.04.2021 03:00 - 21.04.2021 04:00 (CET);3691;6079;99;16;1157
BZN|ES;21.04.2021 04:00 - 21.04.2021 05:00 (CET);3720;6079;99;16;974
BZN|ES;21.04.2021 05:00 - 21.04.2021 06:00 (CET);3834;6081;101;16;849
BZN|ES;21.04.2021 06:00 - 21.04.2021 07:00 (CET);5315;6086;100;16;768
BZN|ES;21.04.2021 07:00 - 21.04.2021 08:00 (CET);6808;6084;102;43;654
BZN|ES;21.04.2021 08:00 - 21.04.2021 09:00 (CET);7633;6084;104;716;526
BZN|ES;21.04.2021 09:00 - 21.04.2021 10:00 (CET);6786;6084;106;1943;448
BZN|ES;21.04.2021 10:00 - 21.04.2021 11:00 (CET);5844;6084;86;3002;406
BZN|ES;21.04.2021 11:00 - 21.04.2021 12:00 (CET);5091;6085;89;4254;535
BZN|ES;21.04.2021 12:00 - 21.04.2021 13:00 (CET);4188;6081;109;5827;744
BZN|ES;21.04.2021 13:00 - 21.04.2021 14:00 (CET);3925;6075;107;6167;860
BZN|ES;21.04.2021 14:00 - 21.04.2021 15:00 (CET);4031;6074;108;5939;1276
BZN|ES;21.04.2021 15:00 - 21.04.2021 16:00 (CET);4032;6078;111;5355;1649
BZN|ES;21.04.2021 16:00 - 21.04.2021 17:00 (CET);4149;6076;107;4410;2032
BZN|ES;21.04.2021 17:00 - 21.04.2021 18:00 (CET);4180;6077;108;3150;2578
BZN|ES;21.04.2021 18:00 - 21.04.2021 19:00 (CET);5049;6077;111;2048;2950
BZN|ES;21.04.2021 19:00 - 21.04.2021 20:00 (CET);6223;6076;110;993;3356
BZN|ES;21.04.2021 20:00 - 21.04.2021 21:00 (CET);6766;6076;107;210;3307
BZN|ES;21.04.2021 21:00 - 21.04.2021 22:00 (CET);6740;6078;109;81;3324
BZN|ES;21.04.2021 22:00 - 21.04.2021 23:00 (CET);5672;6080;111;78;3686
BZN|ES;21.04.2021 23:00 - 22.04.2021 00:00 (CET);4756;6080;110;78;3875
BZN|ES;22.04.2021 00:00 - 22.04.2021 01:00 (CET);4067;6080;100;52;3720
BZN|ES;22.04.2021 01:00 - 22.04.2021 02:00 (CET);3575;6081;97;32;3545
BZN|ES;22.04.2021 02:00 - 22.04.2021 03:00 (CET);3688;6079;95;17;3324
BZN|ES;22.04.2021 03:00 - 22.04.2021 04:00 (CET);3471;6079;97;17;3400
BZN|ES;22.04.2021 04:00 - 22.04.2021 05:00 (CET);3546;6081;98;16;3511
BZN|ES;22.04.2021 05:00 - 22.04.2021 06:00 (CET);3703;6083;98;17;3182
BZN|ES;22.04.2021 06:00 - 22.04.2021 07:00 (CET);4993;6086;98;16;2867
BZN|ES;22.04.2021 07:00 - 22.04.2021 08:00 (CET);6192;6087;96;29;2671
BZN|ES;22.04.2021 08:00 - 22.04.2021 09:00 (CET);7172;6086;106;494;2697
BZN|ES;22.04.2021 09:00 - 22.04.2021 10:00 (CET);6508;6085;107;1769;2518
BZN|ES;22.04.2021 10:00 - 22.04.2021 11:00 (CET);5387;6086;103;3375;2363
BZN|ES;22.04.2021 11:00 - 22.04.2021 12:00 (CET);4861;6086;103;4943;2490
BZN|ES;22.04.2021 12:00 - 22.04.2021 13:00 (CET);4242;6086;103;5901;2446
BZN|ES;22.04.2021 13:00 - 22.04.2021 14:00 (CET);4810;6086;103;6382;2180
BZN|ES;22.04.2021 14:00 - 22.04.2021 15:00 (CET);4277;6088;104;6741;2213
BZN|ES;22.04.2021 15:00 - 22.04.2021 16:00 (CET);3518;6088;102;6882;2406
BZN|ES;22.04.2021 16:00 - 22.04.2021 17:00 (CET);2784;6086;102;7119;2846
BZN|ES;22.04.2021 17:00 - 22.04.2021 18:00 (CET);2988;6085;102;6617;2789
BZN|ES;22.04.2021 18:00 - 22.04.2021 19:00 (CET);4000;6084;104;5318;2379
BZN|ES;22.04.2021 19:00 - 22.04.2021 20:00 (CET);4728;6083;106;3369;1981
BZN|ES;22.04.2021 20:00 - 22.04.2021 21:00 (CET);6278;6084;107;1254;1741
BZN|ES;22.04.2021 21:00 - 22.04.2021 22:00 (CET);6843;6085;106;601;2026
BZN|ES;22.04.2021 22:00 - 22.04.2021 23:00 (CET);5964;6085;106;481;2369
BZN|ES;22.04.2021 23:00 - 23.04.2021 00:00 (CET);4702;6086;104;318;2710
BZN|ES;23.04.2021 00:00 - 23.04.2021 01:00 (CET);4902;6084;94;232;2999
BZN|ES;23.04.2021 01:00 - 23.04.2021 02:00 (CET);4523;6082;96;192;3468
BZN|ES;23.04.2021 02:00 - 23.04.2021 03:00 (CET);3453;6080;96;116;4133
BZN|ES;23.04.2021 03:00 - 23.04.2021 04:00 (CET);2712;6081;96;73;4813
BZN|ES;23.04.2021 04:00 - 23.04.2021 05:00 (CET);2893;6084;97;16;5416
BZN|ES;23.04.2021 05:00 - 23.04.2021 06:00 (CET);2521;6085;96;15;6002
BZN|ES;23.04.2021 06:00 - 23.04.2021 07:00 (CET);3586;6085;95;14;6394
BZN|ES;23.04.2021 07:00 - 23.04.2021 08:00 (CET);4435;6087;96;103;6744
BZN|ES;23.04.2021 08:00 - 23.04.2021 09:00 (CET);4848;6088;102;1190;6712
BZN|ES;23.04.2021 09:00 - 23.04.2021 10:00 (CET);4181;6083;105;2769;6779
BZN|ES;23.04.2021 10:00 - 23.04.2021 11:00 (CET);3254;6000;105;4252;7420
BZN|ES;23.04.2021 11:00 - 23.04.2021 12:00 (CET);2547;5788;105;5664;8008
BZN|ES;23.04.2021 12:00 - 23.04.2021 13:00 (CET);2988;5554;105;6876;9025
BZN|ES;23.04.2021 13:00 - 23.04.2021 14:00 (CET);3975;5325;106;7867;9518
BZN|ES;23.04.2021 14:00 - 23.04.2021 15:00 (CET);4093;5167;105;8007;9241
BZN|ES;23.04.2021 15:00 - 23.04.2021 16:00 (CET);4191;5076;108;7654;9294
BZN|ES;23.04.2021 16:00 - 23.04.2021 17:00 (CET);4193;5069;108;6944;9570
BZN|ES;23.04.2021 17:00 - 23.04.2021 18:00 (CET);4183;5075;112;5404;10719
BZN|ES;23.04.2021 18:00 - 23.04.2021 19:00 (CET);2879;5073;109;3777;10783
BZN|ES;23.04.2021 19:00 - 23.04.2021 20:00 (CET);3362;5072;112;2156;10710
BZN|ES;23.04.2021 20:00 - 23.04.2021 21:00 (CET);4555;5074;112;677;10127
BZN|ES;23.04.2021 21:00 - 23.04.2021 22:00 (CET);4235;5074;110;81;10286
BZN|ES;23.04.2021 22:00 - 23.04.2021 23:00 (CET);3667;5074;110;17;10661
BZN|ES;23.04.2021 23:00 - 24.04.2021 00:00 (CET);2890;5076;109;3;10682
BZN|ES;24.04.2021 00:00 - 24.04.2021 01:00 (CET);2397;5076;100;4;10638
BZN|ES;24.04.2021 01:00 - 24.04.2021 02:00 (CET);2058;5077;98;4;10891
BZN|ES;24.04.2021 02:00 - 24.04.2021 03:00 (CET);2945;5077;97;4;10826
BZN|ES;24.04.2021 03:00 - 24.04.2021 04:00 (CET);3439;5078;98;4;10781
BZN|ES;24.04.2021 04:00 - 24.04.2021 05:00 (CET);3715;5076;99;4;10434
BZN|ES;24.04.2021 05:00 - 24.04.2021 06:00 (CET);3400;5077;98;4;10054
BZN|ES;24.04.2021 06:00 - 24.04.2021 07:00 (CET);3153;5076;98;3;9921
BZN|ES;24.04.2021 07:00 - 24.04.2021 08:00 (CET);3087;5076;99;60;9368
BZN|ES;24.04.2021 08:00 - 24.04.2021 09:00 (CET);2883;5076;97;1043;8958
BZN|ES;24.04.2021 09:00 - 24.04.2021 10:00 (CET);3146;5076;101;2913;8567
BZN|ES;24.04.2021 10:00 - 24.04.2021 11:00 (CET);2770;5068;104;4419;8739
BZN|ES;24.04.2021 11:00 - 24.04.2021 12:00 (CET);2697;5074;102;5482;8925
BZN|ES;24.04.2021 12:00 - 24.04.2021 13:00 (CET);3125;5073;103;5300;9558
BZN|ES;24.04.2021 13:00 - 24.04.2021 14:00 (CET);2599;5073;103;4985;9923
BZN|ES;24.04.2021 14:00 - 24.04.2021 15:00 (CET);2620;5072;103;4755;9808
BZN|ES;24.04.2021 15:00 - 24.04.2021 16:00 (CET);2776;5072;100;3761;9367
BZN|ES;24.04.2021 16:00 - 24.04.2021 17:00 (CET);2327;5071;102;3159;8781
BZN|ES;24.04.2021 17:00 - 24.04.2021 18:00 (CET);3198;5071;101;2692;8333
BZN|ES;24.04.2021 18:00 - 24.04.2021 19:00 (CET);2846;5070;101;2463;8883
BZN|ES;24.04.2021 19:00 - 24.04.2021 20:00 (CET);3552;5072;101;1456;8778
BZN|ES;24.04.2021 20:00 - 24.04.2021 21:00 (CET);4554;5073;101;372;8235
BZN|ES;24.04.2021 21:00 - 24.04.2021 22:00 (CET);5919;5076;100;8;7909
BZN|ES;24.04.2021 22:00 - 24.04.2021 23:00 (CET);4554;5115;101;3;7899
BZN|ES;24.04.2021 23:00 - 25.04.2021 00:00 (CET);3824;5141;102;3;7257
BZN|ES;25.04.2021 00:00 - 25.04.2021 01:00 (CET);2973;5147;96;4;6621
BZN|ES;25.04.2021 01:00 - 25.04.2021 02:00 (CET);2424;5151;92;4;5296
BZN|ES;25.04.2021 02:00 - 25.04.2021 03:00 (CET);2495;5171;95;4;4869
BZN|ES;25.04.2021 03:00 - 25.04.2021 04:00 (CET);2634;5173;94;4;4980
BZN|ES;25.04.2021 04:00 - 25.04.2021 05:00 (CET);2708;5173;93;3;5332
BZN|ES;25.04.2021 05:00 - 25.04.2021 06:00 (CET);2607;5173;90;4;6019
BZN|ES;25.04.2021 06:00 - 25.04.2021 07:00 (CET);2464;5175;94;3;6161
BZN|ES;25.04.2021 07:00 - 25.04.2021 08:00 (CET);2516;5183;95;27;6490
BZN|ES;25.04.2021 08:00 - 25.04.2021 09:00 (CET);3141;5212;98;445;6736
BZN|ES;25.04.2021 09:00 - 25.04.2021 10:00 (CET);3141;5240;98;1358;7095
BZN|ES;25.04.2021 10:00 - 25.04.2021 11:00 (CET);2657;5243;96;2244;6880
BZN|ES;25.04.2021 11:00 - 25.04.2021 12:00 (CET);3020;5243;94;3542;7072
BZN|ES;25.04.2021 12:00 - 25.04.2021 13:00 (CET);3084;5241;93;4557;7285
BZN|ES;25.04.2021 13:00 - 25.04.2021 14:00 (CET);3104;5245;94;5019;7176
BZN|ES;25.04.2021 14:00 - 25.04.2021 15:00 (CET);3217;5272;96;5092;7091
BZN|ES;25.04.2021 15:00 - 25.04.2021 16:00 (CET);3074;5300;96;5039;6614
BZN|ES;25.04.2021 16:00 - 25.04.2021 17:00 (CET);2722;5330;96;4556;6285
BZN|ES;25.04.2021 17:00 - 25.04.2021 18:00 (CET);3563;5359;98;3676;5572
BZN|ES;25.04.2021 18:00 - 25.04.2021 19:00 (CET);4166;5388;98;2529;5520
BZN|ES;25.04.2021 19:00 - 25.04.2021 20:00 (CET);3953;5417;97;1407;5396
BZN|ES;25.04.2021 20:00 - 25.04.2021 21:00 (CET);5772;5447;97;411;4644
BZN|ES;25.04.2021 21:00 - 25.04.2021 22:00 (CET);6852;5473;95;113;4076
BZN|ES;25.04.2021 22:00 - 25.04.2021 23:00 (CET);6417;5477;92;90;4363
BZN|ES;25.04.2021 23:00 - 26.04.2021 00:00 (CET);5555;5478;92;47;4537
BZN|ES;26.04.2021 00:00 - 26.04.2021 01:00 (CET);4049;5478;89;42;4293
BZN|ES;26.04.2021 01:00 - 26.04.2021 02:00 (CET);3504;5480;89;18;4253
BZN|ES;26.04.2021 02:00 - 26.04.2021 03:00 (CET);3374;5480;89;15;3825
BZN|ES;26.04.2021 03:00 - 26.04.2021 04:00 (CET);3542;5479;89;15;3236
BZN|ES;26.04.2021 04:00 - 26.04.2021 05:00 (CET);3542;5486;91;15;2882
BZN|ES;26.04.2021 05:00 - 26.04.2021 06:00 (CET);4403;5498;92;15;2350
BZN|ES;26.04.2021 06:00 - 26.04.2021 07:00 (CET);4982;5498;93;15;2207
BZN|ES;26.04.2021 07:00 - 26.04.2021 08:00 (CET);6107;5497;93;42;1782
BZN|ES;26.04.2021 08:00 - 26.04.2021 09:00 (CET);6284;5496;92;725;1635
BZN|ES;26.04.2021 09:00 - 26.04.2021 10:00 (CET);6300;5481;92;1977;1413
BZN|ES;26.04.2021 10:00 - 26.04.2021 11:00 (CET);6165;5474;95;3052;1248
BZN|ES;26.04.2021 11:00 - 26.04.2021 12:00 (CET);6399;5478;98;4048;1310
BZN|ES;26.04.2021 12:00 - 26.04.2021 13:00 (CET);5535;5482;100;5060;1717
BZN|ES;26.04.2021 13:00 - 26.04.2021 14:00 (CET);4448;5498;97;5494;1934
BZN|ES;26.04.2021 14:00 - 26.04.2021 15:00 (CET);4112;5526;100;5662;2335
BZN|ES;26.04.2021 15:00 - 26.04.2021 16:00 (CET);3280;5555;100;5846;2418
BZN|ES;26.04.2021 16:00 - 26.04.2021 17:00 (CET);3163;5583;102;5223;2546
BZN|ES;26.04.2021 17:00 - 26.04.2021 18:00 (CET);4233;5610;101;3740;2520
BZN|ES;26.04.2021 18:00 - 26.04.2021 19:00 (CET);4602;5640;103;2787;2519
BZN|ES;26.04.2021 19:00 - 26.04.2021 20:00 (CET);6001;5669;106;1755;1988
BZN|ES;26.04.2021 20:00 - 26.04.2021 21:00 (CET);6446;5698;106;453;1808
BZN|ES;26.04.2021 21:00 - 26.04.2021 22:00 (CET);6898;5726;103;71;1607
BZN|ES;26.04.2021 22:00 - 26.04.2021 23:00 (CET);6326;5743;103;39;1475
BZN|ES;26.04.2021 23:00 - 27.04.2021 00:00 (CET);4522;5758;102;39;1523
BZN|ES;27.04.2021 00:00 - 27.04.2021 01:00 (CET);4383;5756;97;39;1682
BZN|ES;27.04.2021 01:00 - 27.04.2021 02:00 (CET);3912;5760;96;39;1960
BZN|ES;27.04.2021 02:00 - 27.04.2021 03:00 (CET);4147;5762;97;39;2107
BZN|ES;27.04.2021 03:00 - 27.04.2021 04:00 (CET);4313;5762;98;39;2156
BZN|ES;27.04.2021 04:00 - 27.04.2021 05:00 (CET);4244;5762;99;39;2124
BZN|ES;27.04.2021 05:00 - 27.04.2021 06:00 (CET);4221;5769;101;39;2038
BZN|ES;27.04.2021 06:00 - 27.04.2021 07:00 (CET);4099;5798;101;16;2026
BZN|ES;27.04.2021 07:00 - 27.04.2021 08:00 (CET);5379;5827;97;67;1828
BZN|ES;27.04.2021 08:00 - 27.04.2021 09:00 (CET);6691;5855;102;1098;1415
BZN|ES;27.04.2021 09:00 - 27.04.2021 10:00 (CET);6316;5886;102;2681;1278
BZN|ES;27.04.2021 10:00 - 27.04.2021 11:00 (CET);5261;5914;102;4066;1251
BZN|ES;27.04.2021 11:00 - 27.04.2021 12:00 (CET);5109;5923;101;5148;1157
BZN|ES;27.04.2021 12:00 - 27.04.2021 13:00 (CET);4455;5922;100;5733;1200
BZN|ES;27.04.2021 13:00 - 27.04.2021 14:00 (CET);3795;5920;99;6054;1277
BZN|ES;27.04.2021 14:00 - 27.04.2021 15:00 (CET);3426;5918;101;5888;1699
BZN|ES;27.04.2021 15:00 - 27.04.2021 16:00 (CET);3140;5907;102;5764;2304
BZN|ES;27.04.2021 16:00 - 27.04.2021 17:00 (CET);3099;5819;102;5037;2994
BZN|ES;27.04.2021 17:00 - 27.04.2021 18:00 (CET);3955;5723;101;3757;3456
BZN|ES;27.04.2021 18:00 - 27.04.2021 19:00 (CET);4407;5718;101;2699;3730
BZN|ES;27.04.2021 19:00 - 27.04.2021 20:00 (CET);5966;5722;101;1421;3790
BZN|ES;27.04.2021 20:00 - 27.04.2021 21:00 (CET);6049;5727;103;458;3664
BZN|ES;27.04.2021 21:00 - 27.04.2021 22:00 (CET);6587;5731;103;133;3657
BZN|ES;27.04.2021 22:00 - 27.04.2021 23:00 (CET);5474;5729;99;116;3562
BZN|ES;27.04.2021 23:00 - 28.04.2021 00:00 (CET);3813;5730;100;109;3437
BZN|ES;28.04.2021 00:00 - 28.04.2021 01:00 (CET);4314;5728;96;72;3331
BZN|ES;28.04.2021 01:00 - 28.04.2021 02:00 (CET);4276;5730;95;41;3166
BZN|ES;28.04.2021 02:00 - 28.04.2021 03:00 (CET);4085;5732;97;41;3012
BZN|ES;28.04.2021 03:00 - 28.04.2021 04:00 (CET);3994;5734;95;41;2903
BZN|ES;28.04.2021 04:00 - 28.04.2021 05:00 (CET);3901;5735;100;32;2945
BZN|ES;28.04.2021 05:00 - 28.04.2021 06:00 (CET);3930;5736;103;9;2914
BZN|ES;28.04.2021 06:00 - 28.04.2021 07:00 (CET);4028;5736;101;8;2788
BZN|ES;28.04.2021 07:00 - 28.04.2021 08:00 (CET);5519;5738;103;71;2465
BZN|ES;28.04.2021 08:00 - 28.04.2021 09:00 (CET);6346;5737;103;943;2079
BZN|ES;28.04.2021 09:00 - 28.04.2021 10:00 (CET);6104;5737;106;2844;1715
BZN|ES;28.04.2021 10:00 - 28.04.2021 11:00 (CET);5332;5736;104;4435;1461
BZN|ES;28.04.2021 11:00 - 28.04.2021 12:00 (CET);4481;5733;104;5912;1338
BZN|ES;28.04.2021 12:00 - 28.04.2021 13:00 (CET);4288;5733;108;6556;1279
BZN|ES;28.04.2021 13:00 - 28.04.2021 14:00 (CET);4075;5735;108;6591;1512
BZN|ES;28.04.2021 14:00 - 28.04.2021 15:00 (CET);3688;5733;109;6885;1861
BZN|ES;28.04.2021 15:00 - 28.04.2021 16:00 (CET);3340;5731;112;6806;2463
BZN|ES;28.04.2021 16:00 - 28.04.2021 17:00 (CET);2996;5732;113;6164;3062
BZN|ES;28.04.2021 17:00 - 28.04.2021 18:00 (CET);4332;5732;114;4627;3289
BZN|ES;28.04.2021 18:00 - 28.04.2021 19:00 (CET);5299;5732;113;3358;3446
BZN|ES;28.04.2021 19:00 - 28.04.2021 20:00 (CET);5254;5732;112;2206;3753
BZN|ES;28.04.2021 20:00 - 28.04.2021 21:00 (CET);5506;5734;113;659;3536
BZN|ES;28.04.2021 21:00 - 28.04.2021 22:00 (CET);6314;5797;112;36;3117
BZN|ES;28.04.2021 22:00 - 28.04.2021 23:00 (CET);5993;5855;113;19;3211
BZN|ES;28.04.2021 23:00 - 29.04.2021 00:00 (CET);5120;4900;112;19;3563
BZN|ES;29.04.2021 00:00 - 29.04.2021 01:00 (CET);4606;4816;103;20;3810
BZN|ES;29.04.2021 01:00 - 29.04.2021 02:00 (CET);4466;4816;102;14;4111
BZN|ES;29.04.2021 02:00 - 29.04.2021 03:00 (CET);3844;4817;101;11;4017
BZN|ES;29.04.2021 03:00 - 29.04.2021 04:00 (CET);3889;4779;102;12;3893
BZN|ES;29.04.2021 04:00 - 29.04.2021 05:00 (CET);4012;4698;103;20;3774
BZN|ES;29.04.2021 05:00 - 29.04.2021 06:00 (CET);4380;4696;104;21;3702
BZN|ES;29.04.2021 06:00 - 29.04.2021 07:00 (CET);4179;4698;101;20;3553
BZN|ES;29.04.2021 07:00 - 29.04.2021 08:00 (CET);5218;4696;102;97;3299
BZN|ES;29.04.2021 08:00 - 29.04.2021 09:00 (CET);6363;4697;106;1187;2885
BZN|ES;29.04.2021 09:00 - 29.04.2021 10:00 (CET);6012;4696;108;3332;2594
BZN|ES;29.04.2021 10:00 - 29.04.2021 11:00 (CET);5412;4688;110;5098;2927
BZN|ES;29.04.2021 11:00 - 29.04.2021 12:00 (CET);4947;4690;109;6166;2780
BZN|ES;29.04.2021 12:00 - 29.04.2021 13:00 (CET);4404;4694;110;6609;2583
BZN|ES;29.04.2021 13:00 - 29.04.2021 14:00 (CET);4776;4694;110;6580;2650
BZN|ES;29.04.2021 14:00 - 29.04.2021 15:00 (CET);4080;4694;114;6564;3115
BZN|ES;29.04.2021 15:00 - 29.04.2021 16:00 (CET);4081;4693;112;6217;3387
BZN|ES;29.04.2021 16:00 - 29.04.2021 17:00 (CET);4082;4691;111;5817;3622
BZN|ES;29.04.2021 17:00 - 29.04.2021 18:00 (CET);4647;4691;112;5057;4075
BZN|ES;29.04.2021 18:00 - 29.04.2021 19:00 (CET);4719;4706;113;3575;4379
BZN|ES;29.04.2021 19:00 - 29.04.2021 20:00 (CET);5003;4786;113;2423;4627
BZN|ES;29.04.2021 20:00 - 29.04.2021 21:00 (CET);5893;4852;112;716;4455
BZN|ES;29.04.2021 21:00 - 29.04.2021 22:00 (CET);6357;4945;112;122;4393
BZN|ES;29.04.2021 22:00 - 29.04.2021 23:00 (CET);5896;5018;112;13;4508
BZN|ES;29.04.2021 23:00 - 30.04.2021 00:00 (CET);4995;5028;113;8;4290
BZN|ES;30.04.2021 00:00 - 30.04.2021 01:00 (CET);4566;5033;104;8;3841
BZN|ES;30.04.2021 01:00 - 30.04.2021 02:00 (CET);5024;5045;104;8;3477
BZN|ES;30.04.2021 02:00 - 30.04.2021 03:00 (CET);4845;5058;103;8;2995
BZN|ES;30.04.2021 03:00 - 30.04.2021 04:00 (CET);4805;5127;104;8;2463
BZN|ES;30.04.2021 04:00 - 30.04.2021 05:00 (CET);4717;5198;105;8;2151
BZN|ES;30.04.2021 05:00 - 30.04.2021 06:00 (CET);4696;5287;104;8;2102
BZN|ES;30.04.2021 06:00 - 30.04.2021 07:00 (CET);5249;5377;105;8;1943
BZN|ES;30.04.2021 07:00 - 30.04.2021 08:00 (CET);6164;5435;106;112;1810
BZN|ES;30.04.2021 08:00 - 30.04.2021 09:00 (CET);6774;5465;112;1355;1518
BZN|ES;30.04.2021 09:00 - 30.04.2021 10:00 (CET);6844;5495;111;3534;1262
BZN|ES;30.04.2021 10:00 - 30.04.2021 11:00 (CET);5930;5525;111;5508;1214
BZN|ES;30.04.2021 11:00 - 30.04.2021 12:00 (CET);4852;5553;110;6956;1152
BZN|ES;30.04.2021 12:00 - 30.04.2021 13:00 (CET);4967;5586;111;7563;1221
BZN|ES;30.04.2021 13:00 - 30.04.2021 14:00 (CET);4354;5619;111;7591;1386
BZN|ES;30.04.2021 14:00 - 30.04.2021 15:00 (CET);3722;5649;110;7478;1624
BZN|ES;30.04.2021 15:00 - 30.04.2021 16:00 (CET);3585;5676;112;7121;2161
BZN|ES;30.04.2021 16:00 - 30.04.2021 17:00 (CET);3495;5678;110;6161;2803
BZN|ES;30.04.2021 17:00 - 30.04.2021 18:00 (CET);3928;5652;114;5437;3549
BZN|ES;30.04.2021 18:00 - 30.04.2021 19:00 (CET);3457;5646;113;4850;4478
BZN|ES;30.04.2021 19:00 - 30.04.2021 20:00 (CET);3566;5656;115;3446;5515
BZN|ES;30.04.2021 20:00 - 30.04.2021 21:00 (CET);4951;5677;116;1361;5683
BZN|ES;30.04.2021 21:00 - 30.04.2021 22:00 (CET);4605;5687;115;417;6059
BZN|ES;30.04.2021 22:00 - 30.04.2021 23:00 (CET);3435;5684;115;289;6438
BZN|ES;30.04.2021 23:00 - 01.05.2021 00:00 (CET);3346;5682;114;240;6474
BZN|ES;01.05.2021 00:00 - 01.05.2021 01:00 (CET);3345;5681;104;191;6226
BZN|ES;01.05.2021 01:00 - 01.05.2021 02:00 (CET);2921;5666;104;172;5866
BZN|ES;01.05.2021 02:00 - 01.05.2021 03:00 (CET);2511;5661;104;75;5922
BZN|ES;01.05.2021 03:00 - 01.05.2021 04:00 (CET);2402;5678;102;36;5938
BZN|ES;01.05.2021 04:00 - 01.05.2021 05:00 (CET);2394;5688;101;6;5931
BZN|ES;01.05.2021 05:00 - 01.05.2021 06:00 (CET);2261;5707;101;9;6333
BZN|ES;01.05.2021 06:00 - 01.05.2021 07:00 (CET);2525;5736;102;21;6396
BZN|ES;01.05.2021 07:00 - 01.05.2021 08:00 (CET);2798;5762;99;165;6587
BZN|ES;01.05.2021 08:00 - 01.05.2021 09:00 (CET);2718;5793;102;1903;6435
BZN|ES;01.05.2021 09:00 - 01.05.2021 10:00 (CET);2741;5837;105;5045;6491
BZN|ES;01.05.2021 10:00 - 01.05.2021 11:00 (CET);3696;5913;101;8055;7186
BZN|ES;01.05.2021 11:00 - 01.05.2021 12:00 (CET);4200;6012;100;9146;7675
BZN|ES;01.05.2021 12:00 - 01.05.2021 13:00 (CET);4497;6055;101;9152;7731
BZN|ES;01.05.2021 13:00 - 01.05.2021 14:00 (CET);4358;6051;103;9131;7629
BZN|ES;01.05.2021 14:00 - 01.05.2021 15:00 (CET);4493;6055;105;8969;7894
BZN|ES;01.05.2021 15:00 - 01.05.2021 16:00 (CET);4384;6062;102;8875;7934
BZN|ES;01.05.2021 16:00 - 01.05.2021 17:00 (CET);4237;6088;103;8570;7498
BZN|ES;01.05.2021 17:00 - 01.05.2021 18:00 (CET);4483;6149;100;7668;7449
BZN|ES;01.05.2021 18:00 - 01.05.2021 19:00 (CET);4523;6161;100;6399;7888
BZN|ES;01.05.2021 19:00 - 01.05.2021 20:00 (CET);4685;6270;99;4103;7394
BZN|ES;01.05.2021 20:00 - 01.05.2021 21:00 (CET);4623;6335;100;1602;7084
BZN|ES;01.05.2021 21:00 - 01.05.2021 22:00 (CET);3928;6414;98;665;7020
BZN|ES;01.05.2021 22:00 - 01.05.2021 23:00 (CET);4276;6445;98;599;7067
BZN|ES;01.05.2021 23:00 - 02.05.2021 00:00 (CET);3336;6478;98;586;6773
BZN|ES;02.05.2021 00:00 - 02.05.2021 01:00 (CET);2628;6507;97;526;6170
BZN|ES;02.05.2021 01:00 - 02.05.2021 02:00 (CET);2457;6538;96;418;5627
BZN|ES;02.05.2021 02:00 - 02.05.2021 03:00 (CET);2385;6568;95;232;4928
BZN|ES;02.05.2021 03:00 - 02.05.2021 04:00 (CET);2485;6598;91;128;4439
BZN|ES;02.05.2021 04:00 - 02.05.2021 05:00 (CET);2235;6626;89;44;4079
BZN|ES;02.05.2021 05:00 - 02.05.2021 06:00 (CET);2182;6658;92;8;3947
BZN|ES;02.05.2021 06:00 - 02.05.2021 07:00 (CET);2329;6686;88;12;3624
BZN|ES;02.05.2021 07:00 - 02.05.2021 08:00 (CET);2405;6703;91;204;3372
BZN|ES;02.05.2021 08:00 - 02.05.2021 09:00 (CET);2834;6702;93;2082;2825
