Time (CET);Imports;Exports
07.08.2021 07:00 - 07.08.2021 08:00;2830;1034
07.08.2021 08:00 - 07.08.2021 09:00;2948;1401
07.08.2021 09:00 - 07.08.2021 10:00;2809;1599
07.08.2021 10:00 - 07.08.2021 11:00;3010;1918
07.08.2021 11:00 - 07.08.2021 12:00;3006;2332
07.08.2021 12:00 - 07.08.2021 13:00;2970;2451
07.08.2021 13:00 - 07.08.2021 14:00;2971;2393
07.08.2021 14:00 - 07.08.2021 15:00;2783;2509
07.08.2021 15:00 - 07.08.2021 16:00;2719;2893
07.08.2021 16:00 - 07.08.2021 17:00;2845;3447
07.08.2021 17:00 - 07.08.2021 18:00;2950;2728
07.08.2021 18:00 - 07.08.2021 19:00;3000;2569
07.08.2021 19:00 - 07.08.2021 20:00;3017;2982
07.08.2021 20:00 - 07.08.2021 21:00;2991;1696
07.08.2021 21:00 - 07.08.2021 22:00;3229;1303
07.08.2021 22:00 - 07.08.2021 23:00;2751;1121
07.08.2021 23:00 - 08.08.2021 00:00;2912;1468
08.08.2021 00:00 - 08.08.2021 01:00;2355;1381
08.08.2021 01:00 - 08.08.2021 02:00;2378;1449
08.08.2021 02:00 - 08.08.2021 03:00;2286;1613
08.08.2021 03:00 - 08.08.2021 04:00;2289;1516
08.08.2021 04:00 - 08.08.2021 05:00;2314;1515
08.08.2021 05:00 - 08.08.2021 06:00;2322;1545
08.08.2021 06:00 - 08.08.2021 07:00;2363;1402
08.08.2021 07:00 - 08.08.2021 08:00;2212;1496
08.08.2021 08:00 - 08.08.2021 09:00;2355;1584
08.08.2021 09:00 - 08.08.2021 10:00;2314;1683
08.08.2021 10:00 - 08.08.2021 11:00;2340;1985
08.08.2021 11:00 - 08.08.2021 12:00;2400;2301
08.08.2021 12:00 - 08.08.2021 13:00;2191;2364
08.08.2021 13:00 - 08.08.2021 14:00;2157;2586
08.08.2021 14:00 - 08.08.2021 15:00;2210;2423
08.08.2021 15:00 - 08.08.2021 16:00;2348;2273
08.08.2021 16:00 - 08.08.2021 17:00;2239;2300
08.08.2021 17:00 - 08.08.2021 18:00;2289;2280
08.08.2021 18:00 - 08.08.2021 19:00;2329;2410
08.08.2021 19:00 - 08.08.2021 20:00;2327;2720
08.08.2021 20:00 - 08.08.2021 21:00;2383;1463
08.08.2021 21:00 - 08.08.2021 22:00;2410;494
08.08.2021 22:00 - 08.08.2021 23:00;2220;472
08.08.2021 23:00 - 09.08.2021 00:00;2440;1085
09.08.2021 00:00 - 09.08.2021 01:00;2641;1538
09.08.2021 01:00 - 09.08.2021 02:00;2504;1958
09.08.2021 02:00 - 09.08.2021 03:00;2302;1735
09.08.2021 03:00 - 09.08.2021 04:00;2383;1700
09.08.2021 04:00 - 09.08.2021 05:00;2400;1513
09.08.2021 05:00 - 09.08.2021 06:00;2415;1365
09.08.2021 06:00 - 09.08.2021 07:00;2470;251
09.08.2021 07:00 - 09.08.2021 08:00;2850;0
09.08.2021 08:00 - 09.08.2021 09:00;3170;0
09.08.2021 09:00 - 09.08.2021 10:00;2930;95
09.08.2021 10:00 - 09.08.2021 11:00;3072;1232
09.08.2021 11:00 - 09.08.2021 12:00;3271;1884
09.08.2021 12:00 - 09.08.2021 13:00;3146;1978
09.08.2021 13:00 - 09.08.2021 14:00;3232;1936
09.08.2021 14:00 - 09.08.2021 15:00;3074;2098
09.08.2021 15:00 - 09.08.2021 16:00;3012;2708
09.08.2021 16:00 - 09.08.2021 17:00;2887;2485
09.08.2021 17:00 - 09.08.2021 18:00;2861;2159
09.08.2021 18:00 - 09.08.2021 19:00;3055;1952
09.08.2021 19:00 - 09.08.2021 20:00;3093;1793
09.08.2021 20:00 - 09.08.2021 21:00;2481;572
09.08.2021 21:00 - 09.08.2021 22:00;3047;0
09.08.2021 22:00 - 09.08.2021 23:00;3179;73
09.08.2021 23:00 - 10.08.2021 00:00;3302;1097
10.08.2021 00:00 - 10.08.2021 01:00;1961;683
10.08.2021 01:00 - 10.08.2021 02:00;1751;1171
10.08.2021 02:00 - 10.08.2021 03:00;1683;1219
10.08.2021 03:00 - 10.08.2021 04:00;1558;942
10.08.2021 04:00 - 10.08.2021 05:00;1826;780
10.08.2021 05:00 - 10.08.2021 06:00;1731;158
10.08.2021 06:00 - 10.08.2021 07:00;2592;0
10.08.2021 07:00 - 10.08.2021 08:00;3254;0
10.08.2021 08:00 - 10.08.2021 09:00;3865;0
10.08.2021 09:00 - 10.08.2021 10:00;2579;0
10.08.2021 10:00 - 10.08.2021 11:00;2037;0
10.08.2021 11:00 - 10.08.2021 12:00;1737;333
10.08.2021 12:00 - 10.08.2021 13:00;1690;549
10.08.2021 13:00 - 10.08.2021 14:00;1647;608
10.08.2021 14:00 - 10.08.2021 15:00;1773;824
10.08.2021 15:00 - 10.08.2021 16:00;1566;1314
10.08.2021 16:00 - 10.08.2021 17:00;1571;1186
10.08.2021 17:00 - 10.08.2021 18:00;1676;1032
10.08.2021 18:00 - 10.08.2021 19:00;913;842
10.08.2021 19:00 - 10.08.2021 20:00;999;0
10.08.2021 20:00 - 10.08.2021 21:00;1902;0
10.08.2021 21:00 - 10.08.2021 22:00;2489;0
10.08.2021 22:00 - 10.08.2021 23:00;2034;0
10.08.2021 23:00 - 11.08.2021 00:00;1600;629
11.08.2021 00:00 - 11.08.2021 01:00;3026;820
11.08.2021 01:00 - 11.08.2021 02:00;3168;954
11.08.2021 02:00 - 11.08.2021 03:00;3145;1045
11.08.2021 03:00 - 11.08.2021 04:00;3166;1034
11.08.2021 04:00 - 11.08.2021 05:00;3202;1005
11.08.2021 05:00 - 11.08.2021 06:00;3237;641
11.08.2021 06:00 - 11.08.2021 07:00;3355;0
11.08.2021 07:00 - 11.08.2021 08:00;3613;0
11.08.2021 08:00 - 11.08.2021 09:00;3431;0
11.08.2021 09:00 - 11.08.2021 10:00;3907;0
11.08.2021 10:00 - 11.08.2021 11:00;3211;0
11.08.2021 11:00 - 11.08.2021 12:00;3073;532
11.08.2021 12:00 - 11.08.2021 13:00;3188;905
11.08.2021 13:00 - 11.08.2021 14:00;3385;1048
11.08.2021 14:00 - 11.08.2021 15:00;2961;1038
11.08.2021 15:00 - 11.08.2021 16:00;2774;1380
11.08.2021 16:00 - 11.08.2021 17:00;2842;1271
11.08.2021 17:00 - 11.08.2021 18:00;2797;831
11.08.2021 18:00 - 11.08.2021 19:00;1157;27
11.08.2021 19:00 - 11.08.2021 20:00;2254;0
11.08.2021 20:00 - 11.08.2021 21:00;2189;0
11.08.2021 21:00 - 11.08.2021 22:00;2134;0
11.08.2021 22:00 - 11.08.2021 23:00;2124;0
11.08.2021 23:00 - 12.08.2021 00:00;2649;374
12.08.2021 00:00 - 12.08.2021 01:00;2976;0
12.08.2021 01:00 - 12.08.2021 02:00;3007;431
12.08.2021 02:00 - 12.08.2021 03:00;2751;570
12.08.2021 03:00 - 12.08.2021 04:00;2831;742
12.08.2021 04:00 - 12.08.2021 05:00;2674;868
12.08.2021 05:00 - 12.08.2021 06:00;2666;613
12.08.2021 06:00 - 12.08.2021 07:00;3263;0
12.08.2021 07:00 - 12.08.2021 08:00;3587;0
12.08.2021 08:00 - 12.08.2021 09:00;3684;0
12.08.2021 09:00 - 12.08.2021 10:00;2935;0
12.08.2021 10:00 - 12.08.2021 11:00;2248;918
12.08.2021 11:00 - 12.08.2021 12:00;2193;1221
12.08.2021 12:00 - 12.08.2021 13:00;2148;1631
12.08.2021 13:00 - 12.08.2021 14:00;1826;1245
12.08.2021 14:00 - 12.08.2021 15:00;1968;1261
12.08.2021 15:00 - 12.08.2021 16:00;2222;2025
12.08.2021 16:00 - 12.08.2021 17:00;3128;1997
12.08.2021 17:00 - 12.08.2021 18:00;2380;1551
12.08.2021 18:00 - 12.08.2021 19:00;535;0
12.08.2021 19:00 - 12.08.2021 20:00;1909;1184
12.08.2021 20:00 - 12.08.2021 21:00;1951;780
12.08.2021 21:00 - 12.08.2021 22:00;2121;0
12.08.2021 22:00 - 12.08.2021 23:00;3078;0
12.08.2021 23:00 - 13.08.2021 00:00;3034;1102
13.08.2021 00:00 - 13.08.2021 01:00;2968;753
13.08.2021 01:00 - 13.08.2021 02:00;2529;1024
13.08.2021 02:00 - 13.08.2021 03:00;2470;1436
13.08.2021 03:00 - 13.08.2021 04:00;2398;1455
13.08.2021 04:00 - 13.08.2021 05:00;2625;1338
13.08.2021 05:00 - 13.08.2021 06:00;2653;1270
13.08.2021 06:00 - 13.08.2021 07:00;2876;885
13.08.2021 07:00 - 13.08.2021 08:00;2810;368
13.08.2021 08:00 - 13.08.2021 09:00;2860;0
13.08.2021 09:00 - 13.08.2021 10:00;2961;109
13.08.2021 10:00 - 13.08.2021 11:00;3157;767
13.08.2021 11:00 - 13.08.2021 12:00;3332;1388
13.08.2021 12:00 - 13.08.2021 13:00;3169;1265
13.08.2021 13:00 - 13.08.2021 14:00;3124;1186
13.08.2021 14:00 - 13.08.2021 15:00;3001;1002
13.08.2021 15:00 - 13.08.2021 16:00;2729;1411
13.08.2021 16:00 - 13.08.2021 17:00;2641;1680
13.08.2021 17:00 - 13.08.2021 18:00;2894;1513
13.08.2021 18:00 - 13.08.2021 19:00;2960;1313
13.08.2021 19:00 - 13.08.2021 20:00;2815;1431
13.08.2021 20:00 - 13.08.2021 21:00;3149;578
13.08.2021 21:00 - 13.08.2021 22:00;3552;0
13.08.2021 22:00 - 13.08.2021 23:00;3382;0
13.08.2021 23:00 - 14.08.2021 00:00;2889;0
14.08.2021 00:00 - 14.08.2021 01:00;3205;0
14.08.2021 01:00 - 14.08.2021 02:00;2780;312
14.08.2021 02:00 - 14.08.2021 03:00;2515;804
14.08.2021 03:00 - 14.08.2021 04:00;2507;1323
14.08.2021 04:00 - 14.08.2021 05:00;2190;1841
14.08.2021 05:00 - 14.08.2021 06:00;2229;1428
14.08.2021 06:00 - 14.08.2021 07:00;2490;1505
14.08.2021 07:00 - 14.08.2021 08:00;2575;1167
14.08.2021 08:00 - 14.08.2021 09:00;2456;828
14.08.2021 09:00 - 14.08.2021 10:00;2732;1066
14.08.2021 10:00 - 14.08.2021 11:00;2721;1532
14.08.2021 11:00 - 14.08.2021 12:00;2644;2182
14.08.2021 12:00 - 14.08.2021 13:00;2583;2598
14.08.2021 13:00 - 14.08.2021 14:00;2663;2850
14.08.2021 14:00 - 14.08.2021 15:00;2589;2710
14.08.2021 15:00 - 14.08.2021 16:00;2650;2170
14.08.2021 16:00 - 14.08.2021 17:00;2259;1959
14.08.2021 17:00 - 14.08.2021 18:00;3195;2174
14.08.2021 18:00 - 14.08.2021 19:00;3141;2835
14.08.2021 19:00 - 14.08.2021 20:00;3234;2200
14.08.2021 20:00 - 14.08.2021 21:00;3108;1481
14.08.2021 21:00 - 14.08.2021 22:00;3358;0
14.08.2021 22:00 - 14.08.2021 23:00;2914;0
14.08.2021 23:00 - 15.08.2021 00:00;2794;526
15.08.2021 00:00 - 15.08.2021 01:00;2463;894
15.08.2021 01:00 - 15.08.2021 02:00;2246;622
15.08.2021 02:00 - 15.08.2021 03:00;2458;1082
15.08.2021 03:00 - 15.08.2021 04:00;2400;1414
15.08.2021 04:00 - 15.08.2021 05:00;2172;1477
15.08.2021 05:00 - 15.08.2021 06:00;2201;1428
15.08.2021 06:00 - 15.08.2021 07:00;2503;1458
15.08.2021 07:00 - 15.08.2021 08:00;2496;1646
15.08.2021 08:00 - 15.08.2021 09:00;2831;1738
15.08.2021 09:00 - 15.08.2021 10:00;2703;1973
15.08.2021 10:00 - 15.08.2021 11:00;2785;2201
15.08.2021 11:00 - 15.08.2021 12:00;2822;2510
15.08.2021 12:00 - 15.08.2021 13:00;2881;2870
15.08.2021 13:00 - 15.08.2021 14:00;2735;2797
15.08.2021 14:00 - 15.08.2021 15:00;2637;2479
15.08.2021 15:00 - 15.08.2021 16:00;2783;2312
15.08.2021 16:00 - 15.08.2021 17:00;2827;1664
15.08.2021 17:00 - 15.08.2021 18:00;2834;2082
15.08.2021 18:00 - 15.08.2021 19:00;2971;3637
15.08.2021 19:00 - 15.08.2021 20:00;2846;3754
15.08.2021 20:00 - 15.08.2021 21:00;2836;3262
15.08.2021 21:00 - 15.08.2021 22:00;2826;1320
15.08.2021 22:00 - 15.08.2021 23:00;2878;1217
15.08.2021 23:00 - 16.08.2021 00:00;2727;1897
16.08.2021 00:00 - 16.08.2021 01:00;2231;2031
16.08.2021 01:00 - 16.08.2021 02:00;2266;1894
16.08.2021 02:00 - 16.08.2021 03:00;2303;1878
16.08.2021 03:00 - 16.08.2021 04:00;1781;2372
16.08.2021 04:00 - 16.08.2021 05:00;2163;2142
16.08.2021 05:00 - 16.08.2021 06:00;2230;1961
16.08.2021 06:00 - 16.08.2021 07:00;2163;1156
16.08.2021 07:00 - 16.08.2021 08:00;2443;1581
16.08.2021 08:00 - 16.08.2021 09:00;2488;1997
16.08.2021 09:00 - 16.08.2021 10:00;2284;2164
16.08.2021 10:00 - 16.08.2021 11:00;2436;3016
16.08.2021 11:00 - 16.08.2021 12:00;2376;3660
16.08.2021 12:00 - 16.08.2021 13:00;2622;3354
16.08.2021 13:00 - 16.08.2021 14:00;2630;3217
16.08.2021 14:00 - 16.08.2021 15:00;2216;3135
16.08.2021 15:00 - 16.08.2021 16:00;2311;3408
16.08.2021 16:00 - 16.08.2021 17:00;2175;3539
16.08.2021 17:00 - 16.08.2021 18:00;2174;3446
16.08.2021 18:00 - 16.08.2021 19:00;2330;3434
16.08.2021 19:00 - 16.08.2021 20:00;2379;4013
16.08.2021 20:00 - 16.08.2021 21:00;2485;3244
16.08.2021 21:00 - 16.08.2021 22:00;2549;2730
16.08.2021 22:00 - 16.08.2021 23:00;2675;2924
16.08.2021 23:00 - 17.08.2021 00:00;2726;3347
17.08.2021 00:00 - 17.08.2021 01:00;1900;2301
17.08.2021 01:00 - 17.08.2021 02:00;1884;2090
17.08.2021 02:00 - 17.08.2021 03:00;1788;2060
17.08.2021 03:00 - 17.08.2021 04:00;1825;2332
17.08.2021 04:00 - 17.08.2021 05:00;1927;2230
17.08.2021 05:00 - 17.08.2021 06:00;1829;2182
17.08.2021 06:00 - 17.08.2021 07:00;1958;1722
17.08.2021 07:00 - 17.08.2021 08:00;2272;1275
17.08.2021 08:00 - 17.08.2021 09:00;2211;1516
17.08.2021 09:00 - 17.08.2021 10:00;1922;2452
17.08.2021 10:00 - 17.08.2021 11:00;2222;3109
17.08.2021 11:00 - 17.08.2021 12:00;2213;3234
17.08.2021 12:00 - 17.08.2021 13:00;2255;3816
17.08.2021 13:00 - 17.08.2021 14:00;2241;3336
17.08.2021 14:00 - 17.08.2021 15:00;2145;3330
17.08.2021 15:00 - 17.08.2021 16:00;2166;3585
17.08.2021 16:00 - 17.08.2021 17:00;2322;3810
17.08.2021 17:00 - 17.08.2021 18:00;2176;3721
17.08.2021 18:00 - 17.08.2021 19:00;2189;3812
17.08.2021 19:00 - 17.08.2021 20:00;2112;4171
17.08.2021 20:00 - 17.08.2021 21:00;2186;3274
17.08.2021 21:00 - 17.08.2021 22:00;2183;2538
17.08.2021 22:00 - 17.08.2021 23:00;2111;3217
17.08.2021 23:00 - 18.08.2021 00:00;2111;3263
18.08.2021 00:00 - 18.08.2021 01:00;2189;2563
18.08.2021 01:00 - 18.08.2021 02:00;1998;2570
18.08.2021 02:00 - 18.08.2021 03:00;1906;2554
18.08.2021 03:00 - 18.08.2021 04:00;2137;2558
18.08.2021 04:00 - 18.08.2021 05:00;1957;2521
18.08.2021 05:00 - 18.08.2021 06:00;1878;2523
18.08.2021 06:00 - 18.08.2021 07:00;1959;2272
18.08.2021 07:00 - 18.08.2021 08:00;2102;2086
18.08.2021 08:00 - 18.08.2021 09:00;2017;2194
18.08.2021 09:00 - 18.08.2021 10:00;1853;2709
18.08.2021 10:00 - 18.08.2021 11:00;2218;3235
18.08.2021 11:00 - 18.08.2021 12:00;2244;3325
18.08.2021 12:00 - 18.08.2021 13:00;2265;3188
18.08.2021 13:00 - 18.08.2021 14:00;2205;2904
18.08.2021 14:00 - 18.08.2021 15:00;2808;2538
18.08.2021 15:00 - 18.08.2021 16:00;2708;3873
18.08.2021 16:00 - 18.08.2021 17:00;2756;4277
18.08.2021 17:00 - 18.08.2021 18:00;2755;4176
18.08.2021 18:00 - 18.08.2021 19:00;2708;3907
18.08.2021 19:00 - 18.08.2021 20:00;2904;4329
18.08.2021 20:00 - 18.08.2021 21:00;2790;3419
18.08.2021 21:00 - 18.08.2021 22:00;2911;1083
18.08.2021 22:00 - 18.08.2021 23:00;2880;1495
18.08.2021 23:00 - 19.08.2021 00:00;2774;2445
19.08.2021 00:00 - 19.08.2021 01:00;2493;2472
19.08.2021 01:00 - 19.08.2021 02:00;2077;2306
19.08.2021 02:00 - 19.08.2021 03:00;2405;2143
19.08.2021 03:00 - 19.08.2021 04:00;2497;2031
19.08.2021 04:00 - 19.08.2021 05:00;2340;1869
19.08.2021 05:00 - 19.08.2021 06:00;2330;1615
19.08.2021 06:00 - 19.08.2021 07:00;2382;1325
19.08.2021 07:00 - 19.08.2021 08:00;2615;619
19.08.2021 08:00 - 19.08.2021 09:00;2620;271
19.08.2021 09:00 - 19.08.2021 10:00;2559;532
19.08.2021 10:00 - 19.08.2021 11:00;2998;1857
19.08.2021 11:00 - 19.08.2021 12:00;2981;2003
19.08.2021 12:00 - 19.08.2021 13:00;2766;2083
19.08.2021 13:00 - 19.08.2021 14:00;2800;1185
19.08.2021 14:00 - 19.08.2021 15:00;2788;1392
19.08.2021 15:00 - 19.08.2021 16:00;2945;2101
19.08.2021 16:00 - 19.08.2021 17:00;2544;2145
19.08.2021 17:00 - 19.08.2021 18:00;2774;2021
19.08.2021 18:00 - 19.08.2021 19:00;2786;2694
19.08.2021 19:00 - 19.08.2021 20:00;603;764
19.08.2021 20:00 - 19.08.2021 21:00;2818;0
19.08.2021 21:00 - 19.08.2021 22:00;3550;0
19.08.2021 22:00 - 19.08.2021 23:00;3183;0
19.08.2021 23:00 - 20.08.2021 00:00;2902;762
20.08.2021 00:00 - 20.08.2021 01:00;2665;42
20.08.2021 01:00 - 20.08.2021 02:00;2550;303
20.08.2021 02:00 - 20.08.2021 03:00;2496;576
20.08.2021 03:00 - 20.08.2021 04:00;2452;790
20.08.2021 04:00 - 20.08.2021 05:00;2457;1034
20.08.2021 05:00 - 20.08.2021 06:00;2466;886
20.08.2021 06:00 - 20.08.2021 07:00;2952;0
20.08.2021 07:00 - 20.08.2021 08:00;3228;0
20.08.2021 08:00 - 20.08.2021 09:00;3150;0
20.08.2021 09:00 - 20.08.2021 10:00;2566;117
20.08.2021 10:00 - 20.08.2021 11:00;2604;993
20.08.2021 11:00 - 20.08.2021 12:00;2810;1889
20.08.2021 12:00 - 20.08.2021 13:00;2787;1799
20.08.2021 13:00 - 20.08.2021 14:00;2677;1793
20.08.2021 14:00 - 20.08.2021 15:00;2668;1859
20.08.2021 15:00 - 20.08.2021 16:00;2505;2024
20.08.2021 16:00 - 20.08.2021 17:00;2329;1877
20.08.2021 17:00 - 20.08.2021 18:00;2460;2546
20.08.2021 18:00 - 20.08.2021 19:00;1512;2207
20.08.2021 19:00 - 20.08.2021 20:00;207;1086
20.08.2021 20:00 - 20.08.2021 21:00;2096;0
20.08.2021 21:00 - 20.08.2021 22:00;3277;0
20.08.2021 22:00 - 20.08.2021 23:00;2909;328
20.08.2021 23:00 - 21.08.2021 00:00;2710;383
21.08.2021 00:00 - 21.08.2021 01:00;2557;283
21.08.2021 01:00 - 21.08.2021 02:00;2328;818
21.08.2021 02:00 - 21.08.2021 03:00;2406;818
21.08.2021 03:00 - 21.08.2021 04:00;2473;816
21.08.2021 04:00 - 21.08.2021 05:00;2412;946
21.08.2021 05:00 - 21.08.2021 06:00;2400;761
21.08.2021 06:00 - 21.08.2021 07:00;2390;479
21.08.2021 07:00 - 21.08.2021 08:00;2470;477
21.08.2021 08:00 - 21.08.2021 09:00;2701;1133
21.08.2021 09:00 - 21.08.2021 10:00;2624;1467
21.08.2021 10:00 - 21.08.2021 11:00;2707;1766
21.08.2021 11:00 - 21.08.2021 12:00;2773;2149
21.08.2021 12:00 - 21.08.2021 13:00;2845;2454
21.08.2021 13:00 - 21.08.2021 14:00;2887;2095
21.08.2021 14:00 - 21.08.2021 15:00;2877;1905
21.08.2021 15:00 - 21.08.2021 16:00;2670;1885
21.08.2021 16:00 - 21.08.2021 17:00;2713;1668
21.08.2021 17:00 - 21.08.2021 18:00;1541;1506
21.08.2021 18:00 - 21.08.2021 19:00;1341;1490
21.08.2021 19:00 - 21.08.2021 20:00;2265;1091
21.08.2021 20:00 - 21.08.2021 21:00;2788;441
21.08.2021 21:00 - 21.08.2021 22:00;3292;0
21.08.2021 22:00 - 21.08.2021 23:00;3006;886
21.08.2021 23:00 - 22.08.2021 00:00;2786;1589
22.08.2021 00:00 - 22.08.2021 01:00;2855;1342
22.08.2021 01:00 - 22.08.2021 02:00;2515;1827
22.08.2021 02:00 - 22.08.2021 03:00;2365;1878
22.08.2021 03:00 - 22.08.2021 04:00;2280;1889
22.08.2021 04:00 - 22.08.2021 05:00;2210;1820
22.08.2021 05:00 - 22.08.2021 06:00;2195;1729
22.08.2021 06:00 - 22.08.2021 07:00;2219;1720
22.08.2021 07:00 - 22.08.2021 08:00;2214;2734
22.08.2021 08:00 - 22.08.2021 09:00;2295;2934
22.08.2021 09:00 - 22.08.2021 10:00;1946;2957
22.08.2021 10:00 - 22.08.2021 11:00;2400;2756
22.08.2021 11:00 - 22.08.2021 12:00;2438;3076
22.08.2021 12:00 - 22.08.2021 13:00;2118;3322
22.08.2021 13:00 - 22.08.2021 14:00;2218;2822
22.08.2021 14:00 - 22.08.2021 15:00;2310;2613
22.08.2021 15:00 - 22.08.2021 16:00;2568;2549
22.08.2021 16:00 - 22.08.2021 17:00;2382;2379
22.08.2021 17:00 - 22.08.2021 18:00;2348;2530
22.08.2021 18:00 - 22.08.2021 19:00;2302;3654
22.08.2021 19:00 - 22.08.2021 20:00;2651;4290
22.08.2021 20:00 - 22.08.2021 21:00;2479;3013
22.08.2021 21:00 - 22.08.2021 22:00;2735;3000
22.08.2021 22:00 - 22.08.2021 23:00;2688;3102
22.08.2021 23:00 - 23.08.2021 00:00;2791;3140
23.08.2021 00:00 - 23.08.2021 01:00;2771;2661
23.08.2021 01:00 - 23.08.2021 02:00;2557;2640
23.08.2021 02:00 - 23.08.2021 03:00;2620;2288
23.08.2021 03:00 - 23.08.2021 04:00;2440;2424
23.08.2021 04:00 - 23.08.2021 05:00;2439;2203
23.08.2021 05:00 - 23.08.2021 06:00;2316;1772
23.08.2021 06:00 - 23.08.2021 07:00;2257;1486
23.08.2021 07:00 - 23.08.2021 08:00;1509;643
23.08.2021 08:00 - 23.08.2021 09:00;1979;2215
23.08.2021 09:00 - 23.08.2021 10:00;1683;1833
23.08.2021 10:00 - 23.08.2021 11:00;1302;1397
23.08.2021 11:00 - 23.08.2021 12:00;618;1803
23.08.2021 12:00 - 23.08.2021 13:00;1598;2172
23.08.2021 13:00 - 23.08.2021 14:00;2927;3037
23.08.2021 14:00 - 23.08.2021 15:00;2843;3000
23.08.2021 15:00 - 23.08.2021 16:00;2744;3079
23.08.2021 16:00 - 23.08.2021 17:00;2731;3097
23.08.2021 17:00 - 23.08.2021 18:00;2392;2812
23.08.2021 18:00 - 23.08.2021 19:00;1529;2815
23.08.2021 19:00 - 23.08.2021 20:00;781;3487
23.08.2021 20:00 - 23.08.2021 21:00;2333;2689
23.08.2021 21:00 - 23.08.2021 22:00;2820;2437
23.08.2021 22:00 - 23.08.2021 23:00;2532;2508
23.08.2021 23:00 - 24.08.2021 00:00;2583;3252
24.08.2021 00:00 - 24.08.2021 01:00;2415;2629
24.08.2021 01:00 - 24.08.2021 02:00;2262;2326
24.08.2021 02:00 - 24.08.2021 03:00;2343;2245
24.08.2021 03:00 - 24.08.2021 04:00;2255;2153
24.08.2021 04:00 - 24.08.2021 05:00;2327;2136
24.08.2021 05:00 - 24.08.2021 06:00;2482;1963
24.08.2021 06:00 - 24.08.2021 07:00;2348;1153
24.08.2021 07:00 - 24.08.2021 08:00;2132;352
24.08.2021 08:00 - 24.08.2021 09:00;1704;0
24.08.2021 09:00 - 24.08.2021 10:00;1979;894
24.08.2021 10:00 - 24.08.2021 11:00;1741;1342
24.08.2021 11:00 - 24.08.2021 12:00;1808;1679
24.08.2021 12:00 - 24.08.2021 13:00;2927;2255
24.08.2021 13:00 - 24.08.2021 14:00;2856;2470
24.08.2021 14:00 - 24.08.2021 15:00;2413;2207
24.08.2021 15:00 - 24.08.2021 16:00;2506;2665
24.08.2021 16:00 - 24.08.2021 17:00;2509;3005
24.08.2021 17:00 - 24.08.2021 18:00;2565;3183
24.08.2021 18:00 - 24.08.2021 19:00;2593;3711
24.08.2021 19:00 - 24.08.2021 20:00;2407;2907
24.08.2021 20:00 - 24.08.2021 21:00;2447;1914
24.08.2021 21:00 - 24.08.2021 22:00;2511;1041
24.08.2021 22:00 - 24.08.2021 23:00;2560;1811
24.08.2021 23:00 - 25.08.2021 00:00;2539;2646
25.08.2021 00:00 - 25.08.2021 01:00;2428;2112
25.08.2021 01:00 - 25.08.2021 02:00;2344;2033
25.08.2021 02:00 - 25.08.2021 03:00;2417;1975
25.08.2021 03:00 - 25.08.2021 04:00;2393;1932
25.08.2021 04:00 - 25.08.2021 05:00;2484;1782
25.08.2021 05:00 - 25.08.2021 06:00;2552;1239
25.08.2021 06:00 - 25.08.2021 07:00;2544;991
25.08.2021 07:00 - 25.08.2021 08:00;2672;788
25.08.2021 08:00 - 25.08.2021 09:00;2748;363
25.08.2021 09:00 - 25.08.2021 10:00;2750;519
25.08.2021 10:00 - 25.08.2021 11:00;2802;1075
25.08.2021 11:00 - 25.08.2021 12:00;2817;1441
25.08.2021 12:00 - 25.08.2021 13:00;2516;1302
25.08.2021 13:00 - 25.08.2021 14:00;2463;1444
25.08.2021 14:00 - 25.08.2021 15:00;2176;1208
25.08.2021 15:00 - 25.08.2021 16:00;2090;1437
25.08.2021 16:00 - 25.08.2021 17:00;2289;3360
25.08.2021 17:00 - 25.08.2021 18:00;2375;3581
25.08.2021 18:00 - 25.08.2021 19:00;2436;3426
25.08.2021 19:00 - 25.08.2021 20:00;2541;3083
25.08.2021 20:00 - 25.08.2021 21:00;2449;1865
25.08.2021 21:00 - 25.08.2021 22:00;2577;1580
25.08.2021 22:00 - 25.08.2021 23:00;2537;1077
25.08.2021 23:00 - 26.08.2021 00:00;2569;1618
26.08.2021 00:00 - 26.08.2021 01:00;2658;0
26.08.2021 01:00 - 26.08.2021 02:00;2174;152
26.08.2021 02:00 - 26.08.2021 03:00;2075;414
26.08.2021 03:00 - 26.08.2021 04:00;2146;483
26.08.2021 04:00 - 26.08.2021 05:00;2317;602
26.08.2021 05:00 - 26.08.2021 06:00;2334;461
26.08.2021 06:00 - 26.08.2021 07:00;2730;0
26.08.2021 07:00 - 26.08.2021 08:00;2864;0
26.08.2021 08:00 - 26.08.2021 09:00;1825;1009
26.08.2021 09:00 - 26.08.2021 10:00;1666;1129
26.08.2021 10:00 - 26.08.2021 11:00;1060;1340
26.08.2021 11:00 - 26.08.2021 12:00;2212;1881
26.08.2021 12:00 - 26.08.2021 13:00;2236;1469
26.08.2021 13:00 - 26.08.2021 14:00;2223;964
26.08.2021 14:00 - 26.08.2021 15:00;2079;858
26.08.2021 15:00 - 26.08.2021 16:00;2150;2318
26.08.2021 16:00 - 26.08.2021 17:00;2112;2803
26.08.2021 17:00 - 26.08.2021 18:00;2170;3054
26.08.2021 18:00 - 26.08.2021 19:00;2570;2896
26.08.2021 19:00 - 26.08.2021 20:00;2625;2063
26.08.2021 20:00 - 26.08.2021 21:00;2813;528
