Time (CET);Demand;Imports;Exports;Price;Hydro;Nuclear;Other renewable;Solar;Wind
23.06.2021 18:00 - 23.06.2021 19:00;28726;0;800;93.22;2786;4322;109;8096;5944
23.06.2021 19:00 - 23.06.2021 20:00;28386;0;1059;92.32;3290;4484;106;6349;6479
23.06.2021 20:00 - 23.06.2021 21:00;28099;269;1097;92.17;4174;4556;112;3532;7073
23.06.2021 21:00 - 23.06.2021 22:00;28041;1371;714;92.17;4383;4702;114;1306;7270
23.06.2021 22:00 - 23.06.2021 23:00;27531;288;0;93.35;4360;4888;111;684;7503
23.06.2021 23:00 - 24.06.2021 00:00;25651;1956;794;86.34;2761;4923;109;616;7551
24.06.2021 00:00 - 24.06.2021 01:00;25194;2787;549;83;2414;4977;105;617;7517
24.06.2021 01:00 - 24.06.2021 02:00;24118;1837;422;79.29;2591;5032;103;616;7082
24.06.2021 02:00 - 24.06.2021 03:00;23085;1027;93;76.19;2534;5054;103;616;6823
24.06.2021 03:00 - 24.06.2021 04:00;22520;1505;0;71.51;2155;4863;101;617;6816
24.06.2021 04:00 - 24.06.2021 05:00;22173;1396;0;68.93;1952;4745;102;611;7140
24.06.2021 05:00 - 24.06.2021 06:00;22437;1280;0;73.38;2017;4696;105;565;7423
24.06.2021 06:00 - 24.06.2021 07:00;23547;1207;0;81.5;2356;4645;106;538;7405
24.06.2021 07:00 - 24.06.2021 08:00;25048;1836;0;92.79;3684;4642;108;1062;6999
24.06.2021 08:00 - 24.06.2021 09:00;26129;1143;0;92.45;3863;4719;106;3662;6086
24.06.2021 09:00 - 24.06.2021 10:00;27285;0;153;89.7;3355;4779;108;7378;5972
24.06.2021 10:00 - 24.06.2021 11:00;28041;0;462;87.35;3974;4837;111;9498;5586
24.06.2021 11:00 - 24.06.2021 12:00;28475;0;804;88.55;3517;4857;110;10383;4886
24.06.2021 12:00 - 24.06.2021 13:00;28999;0;906;90.16;3306;4853;108;10768;4450
24.06.2021 13:00 - 24.06.2021 14:00;29407;0;1395;87.34;3368;4857;109;10945;4080
24.06.2021 14:00 - 24.06.2021 15:00;29322;563;1399;84.64;3113;4858;111;10898;3731
24.06.2021 15:00 - 24.06.2021 16:00;28423;614;1669;82.51;2791;4856;114;10703;3610
24.06.2021 16:00 - 24.06.2021 17:00;28034;382;1700;84;2975;4841;112;10351;3632
24.06.2021 17:00 - 24.06.2021 18:00;27872;0;1419;90.26;3731;4819;111;9717;3739
24.06.2021 18:00 - 24.06.2021 19:00;27603;0;898;90.58;4319;4821;110;8634;4272
24.06.2021 19:00 - 24.06.2021 20:00;27708;0;81;93;5008;4961;114;6895;4807
24.06.2021 20:00 - 24.06.2021 21:00;27577;185;0;93.35;5510;5272;116;3845;5299
24.06.2021 21:00 - 24.06.2021 22:00;27734;737;176;93.92;6513;5459;117;1306;5721
24.06.2021 22:00 - 24.06.2021 23:00;27933;636;0;94.32;6390;5488;115;674;6526
24.06.2021 23:00 - 25.06.2021 00:00;26294;1661;901;88.91;4139;5517;112;632;7052
25.06.2021 00:00 - 25.06.2021 01:00;25573;2883;902;87.2;2886;5601;107;632;7405
25.06.2021 01:00 - 25.06.2021 02:00;24099;2902;1445;80;2233;5644;104;633;7416
25.06.2021 02:00 - 25.06.2021 03:00;23178;2866;1432;76.99;1785;5677;102;604;7259
25.06.2021 03:00 - 25.06.2021 04:00;22671;2763;1312;75.44;1784;5707;101;628;6974
25.06.2021 04:00 - 25.06.2021 05:00;22556;2772;1307;75.77;1775;5780;102;630;6569
25.06.2021 05:00 - 25.06.2021 06:00;22801;2807;1067;78.3;1881;5831;104;625;6061
25.06.2021 06:00 - 25.06.2021 07:00;24436;2907;331;86.9;2630;5843;105;578;5324
25.06.2021 07:00 - 25.06.2021 08:00;26172;1446;0;94.89;4813;5871;108;1048;4518
25.06.2021 08:00 - 25.06.2021 09:00;27776;1401;0;98.35;5657;5921;109;3615;3696
25.06.2021 09:00 - 25.06.2021 10:00;29067;280;0;95.02;4513;5966;107;7256;3315
25.06.2021 10:00 - 25.06.2021 11:00;29615;489;1380;91.45;3640;6011;110;9310;3205
25.06.2021 11:00 - 25.06.2021 12:00;30168;924;1731;89.06;3330;6049;112;10172;3161
25.06.2021 12:00 - 25.06.2021 13:00;30720;2447;2334;86.45;2668;6093;113;10673;3181
25.06.2021 13:00 - 25.06.2021 14:00;31167;2835;2673;81.2;2392;6139;111;10907;3289
25.06.2021 14:00 - 25.06.2021 15:00;31007;2752;2758;79.26;2289;6195;111;10922;3321
25.06.2021 15:00 - 25.06.2021 16:00;29974;2648;2896;78.96;2088;6251;113;10680;3385
25.06.2021 16:00 - 25.06.2021 17:00;29620;1990;2692;79.83;2336;6302;114;10271;3558
25.06.2021 17:00 - 25.06.2021 18:00;29474;1324;2404;85.83;2382;6326;114;9540;3809
25.06.2021 18:00 - 25.06.2021 19:00;29062;0;1806;87.42;3490;6356;117;8411;3957
25.06.2021 19:00 - 25.06.2021 20:00;29074;0;1412;93.35;5017;6381;114;6405;4176
25.06.2021 20:00 - 25.06.2021 21:00;28893;272;0;95.02;6033;6423;115;3455;4382
25.06.2021 21:00 - 25.06.2021 22:00;28658;766;0;95.82;6742;6465;116;1127;4660
25.06.2021 22:00 - 25.06.2021 23:00;28259;396;0;95.45;6498;6503;118;661;5447
25.06.2021 23:00 - 26.06.2021 00:00;26490;1745;702;89.71;3941;6547;114;616;5829
26.06.2021 00:00 - 26.06.2021 01:00;25803;2832;763;91.01;3663;6603;109;596;5570
26.06.2021 01:00 - 26.06.2021 02:00;24500;2649;1268;89.73;3791;6643;108;596;5081
26.06.2021 02:00 - 26.06.2021 03:00;23289;2445;1093;91.03;3521;6656;106;596;4689
26.06.2021 03:00 - 26.06.2021 04:00;22494;2389;1045;91.45;3354;6664;103;595;4383
26.06.2021 04:00 - 26.06.2021 05:00;22141;2346;1003;93;3477;6667;104;595;3795
26.06.2021 05:00 - 26.06.2021 06:00;22061;2329;858;93.35;3656;6665;104;590;3213
26.06.2021 06:00 - 26.06.2021 07:00;22102;2173;766;93.35;3890;6663;105;486;3134
26.06.2021 07:00 - 26.06.2021 08:00;22499;2037;839;91.45;3403;6661;106;784;3073
26.06.2021 08:00 - 26.06.2021 09:00;24065;2113;1051;90.15;3434;6663;106;3168;2713
26.06.2021 09:00 - 26.06.2021 10:00;25998;2004;1493;87.64;3163;6663;105;6881;2375
26.06.2021 10:00 - 26.06.2021 11:00;27395;1897;1653;87.35;2822;6659;107;9160;2461
26.06.2021 11:00 - 26.06.2021 12:00;28020;2063;2318;86.45;2503;6657;110;10131;2822
26.06.2021 12:00 - 26.06.2021 13:00;28456;1935;2746;76.6;2415;6663;113;10635;3778
26.06.2021 13:00 - 26.06.2021 14:00;28755;1972;3064;68.97;2401;6686;110;10766;5262
26.06.2021 14:00 - 26.06.2021 15:00;28417;1995;3122;65.74;3130;6715;110;10290;6422
26.06.2021 15:00 - 26.06.2021 16:00;27362;1615;3376;64.87;3731;6747;109;9869;7326
26.06.2021 16:00 - 26.06.2021 17:00;26715;999;3308;65.34;3725;6779;106;9335;7896
26.06.2021 17:00 - 26.06.2021 18:00;26482;0;2266;69.21;3449;6813;107;8855;8214
26.06.2021 18:00 - 26.06.2021 19:00;26508;0;2491;75.08;2996;6841;106;7622;8232
26.06.2021 19:00 - 26.06.2021 20:00;26460;0;2019;85.3;2637;6870;107;5809;7980
26.06.2021 20:00 - 26.06.2021 21:00;26720;1124;1489;88.55;3760;6906;106;3155;7494
26.06.2021 21:00 - 26.06.2021 22:00;27241;2514;992;91.66;4397;6929;107;1205;6934
26.06.2021 22:00 - 26.06.2021 23:00;27191;2492;994;91.03;5049;6937;101;742;6568
26.06.2021 23:00 - 27.06.2021 00:00;25581;2437;1568;87.5;4340;6940;97;716;6216
27.06.2021 00:00 - 27.06.2021 01:00;24197;2449;1722;87.64;3223;6937;95;720;5877
27.06.2021 01:00 - 27.06.2021 02:00;22810;2183;1862;86.9;2959;6939;100;723;5157
27.06.2021 02:00 - 27.06.2021 03:00;21714;2082;1722;82.6;2359;6936;98;726;4709
27.06.2021 03:00 - 27.06.2021 04:00;21067;1959;1384;84.45;2323;6937;99;725;4441
27.06.2021 04:00 - 27.06.2021 05:00;20603;1952;1528;84.45;2490;6940;99;698;4371
27.06.2021 05:00 - 27.06.2021 06:00;20350;2183;1551;81.2;3174;6940;98;631;3997
27.06.2021 06:00 - 27.06.2021 07:00;20318;1939;1646;80;2892;6939;96;457;4015
27.06.2021 07:00 - 27.06.2021 08:00;20279;2039;1691;75.25;2258;6938;98;805;3880
27.06.2021 08:00 - 27.06.2021 09:00;21393;2246;1580;67.99;2947;6945;100;3084;3222
27.06.2021 09:00 - 27.06.2021 10:00;22960;1877;2374;66.25;3242;6948;99;6477;2920
27.06.2021 10:00 - 27.06.2021 11:00;24429;2151;2849;65.08;3638;6946;101;8934;3131
27.06.2021 11:00 - 27.06.2021 12:00;25308;2294;3054;61.99;3761;6953;102;10171;4153
27.06.2021 12:00 - 27.06.2021 13:00;25760;2238;3715;52.91;4007;6956;103;10743;5365
27.06.2021 13:00 - 27.06.2021 14:00;26228;2422;3334;50.74;4558;6952;101;10773;6266
27.06.2021 14:00 - 27.06.2021 15:00;26301;2119;3056;21.73;4791;6950;98;10805;6520
27.06.2021 15:00 - 27.06.2021 16:00;25272;0;2675;12.82;4702;6949;98;10521;7358
27.06.2021 16:00 - 27.06.2021 17:00;24764;0;2500;16.5;4717;6950;99;9996;8265
27.06.2021 17:00 - 27.06.2021 18:00;24469;0;2293;18.77;4742;6955;103;8893;9285
27.06.2021 18:00 - 27.06.2021 19:00;24742;0;2084;38.94;5067;6957;103;7612;10423
27.06.2021 19:00 - 27.06.2021 20:00;24989;0;1745;65;4631;6962;101;5595;11451
27.06.2021 20:00 - 27.06.2021 21:00;25566;0;1600;72;4191;6969;95;3144;11725
27.06.2021 21:00 - 27.06.2021 22:00;26613;0;339;88;4238;6972;94;1162;10918
27.06.2021 22:00 - 27.06.2021 23:00;27273;592;0;92.91;4128;6970;93;731;10161
27.06.2021 23:00 - 28.06.2021 00:00;25665;0;766;86.96;3899;6970;96;705;9258
28.06.2021 00:00 - 28.06.2021 01:00;24143;161;931;81.2;2475;6967;98;699;8136
28.06.2021 01:00 - 28.06.2021 02:00;22837;427;1015;73.38;2244;6966;99;699;7239
28.06.2021 02:00 - 28.06.2021 03:00;21802;1561;1223;70.2;2906;6966;99;698;7010
28.06.2021 03:00 - 28.06.2021 04:00;21317;2048;1239;68.92;3483;6974;97;697;6953
28.06.2021 04:00 - 28.06.2021 05:00;21387;2148;1133;67.99;3396;6988;97;695;6778
28.06.2021 05:00 - 28.06.2021 06:00;21908;1826;748;74;3059;6994;98;552;6354
28.06.2021 06:00 - 28.06.2021 07:00;23962;2079;371;88.61;2805;6995;98;326;5992
28.06.2021 07:00 - 28.06.2021 08:00;26240;1442;0;95.4;3958;6999;106;789;5496
28.06.2021 08:00 - 28.06.2021 09:00;28212;2331;0;98.49;4612;7001;112;3633;4590
28.06.2021 09:00 - 28.06.2021 10:00;29674;938;0;94.24;4012;7001;107;7586;4177
28.06.2021 10:00 - 28.06.2021 11:00;30515;0;110;89.7;3950;6999;105;9534;3931
28.06.2021 11:00 - 28.06.2021 12:00;31099;0;677;86.95;3659;6995;105;10322;3967
28.06.2021 12:00 - 28.06.2021 13:00;31638;597;880;86.74;2834;6990;104;10927;3935
28.06.2021 13:00 - 28.06.2021 14:00;32166;854;604;87.2;2628;6991;106;11124;4140
28.06.2021 14:00 - 28.06.2021 15:00;32045;454;904;86.45;2816;6987;110;11107;4383
28.06.2021 15:00 - 28.06.2021 16:00;31263;0;759;81.2;3119;6982;108;10954;4537
28.06.2021 16:00 - 28.06.2021 17:00;31184;0;835;84.96;3888;6978;106;10517;4642
28.06.2021 17:00 - 28.06.2021 18:00;31134;0;423;90.45;4145;6972;108;9880;4773
28.06.2021 18:00 - 28.06.2021 19:00;30639;0;698;90;4841;6972;110;8802;4842
28.06.2021 19:00 - 28.06.2021 20:00;30188;0;1463;92.11;4900;6973;110;7065;4958
28.06.2021 20:00 - 28.06.2021 21:00;29886;352;151;95.92;5348;6978;112;4083;4771
28.06.2021 21:00 - 28.06.2021 22:00;29670;1673;0;98.98;5585;6981;111;1411;4925
28.06.2021 22:00 - 28.06.2021 23:00;29281;1795;0;97.49;5523;6982;112;836;4713
28.06.2021 23:00 - 29.06.2021 00:00;27335;1787;0;93.86;4468;6987;111;800;4515
29.06.2021 00:00 - 29.06.2021 01:00;26521;2811;177;92.2;2630;6989;100;801;4630
29.06.2021 01:00 - 29.06.2021 02:00;25162;2781;677;91.45;2334;6991;101;799;4426
29.06.2021 02:00 - 29.06.2021 03:00;24245;2706;705;87.12;2033;6995;102;800;4107
29.06.2021 03:00 - 29.06.2021 04:00;23659;2753;675;87.55;1934;6997;101;799;3594
29.06.2021 04:00 - 29.06.2021 05:00;23482;2753;703;87.12;2086;6996;102;798;2984
29.06.2021 05:00 - 29.06.2021 06:00;23901;2753;507;90;2322;7002;102;783;2565
29.06.2021 06:00 - 29.06.2021 07:00;25568;2716;122;93.79;3377;7010;105;583;2418
29.06.2021 07:00 - 29.06.2021 08:00;27509;1997;0;99.45;4509;7011;104;1028;2205
29.06.2021 08:00 - 29.06.2021 09:00;29241;1899;0;103.49;5359;7011;110;3743;1883
29.06.2021 09:00 - 29.06.2021 10:00;30526;1239;0;100.3;4365;7005;112;7489;1716
29.06.2021 10:00 - 29.06.2021 11:00;31408;1055;0;99.14;4045;6996;111;9471;1513
29.06.2021 11:00 - 29.06.2021 12:00;32058;663;0;97.62;3923;6997;109;10381;1274
29.06.2021 12:00 - 29.06.2021 13:00;32444;236;0;95.25;3179;6995;112;10711;1194
29.06.2021 13:00 - 29.06.2021 14:00;32564;1481;608;92.98;2713;6996;112;10897;1149
29.06.2021 14:00 - 29.06.2021 15:00;32328;1827;1169;91.59;2495;6990;109;11037;1276
29.06.2021 15:00 - 29.06.2021 16:00;31497;1048;1168;88.39;2503;6986;110;10980;1539
29.06.2021 16:00 - 29.06.2021 17:00;31232;516;1332;89;2634;6982;111;10592;1940
29.06.2021 17:00 - 29.06.2021 18:00;31164;697;1393;90;2254;6977;112;9972;2581
29.06.2021 18:00 - 29.06.2021 19:00;30770;0;1201;93.27;2564;6976;114;8917;3319
29.06.2021 19:00 - 29.06.2021 20:00;30613;591;1192;95.55;3546;6976;113;7163;4090
29.06.2021 20:00 - 29.06.2021 21:00;30277;206;658;95.66;4084;6982;113;4022;4859
29.06.2021 21:00 - 29.06.2021 22:00;30035;2138;75;95.74;4643;6986;111;1359;5167
29.06.2021 22:00 - 29.06.2021 23:00;29754;1395;0;94.97;5205;6992;111;793;5363
29.06.2021 23:00 - 30.06.2021 00:00;27730;566;223;92.16;4423;6992;111;759;5351
30.06.2021 00:00 - 30.06.2021 01:00;27046;2864;1000;90.27;3082;6992;101;791;4980
30.06.2021 01:00 - 30.06.2021 02:00;25707;2724;1278;89.16;2896;6988;101;800;4296
30.06.2021 02:00 - 30.06.2021 03:00;24503;2669;1038;85.92;2605;6989;103;803;3677
30.06.2021 03:00 - 30.06.2021 04:00;24159;2652;1170;87.12;2723;6991;104;802;3295
30.06.2021 04:00 - 30.06.2021 05:00;23975;2559;979;86.12;2967;6995;104;799;3173
30.06.2021 05:00 - 30.06.2021 06:00;24291;2582;635;92;2936;7000;105;744;3227
30.06.2021 06:00 - 30.06.2021 07:00;26121;2753;194;94.67;3582;7003;107;550;3041
30.06.2021 07:00 - 30.06.2021 08:00;28297;3197;0;97.67;4684;7003;108;906;2764
30.06.2021 08:00 - 30.06.2021 09:00;29842;1506;0;99.93;5505;7002;106;3366;2183
30.06.2021 09:00 - 30.06.2021 10:00;31239;1056;0;99.47;4753;6998;101;6968;1695
30.06.2021 10:00 - 30.06.2021 11:00;32094;457;0;98.86;4539;6993;106;9034;1327
30.06.2021 11:00 - 30.06.2021 12:00;32628;480;0;98.14;4646;6988;107;9965;1123
30.06.2021 12:00 - 30.06.2021 13:00;33274;435;0;98.86;4656;6986;103;10426;1268
30.06.2021 13:00 - 30.06.2021 14:00;33523;109;0;96.08;4319;6983;110;10672;1636
30.06.2021 14:00 - 30.06.2021 15:00;33389;0;36;92.43;5051;6979;110;10798;1860
30.06.2021 15:00 - 30.06.2021 16:00;32553;0;862;87.29;4250;6977;114;10805;2052
30.06.2021 16:00 - 30.06.2021 17:00;32313;9;829;87.36;3922;6973;111;10484;2333
30.06.2021 17:00 - 30.06.2021 18:00;32249;0;503;91.99;4224;6974;111;9849;2718
30.06.2021 18:00 - 30.06.2021 19:00;31748;249;0;95.54;4105;6973;113;8810;3073
30.06.2021 19:00 - 30.06.2021 20:00;31398;848;0;98.89;4565;6974;114;7066;3483
30.06.2021 20:00 - 30.06.2021 21:00;30766;414;0;98.97;5645;6974;114;3877;3693
30.06.2021 21:00 - 30.06.2021 22:00;30541;2543;57;97.02;6229;6973;116;1279;3830
30.06.2021 22:00 - 30.06.2021 23:00;30288;2781;48;96.01;6144;6975;112;729;3982
30.06.2021 23:00 - 01.07.2021 00:00;28246;3250;1079;93.51;4876;6979;106;674;3956
01.07.2021 00:00 - 01.07.2021 01:00;27496;2882;339;93.72;4994;6986;98;673;3892
01.07.2021 01:00 - 01.07.2021 02:00;26000;2854;278;91.99;4202;6988;99;675;3644
01.07.2021 02:00 - 01.07.2021 03:00;24856;2796;467;91.26;3427;6989;100;670;3353
01.07.2021 03:00 - 01.07.2021 04:00;24347;2765;409;91.65;3312;6992;100;669;2986
01.07.2021 04:00 - 01.07.2021 05:00;24245;2822;486;91.99;2956;6993;100;669;2615
01.07.2021 05:00 - 01.07.2021 06:00;24491;2879;531;91.99;3226;6995;98;638;2191
01.07.2021 06:00 - 01.07.2021 07:00;26151;2740;358;92.34;4122;6993;101;419;1888
01.07.2021 07:00 - 01.07.2021 08:00;27991;2225;1575;95.95;5276;6995;102;722;1708
01.07.2021 08:00 - 01.07.2021 09:00;29484;1137;1750;98.19;6290;6997;109;2951;1299
01.07.2021 09:00 - 01.07.2021 10:00;30690;0;1249;96.4;5704;6968;110;6516;920
01.07.2021 10:00 - 01.07.2021 11:00;31637;0;515;94.93;5171;6943;107;8889;715
01.07.2021 11:00 - 01.07.2021 12:00;32344;0;1099;93.25;5322;6934;105;10167;706
01.07.2021 12:00 - 01.07.2021 13:00;33168;301;1181;93;4629;6934;102;10820;997
01.07.2021 13:00 - 01.07.2021 14:00;33640;2209;1848;90.19;3334;6933;110;11140;1339
01.07.2021 14:00 - 01.07.2021 15:00;33707;2386;2083;85.67;3163;6930;114;11162;1494
01.07.2021 15:00 - 01.07.2021 16:00;32945;1564;1976;85;2911;6931;113;11020;1695
01.07.2021 16:00 - 01.07.2021 17:00;32590;865;1819;84.04;3067;6930;114;10604;2029
01.07.2021 17:00 - 01.07.2021 18:00;32516;0;933;89.14;3062;6931;113;9984;2355
01.07.2021 18:00 - 01.07.2021 19:00;31774;47;0;93;4326;6932;113;8932;2483
01.07.2021 19:00 - 01.07.2021 20:00;31262;371;0;95.24;4899;6957;114;7058;2651
01.07.2021 20:00 - 01.07.2021 21:00;30828;497;0;95.93;6116;6967;112;3875;2779
01.07.2021 21:00 - 01.07.2021 22:00;30457;778;0;95.54;6103;6974;115;1349;2960
01.07.2021 22:00 - 01.07.2021 23:00;30193;828;0;96.18;6044;6977;121;764;3509
01.07.2021 23:00 - 02.07.2021 00:00;28357;1625;387;91.99;4647;6985;119;723;3773
02.07.2021 00:00 - 02.07.2021 01:00;27893;3061;384;100;4109;6987;108;717;3484
02.07.2021 01:00 - 02.07.2021 02:00;26377;3001;830;99.72;4060;6987;109;715;3132
02.07.2021 02:00 - 02.07.2021 03:00;25155;2925;1024;99.56;3823;6989;110;716;2976
02.07.2021 03:00 - 02.07.2021 04:00;24460;3056;970;99.67;3979;6994;108;713;2671
02.07.2021 04:00 - 02.07.2021 05:00;24357;2956;1025;99.72;4151;6997;111;709;2122
02.07.2021 05:00 - 02.07.2021 06:00;24687;2843;1006;100.12;3889;7000;111;656;1804
02.07.2021 06:00 - 02.07.2021 07:00;26352;2582;289;102;3980;7000;110;442;1771
02.07.2021 07:00 - 02.07.2021 08:00;28332;277;0;107.96;6383;7000;110;911;1621
02.07.2021 08:00 - 02.07.2021 09:00;29712;962;0;110;6595;6998;114;3428;1241
02.07.2021 09:00 - 02.07.2021 10:00;30900;0;67;107.24;5919;6996;118;7199;946
02.07.2021 10:00 - 02.07.2021 11:00;32005;0;767;102.54;5305;6993;117;9391;997
02.07.2021 11:00 - 02.07.2021 12:00;32709;563;1622;100;4299;6984;118;10296;1378
02.07.2021 12:00 - 02.07.2021 13:00;33627;1788;1733;99.61;3635;6984;118;10806;1992
02.07.2021 13:00 - 02.07.2021 14:00;34112;2440;2292;95.71;3351;6983;112;11042;2568
02.07.2021 14:00 - 02.07.2021 15:00;33945;2928;2409;92.32;2727;6975;112;11013;3250
02.07.2021 15:00 - 02.07.2021 16:00;33048;3043;2558;86.95;2213;6968;113;10868;3608
02.07.2021 16:00 - 02.07.2021 17:00;32668;2165;2279;82.57;2461;6964;116;10488;3950
02.07.2021 17:00 - 02.07.2021 18:00;32498;293;1766;94.23;2831;6959;116;9827;4464
02.07.2021 18:00 - 02.07.2021 19:00;32001;0;556;99.98;3408;6956;119;8778;4929
02.07.2021 19:00 - 02.07.2021 20:00;31651;0;225;101.01;4331;6958;120;6906;5592
02.07.2021 20:00 - 02.07.2021 21:00;30925;467;0;103.69;5190;6963;118;3867;6201
02.07.2021 21:00 - 02.07.2021 22:00;30173;594;0;105.55;5578;6962;119;1284;6675
02.07.2021 22:00 - 02.07.2021 23:00;29640;108;0;105.02;4882;6965;115;752;6803
02.07.2021 23:00 - 03.07.2021 00:00;27714;1148;1178;99.98;4007;6971;116;713;6236
03.07.2021 00:00 - 03.07.2021 01:00;27435;2526;513;96.55;4509;6974;103;714;5635
03.07.2021 01:00 - 03.07.2021 02:00;25851;2460;774;95;4257;6973;102;713;5734
03.07.2021 02:00 - 03.07.2021 03:00;24607;2545;974;93.05;3752;6976;102;715;5845
03.07.2021 03:00 - 03.07.2021 04:00;23837;2419;1092;96.55;4132;6980;102;715;5393
03.07.2021 04:00 - 03.07.2021 05:00;23320;2506;1280;96.55;4468;6980;100;715;4810
03.07.2021 05:00 - 03.07.2021 06:00;23108;2573;1320;95;4159;6982;101;705;4230
03.07.2021 06:00 - 03.07.2021 07:00;23355;2597;1529;95;4610;6981;100;540;3355
03.07.2021 07:00 - 03.07.2021 08:00;23691;2674;1579;96.2;4256;6980;100;813;3162
03.07.2021 08:00 - 03.07.2021 09:00;25171;2646;2081;99.61;4306;6982;99;3245;2686
03.07.2021 09:00 - 03.07.2021 10:00;27243;2752;2340;98;4263;6980;101;6504;2286
03.07.2021 10:00 - 03.07.2021 11:00;28799;2627;1762;94.23;4176;6986;106;8747;2345
03.07.2021 11:00 - 03.07.2021 12:00;29564;2720;1846;93.05;4105;6983;104;9565;2469
03.07.2021 12:00 - 03.07.2021 13:00;29995;2690;1822;92.32;4090;6974;104;9933;2710
03.07.2021 13:00 - 03.07.2021 14:00;30514;2675;1724;92.32;3636;6964;102;10567;3174
03.07.2021 14:00 - 03.07.2021 15:00;30387;2548;1857;88.93;3249;6963;108;10562;3658
03.07.2021 15:00 - 03.07.2021 16:00;29438;1895;1696;73.75;2412;6959;109;10443;4384
03.07.2021 16:00 - 03.07.2021 17:00;28712;825;1593;75.2;2395;6958;109;10031;5019
03.07.2021 17:00 - 03.07.2021 18:00;28533;374;1923;85.45;2644;6959;110;9286;5532
03.07.2021 18:00 - 03.07.2021 19:00;28632;0;1684;93.61;3829;6957;110;8051;5918
03.07.2021 19:00 - 03.07.2021 20:00;28780;0;1370;98.18;4125;6953;109;6066;6255
03.07.2021 20:00 - 03.07.2021 21:00;28562;976;497;100.27;4430;6954;108;3095;6107
03.07.2021 21:00 - 03.07.2021 22:00;28762;1692;0;105.69;5584;6952;103;1136;5739
03.07.2021 22:00 - 03.07.2021 23:00;28763;2036;71;106.95;5993;6958;102;675;5778
03.07.2021 23:00 - 04.07.2021 00:00;26954;2328;790;100;4175;6964;105;650;6047
04.07.2021 00:00 - 04.07.2021 01:00;25567;1618;980;94.18;3207;6970;101;651;6259
04.07.2021 01:00 - 04.07.2021 02:00;24143;1738;1615;86.74;2917;6971;95;650;6277
04.07.2021 02:00 - 04.07.2021 03:00;22981;1770;1768;80.05;2186;6971;96;643;6274
04.07.2021 03:00 - 04.07.2021 04:00;22283;1697;1702;75.61;2303;6973;100;640;6287
04.07.2021 04:00 - 04.07.2021 05:00;21932;2055;1742;71.12;2358;6975;100;640;6137
04.07.2021 05:00 - 04.07.2021 06:00;21646;2365;1797;70.07;3020;6976;99;612;6137
04.07.2021 06:00 - 04.07.2021 07:00;21576;2379;2045;74.5;2780;6976;99;417;6109
04.07.2021 07:00 - 04.07.2021 08:00;21471;2004;3297;75.42;2793;6975;98;746;6111
04.07.2021 08:00 - 04.07.2021 09:00;22585;1263;3407;78.68;2710;6975;102;3184;5727
04.07.2021 09:00 - 04.07.2021 10:00;24108;0;3931;77.08;2229;6984;105;7030;5745
04.07.2021 10:00 - 04.07.2021 11:00;25649;0;2206;75.24;3220;6992;102;9134;6414
04.07.2021 11:00 - 04.07.2021 12:00;26675;0;3154;78.03;3312;6987;100;10015;7330
04.07.2021 12:00 - 04.07.2021 13:00;27483;0;4366;78.02;3300;6984;101;10538;7923
04.07.2021 13:00 - 04.07.2021 14:00;28199;0;3787;74;3473;6971;102;10794;8344
04.07.2021 14:00 - 04.07.2021 15:00;28443;0;4049;69.26;3774;6957;99;10807;8551
04.07.2021 15:00 - 04.07.2021 16:00;27620;0;4962;67.1;3523;6953;97;10742;8702
04.07.2021 16:00 - 04.07.2021 17:00;27103;392;4999;58.45;4460;6950;96;10413;8641
04.07.2021 17:00 - 04.07.2021 18:00;26844;0;4226;65.09;4326;6950;94;9778;8629
04.07.2021 18:00 - 04.07.2021 19:00;27045;0;3857;69.57;3770;6951;98;8755;8742
04.07.2021 19:00 - 04.07.2021 20:00;27449;0;3744;81.02;3389;6951;96;6933;8442
04.07.2021 20:00 - 04.07.2021 21:00;27827;0;2831;100;3481;6951;100;3927;7957
04.07.2021 21:00 - 04.07.2021 22:00;28445;2461;1584;102.09;4338;6954;96;1277;7409
04.07.2021 22:00 - 04.07.2021 23:00;29402;2985;826;104.92;4976;6956;95;706;7348
04.07.2021 23:00 - 05.07.2021 00:00;27818;3325;1327;100;4162;6959;93;662;7028
05.07.2021 00:00 - 05.07.2021 01:00;26221;3037;1951;94.23;4029;6965;95;661;6672
05.07.2021 01:00 - 05.07.2021 02:00;24535;2949;2290;92;3402;6967;94;661;6145
05.07.2021 02:00 - 05.07.2021 03:00;23478;2993;2101;89.46;2775;6969;93;661;5843
05.07.2021 03:00 - 05.07.2021 04:00;23037;2991;2117;88.93;2717;6971;94;661;5416
05.07.2021 04:00 - 05.07.2021 05:00;22855;2981;2203;89.05;2488;6974;97;659;5519
05.07.2021 05:00 - 05.07.2021 06:00;23439;3027;1965;91.5;2578;6978;96;652;5366
05.07.2021 06:00 - 05.07.2021 07:00;25625;3038;2233;96.32;3569;6977;94;508;5192
05.07.2021 07:00 - 05.07.2021 08:00;27901;2575;2581;101.93;4235;6978;90;895;5185
05.07.2021 08:00 - 05.07.2021 09:00;29787;1446;1849;105.69;4977;6979;94;3448;4721
05.07.2021 09:00 - 05.07.2021 10:00;31361;403;1974;103.55;4951;6978;92;7208;4673
05.07.2021 10:00 - 05.07.2021 11:00;32588;0;1535;101;4784;6977;99;9192;5276
05.07.2021 11:00 - 05.07.2021 12:00;33538;0;1541;100.09;4540;6973;98;10140;6067
