"Time (CET),""Day-ahead Total Load Forecast [MW] - BZN|ES"",""Actual Total Load [MW] - BZN|ES"""
"04.04.2021 15:00 - 04.04.2021 16:00,""22593"",""22436"""
"04.04.2021 16:00 - 04.04.2021 17:00,""21705"",""21658"""
"04.04.2021 17:00 - 04.04.2021 18:00,""21430"",""21149"""
"04.04.2021 18:00 - 04.04.2021 19:00,""21668"",""21235"""
"04.04.2021 19:00 - 04.04.2021 20:00,""22079"",""21796"""
"04.04.2021 20:00 - 04.04.2021 21:00,""24110"",""23703"""
"04.04.2021 21:00 - 04.04.2021 22:00,""26731"",""26344"""
"04.04.2021 22:00 - 04.04.2021 23:00,""25523"",""25113"""
"04.04.2021 23:00 - 05.04.2021 00:00,""23479"",""23230"""
"05.04.2021 00:00 - 05.04.2021 01:00,""21991"",""21572"""
"05.04.2021 01:00 - 05.04.2021 02:00,""20443"",""20145"""
"05.04.2021 02:00 - 05.04.2021 03:00,""19439"",""19390"""
"05.04.2021 03:00 - 05.04.2021 04:00,""19002"",""18875"""
"05.04.2021 04:00 - 05.04.2021 05:00,""19033"",""18814"""
"05.04.2021 05:00 - 05.04.2021 06:00,""19420"",""19113"""
"05.04.2021 06:00 - 05.04.2021 07:00,""21054"",""20669"""
"05.04.2021 07:00 - 05.04.2021 08:00,""23120"",""22833"""
"05.04.2021 08:00 - 05.04.2021 09:00,""24383"",""24333"""
"05.04.2021 09:00 - 05.04.2021 10:00,""26152"",""26014"""
"05.04.2021 10:00 - 05.04.2021 11:00,""27239"",""26535"""
"05.04.2021 11:00 - 05.04.2021 12:00,""27371"",""26472"""
"05.04.2021 12:00 - 05.04.2021 13:00,""27426"",""26443"""
"05.04.2021 13:00 - 05.04.2021 14:00,""27465"",""26482"""
"05.04.2021 14:00 - 05.04.2021 15:00,""26868"",""26135"""
"05.04.2021 15:00 - 05.04.2021 16:00,""25625"",""24932"""
"05.04.2021 16:00 - 05.04.2021 17:00,""24944"",""24396"""
"05.04.2021 17:00 - 05.04.2021 18:00,""24543"",""24185"""
"05.04.2021 18:00 - 05.04.2021 19:00,""24395"",""24115"""
"05.04.2021 19:00 - 05.04.2021 20:00,""24888"",""24561"""
"05.04.2021 20:00 - 05.04.2021 21:00,""26682"",""26450"""
"05.04.2021 21:00 - 05.04.2021 22:00,""28928"",""28815"""
"05.04.2021 22:00 - 05.04.2021 23:00,""27050"",""26785"""
"05.04.2021 23:00 - 06.04.2021 00:00,""24481"",""24434"""
"06.04.2021 00:00 - 06.04.2021 01:00,""22832"",""22806"""
"06.04.2021 01:00 - 06.04.2021 02:00,""21424"",""21646"""
"06.04.2021 02:00 - 06.04.2021 03:00,""20669"",""20918"""
"06.04.2021 03:00 - 06.04.2021 04:00,""20297"",""20565"""
"06.04.2021 04:00 - 06.04.2021 05:00,""20296"",""20604"""
"06.04.2021 05:00 - 06.04.2021 06:00,""20911"",""21213"""
"06.04.2021 06:00 - 06.04.2021 07:00,""23531"",""23617"""
"06.04.2021 07:00 - 06.04.2021 08:00,""26944"",""26970"""
"06.04.2021 08:00 - 06.04.2021 09:00,""29135"",""28942"""
"06.04.2021 09:00 - 06.04.2021 10:00,""30532"",""30103"""
"06.04.2021 10:00 - 06.04.2021 11:00,""31088"",""30419"""
"06.04.2021 11:00 - 06.04.2021 12:00,""30994"",""30555"""
"06.04.2021 12:00 - 06.04.2021 13:00,""31018"",""30487"""
"06.04.2021 13:00 - 06.04.2021 14:00,""30735"",""30580"""
"06.04.2021 14:00 - 06.04.2021 15:00,""29902"",""29912"""
"06.04.2021 15:00 - 06.04.2021 16:00,""28823"",""28915"""
"06.04.2021 16:00 - 06.04.2021 17:00,""28331"",""28278"""
"06.04.2021 17:00 - 06.04.2021 18:00,""28103"",""28085"""
"06.04.2021 18:00 - 06.04.2021 19:00,""27723"",""27899"""
"06.04.2021 19:00 - 06.04.2021 20:00,""27928"",""28274"""
"06.04.2021 20:00 - 06.04.2021 21:00,""29490"",""29996"""
"06.04.2021 21:00 - 06.04.2021 22:00,""31259"",""31571"""
"06.04.2021 22:00 - 06.04.2021 23:00,""28710"",""28673"""
"06.04.2021 23:00 - 07.04.2021 00:00,""25943"",""26185"""
"07.04.2021 00:00 - 07.04.2021 01:00,""24313"",""24580"""
"07.04.2021 01:00 - 07.04.2021 02:00,""23038"",""23291"""
"07.04.2021 02:00 - 07.04.2021 03:00,""22331"",""22509"""
"07.04.2021 03:00 - 07.04.2021 04:00,""22031"",""22123"""
"07.04.2021 04:00 - 07.04.2021 05:00,""21985"",""22039"""
"07.04.2021 05:00 - 07.04.2021 06:00,""22484"",""22598"""
"07.04.2021 06:00 - 07.04.2021 07:00,""24718"",""24947"""
"07.04.2021 07:00 - 07.04.2021 08:00,""28076"",""28167"""
"07.04.2021 08:00 - 07.04.2021 09:00,""30125"",""30017"""
"07.04.2021 09:00 - 07.04.2021 10:00,""31193"",""31266"""
"07.04.2021 10:00 - 07.04.2021 11:00,""31639"",""31456"""
"07.04.2021 11:00 - 07.04.2021 12:00,""31584"",""31481"""
"07.04.2021 12:00 - 07.04.2021 13:00,""31589"",""31714"""
"07.04.2021 13:00 - 07.04.2021 14:00,""31347"",""31496"""
"07.04.2021 14:00 - 07.04.2021 15:00,""30503"",""30611"""
"07.04.2021 15:00 - 07.04.2021 16:00,""29506"",""29400"""
"07.04.2021 16:00 - 07.04.2021 17:00,""28974"",""28929"""
"07.04.2021 17:00 - 07.04.2021 18:00,""28704"",""28779"""
"07.04.2021 18:00 - 07.04.2021 19:00,""28287"",""28738"""
"07.04.2021 19:00 - 07.04.2021 20:00,""28576"",""29209"""
"07.04.2021 20:00 - 07.04.2021 21:00,""30198"",""30802"""
"07.04.2021 21:00 - 07.04.2021 22:00,""31740"",""32229"""
"07.04.2021 22:00 - 07.04.2021 23:00,""29095"",""29381"""
"07.04.2021 23:00 - 08.04.2021 00:00,""26383"",""26777"""
"08.04.2021 00:00 - 08.04.2021 01:00,""24787"",""25206"""
"08.04.2021 01:00 - 08.04.2021 02:00,""23505"",""23781"""
"08.04.2021 02:00 - 08.04.2021 03:00,""22719"",""22913"""
"08.04.2021 03:00 - 08.04.2021 04:00,""22352"",""22519"""
"08.04.2021 04:00 - 08.04.2021 05:00,""22256"",""22471"""
"08.04.2021 05:00 - 08.04.2021 06:00,""22690"",""22887"""
"08.04.2021 06:00 - 08.04.2021 07:00,""24979"",""25437"""
"08.04.2021 07:00 - 08.04.2021 08:00,""28234"",""28779"""
"08.04.2021 08:00 - 08.04.2021 09:00,""30317"",""30527"""
"08.04.2021 09:00 - 08.04.2021 10:00,""31642"",""31824"""
"08.04.2021 10:00 - 08.04.2021 11:00,""32097"",""32036"""
"08.04.2021 11:00 - 08.04.2021 12:00,""32072"",""32087"""
"08.04.2021 12:00 - 08.04.2021 13:00,""32114"",""32143"""
"08.04.2021 13:00 - 08.04.2021 14:00,""31902"",""31792"""
"08.04.2021 14:00 - 08.04.2021 15:00,""30943"",""30599"""
"08.04.2021 15:00 - 08.04.2021 16:00,""29846"",""29417"""
"08.04.2021 16:00 - 08.04.2021 17:00,""29338"",""29009"""
"08.04.2021 17:00 - 08.04.2021 18:00,""29122"",""28711"""
"08.04.2021 18:00 - 08.04.2021 19:00,""28857"",""28434"""
"08.04.2021 19:00 - 08.04.2021 20:00,""29068"",""28928"""
"08.04.2021 20:00 - 08.04.2021 21:00,""30362"",""30725"""
"08.04.2021 21:00 - 08.04.2021 22:00,""32120"",""32148"""
"08.04.2021 22:00 - 08.04.2021 23:00,""29478"",""29427"""
"08.04.2021 23:00 - 09.04.2021 00:00,""26679"",""26651"""
"09.04.2021 00:00 - 09.04.2021 01:00,""25104"",""25041"""
"09.04.2021 01:00 - 09.04.2021 02:00,""23679"",""23596"""
"09.04.2021 02:00 - 09.04.2021 03:00,""22843"",""22741"""
"09.04.2021 03:00 - 09.04.2021 04:00,""22499"",""22396"""
"09.04.2021 04:00 - 09.04.2021 05:00,""22436"",""22199"""
"09.04.2021 05:00 - 09.04.2021 06:00,""22914"",""22649"""
"09.04.2021 06:00 - 09.04.2021 07:00,""25286"",""25134"""
"09.04.2021 07:00 - 09.04.2021 08:00,""28575"",""28160"""
"09.04.2021 08:00 - 09.04.2021 09:00,""30457"",""30128"""
"09.04.2021 09:00 - 09.04.2021 10:00,""31853"",""31671"""
"09.04.2021 10:00 - 09.04.2021 11:00,""32289"",""32286"""
"09.04.2021 11:00 - 09.04.2021 12:00,""32249"",""32600"""
"09.04.2021 12:00 - 09.04.2021 13:00,""32266"",""32713"""
"09.04.2021 13:00 - 09.04.2021 14:00,""31835"",""32519"""
"09.04.2021 14:00 - 09.04.2021 15:00,""30669"",""31584"""
"09.04.2021 15:00 - 09.04.2021 16:00,""29410"",""30290"""
"09.04.2021 16:00 - 09.04.2021 17:00,""28873"",""29440"""
"09.04.2021 17:00 - 09.04.2021 18:00,""28445"",""29013"""
"09.04.2021 18:00 - 09.04.2021 19:00,""28022"",""28685"""
"09.04.2021 19:00 - 09.04.2021 20:00,""28296"",""28908"""
"09.04.2021 20:00 - 09.04.2021 21:00,""29766"",""30106"""
"09.04.2021 21:00 - 09.04.2021 22:00,""31371"",""31259"""
"09.04.2021 22:00 - 09.04.2021 23:00,""28938"",""28825"""
"09.04.2021 23:00 - 10.04.2021 00:00,""26552"",""26517"""
"10.04.2021 00:00 - 10.04.2021 01:00,""24846"",""24896"""
"10.04.2021 01:00 - 10.04.2021 02:00,""23389"",""23467"""
"10.04.2021 02:00 - 10.04.2021 03:00,""22353"",""22305"""
"10.04.2021 03:00 - 10.04.2021 04:00,""21762"",""21801"""
"10.04.2021 04:00 - 10.04.2021 05:00,""21423"",""21543"""
"10.04.2021 05:00 - 10.04.2021 06:00,""21257"",""21396"""
"10.04.2021 06:00 - 10.04.2021 07:00,""21850"",""21888"""
"10.04.2021 07:00 - 10.04.2021 08:00,""22669"",""22671"""
"10.04.2021 08:00 - 10.04.2021 09:00,""24020"",""23750"""
"10.04.2021 09:00 - 10.04.2021 10:00,""26385"",""26322"""
"10.04.2021 10:00 - 10.04.2021 11:00,""27933"",""27984"""
"10.04.2021 11:00 - 10.04.2021 12:00,""28310"",""28595"""
"10.04.2021 12:00 - 10.04.2021 13:00,""28187"",""28822"""
"10.04.2021 13:00 - 10.04.2021 14:00,""28215"",""28956"""
"10.04.2021 14:00 - 10.04.2021 15:00,""27712"",""28196"""
"10.04.2021 15:00 - 10.04.2021 16:00,""26091"",""26587"""
"10.04.2021 16:00 - 10.04.2021 17:00,""25073"",""25404"""
"10.04.2021 17:00 - 10.04.2021 18:00,""24553"",""24906"""
"10.04.2021 18:00 - 10.04.2021 19:00,""24440"",""24674"""
"10.04.2021 19:00 - 10.04.2021 20:00,""24947"",""25209"""
"10.04.2021 20:00 - 10.04.2021 21:00,""26431"",""26763"""
"10.04.2021 21:00 - 10.04.2021 22:00,""28478"",""28865"""
"10.04.2021 22:00 - 10.04.2021 23:00,""27013"",""26971"""
"10.04.2021 23:00 - 11.04.2021 00:00,""24922"",""24805"""
"11.04.2021 00:00 - 11.04.2021 01:00,""23016"",""22963"""
"11.04.2021 01:00 - 11.04.2021 02:00,""21552"",""21402"""
"11.04.2021 02:00 - 11.04.2021 03:00,""20563"",""20265"""
"11.04.2021 03:00 - 11.04.2021 04:00,""20008"",""19722"""
"11.04.2021 04:00 - 11.04.2021 05:00,""19707"",""19414"""
"11.04.2021 05:00 - 11.04.2021 06:00,""19636"",""19444"""
"11.04.2021 06:00 - 11.04.2021 07:00,""20065"",""19817"""
"11.04.2021 07:00 - 11.04.2021 08:00,""20343"",""20063"""
"11.04.2021 08:00 - 11.04.2021 09:00,""20759"",""20734"""
"11.04.2021 09:00 - 11.04.2021 10:00,""22981"",""22875"""
"11.04.2021 10:00 - 11.04.2021 11:00,""24890"",""24781"""
"11.04.2021 11:00 - 11.04.2021 12:00,""25783"",""25826"""
"11.04.2021 12:00 - 11.04.2021 13:00,""26062"",""26139"""
"11.04.2021 13:00 - 11.04.2021 14:00,""26458"",""26582"""
"11.04.2021 14:00 - 11.04.2021 15:00,""26163"",""26491"""
"11.04.2021 15:00 - 11.04.2021 16:00,""24573"",""24735"""
"11.04.2021 16:00 - 11.04.2021 17:00,""23569"",""23581"""
"11.04.2021 17:00 - 11.04.2021 18:00,""23136"",""23196"""
"11.04.2021 18:00 - 11.04.2021 19:00,""23217"",""23393"""
"11.04.2021 19:00 - 11.04.2021 20:00,""23930"",""24066"""
"11.04.2021 20:00 - 11.04.2021 21:00,""25825"",""25825"""
"11.04.2021 21:00 - 11.04.2021 22:00,""28267"",""28178"""
"11.04.2021 22:00 - 11.04.2021 23:00,""26759"",""26782"""
"11.04.2021 23:00 - 12.04.2021 00:00,""24711"",""24797"""
"12.04.2021 00:00 - 12.04.2021 01:00,""22807"",""23096"""
"12.04.2021 01:00 - 12.04.2021 02:00,""21455"",""21723"""
"12.04.2021 02:00 - 12.04.2021 03:00,""20593"",""20903"""
"12.04.2021 03:00 - 12.04.2021 04:00,""20291"",""20568"""
"12.04.2021 04:00 - 12.04.2021 05:00,""20371"",""20634"""
"12.04.2021 05:00 - 12.04.2021 06:00,""21124"",""21294"""
"12.04.2021 06:00 - 12.04.2021 07:00,""23898"",""23954"""
"12.04.2021 07:00 - 12.04.2021 08:00,""27308"",""27410"""
"12.04.2021 08:00 - 12.04.2021 09:00,""29613"",""29647"""
"12.04.2021 09:00 - 12.04.2021 10:00,""31202"",""31028"""
"12.04.2021 10:00 - 12.04.2021 11:00,""31702"",""31394"""
"12.04.2021 11:00 - 12.04.2021 12:00,""31797"",""31387"""
"12.04.2021 12:00 - 12.04.2021 13:00,""31910"",""31452"""
"12.04.2021 13:00 - 12.04.2021 14:00,""31768"",""31180"""
"12.04.2021 14:00 - 12.04.2021 15:00,""31011"",""30510"""
"12.04.2021 15:00 - 12.04.2021 16:00,""29905"",""29437"""
"12.04.2021 16:00 - 12.04.2021 17:00,""29173"",""28718"""
"12.04.2021 17:00 - 12.04.2021 18:00,""28844"",""28341"""
"12.04.2021 18:00 - 12.04.2021 19:00,""28501"",""28061"""
"12.04.2021 19:00 - 12.04.2021 20:00,""28800"",""28544"""
"12.04.2021 20:00 - 12.04.2021 21:00,""30211"",""30054"""
"12.04.2021 21:00 - 12.04.2021 22:00,""31948"",""31755"""
"12.04.2021 22:00 - 12.04.2021 23:00,""29337"",""29274"""
"12.04.2021 23:00 - 13.04.2021 00:00,""26728"",""26616"""
"13.04.2021 00:00 - 13.04.2021 01:00,""25020"",""24747"""
"13.04.2021 01:00 - 13.04.2021 02:00,""23620"",""23375"""
"13.04.2021 02:00 - 13.04.2021 03:00,""22704"",""22601"""
"13.04.2021 03:00 - 13.04.2021 04:00,""22362"",""22297"""
"13.04.2021 04:00 - 13.04.2021 05:00,""22300"",""22174"""
"13.04.2021 05:00 - 13.04.2021 06:00,""22795"",""22839"""
"13.04.2021 06:00 - 13.04.2021 07:00,""25147"",""25358"""
"13.04.2021 07:00 - 13.04.2021 08:00,""28383"",""28672"""
"13.04.2021 08:00 - 13.04.2021 09:00,""30327"",""30732"""
"13.04.2021 09:00 - 13.04.2021 10:00,""31568"",""31743"""
"13.04.2021 10:00 - 13.04.2021 11:00,""31834"",""32605"""
"13.04.2021 11:00 - 13.04.2021 12:00,""31818"",""32679"""
"13.04.2021 12:00 - 13.04.2021 13:00,""31836"",""32714"""
"13.04.2021 13:00 - 13.04.2021 14:00,""31646"",""32311"""
"13.04.2021 14:00 - 13.04.2021 15:00,""30866"",""31281"""
"13.04.2021 15:00 - 13.04.2021 16:00,""29734"",""30174"""
"13.04.2021 16:00 - 13.04.2021 17:00,""29025"",""29639"""
"13.04.2021 17:00 - 13.04.2021 18:00,""28698"",""29503"""
"13.04.2021 18:00 - 13.04.2021 19:00,""28377"",""29298"""
"13.04.2021 19:00 - 13.04.2021 20:00,""28835"",""29863"""
"13.04.2021 20:00 - 13.04.2021 21:00,""30371"",""31418"""
"13.04.2021 21:00 - 13.04.2021 22:00,""32047"",""32401"""
"13.04.2021 22:00 - 13.04.2021 23:00,""29422"",""29537"""
"13.04.2021 23:00 - 14.04.2021 00:00,""26742"",""26926"""
"14.04.2021 00:00 - 14.04.2021 01:00,""25071"",""25294"""
"14.04.2021 01:00 - 14.04.2021 02:00,""23646"",""23749"""
"14.04.2021 02:00 - 14.04.2021 03:00,""22781"",""22855"""
"14.04.2021 03:00 - 14.04.2021 04:00,""22456"",""22507"""
"14.04.2021 04:00 - 14.04.2021 05:00,""22352"",""22405"""
"14.04.2021 05:00 - 14.04.2021 06:00,""22926"",""23008"""
"14.04.2021 06:00 - 14.04.2021 07:00,""25350"",""25586"""
"14.04.2021 07:00 - 14.04.2021 08:00,""28674"",""28855"""
"14.04.2021 08:00 - 14.04.2021 09:00,""30727"",""30724"""
"14.04.2021 09:00 - 14.04.2021 10:00,""31811"",""31633"""
"14.04.2021 10:00 - 14.04.2021 11:00,""32347"",""31842"""
"14.04.2021 11:00 - 14.04.2021 12:00,""32477"",""32087"""
"14.04.2021 12:00 - 14.04.2021 13:00,""32679"",""32163"""
"14.04.2021 13:00 - 14.04.2021 14:00,""32348"",""31694"""
"14.04.2021 14:00 - 14.04.2021 15:00,""31366"",""30693"""
"14.04.2021 15:00 - 14.04.2021 16:00,""30274"",""29676"""
"14.04.2021 16:00 - 14.04.2021 17:00,""29644"",""29283"""
"14.04.2021 17:00 - 14.04.2021 18:00,""29362"",""28974"""
"14.04.2021 18:00 - 14.04.2021 19:00,""28971"",""28845"""
"14.04.2021 19:00 - 14.04.2021 20:00,""29452"",""29602"""
"14.04.2021 20:00 - 14.04.2021 21:00,""30980"",""31267"""
"14.04.2021 21:00 - 14.04.2021 22:00,""32216"",""32384"""
"14.04.2021 22:00 - 14.04.2021 23:00,""29479"",""29303"""
"14.04.2021 23:00 - 15.04.2021 00:00,""26814"",""26749"""
"15.04.2021 00:00 - 15.04.2021 01:00,""25080"",""25185"""
"15.04.2021 01:00 - 15.04.2021 02:00,""23609"",""23792"""
"15.04.2021 02:00 - 15.04.2021 03:00,""22773"",""22983"""
"15.04.2021 03:00 - 15.04.2021 04:00,""22419"",""22742"""
"15.04.2021 04:00 - 15.04.2021 05:00,""22315"",""22580"""
"15.04.2021 05:00 - 15.04.2021 06:00,""22882"",""23124"""
"15.04.2021 06:00 - 15.04.2021 07:00,""25389"",""25587"""
"15.04.2021 07:00 - 15.04.2021 08:00,""28700"",""28445"""
"15.04.2021 08:00 - 15.04.2021 09:00,""30598"",""30451"""
"15.04.2021 09:00 - 15.04.2021 10:00,""31671"",""31770"""
"15.04.2021 10:00 - 15.04.2021 11:00,""32067"",""32336"""
"15.04.2021 11:00 - 15.04.2021 12:00,""32232"",""32557"""
"15.04.2021 12:00 - 15.04.2021 13:00,""32429"",""32377"""
"15.04.2021 13:00 - 15.04.2021 14:00,""32029"",""32243"""
"15.04.2021 14:00 - 15.04.2021 15:00,""31090"",""31316"""
"15.04.2021 15:00 - 15.04.2021 16:00,""29976"",""30252"""
"15.04.2021 16:00 - 15.04.2021 17:00,""29410"",""29651"""
"15.04.2021 17:00 - 15.04.2021 18:00,""29169"",""29378"""
"15.04.2021 18:00 - 15.04.2021 19:00,""28908"",""29182"""
"15.04.2021 19:00 - 15.04.2021 20:00,""29417"",""29795"""
"15.04.2021 20:00 - 15.04.2021 21:00,""30927"",""31417"""
"15.04.2021 21:00 - 15.04.2021 22:00,""32191"",""32447"""
"15.04.2021 22:00 - 15.04.2021 23:00,""29472"",""29666"""
"15.04.2021 23:00 - 16.04.2021 00:00,""26869"",""27108"""
"16.04.2021 00:00 - 16.04.2021 01:00,""25346"",""25317"""
"16.04.2021 01:00 - 16.04.2021 02:00,""23890"",""23983"""
"16.04.2021 02:00 - 16.04.2021 03:00,""23016"",""23077"""
"16.04.2021 03:00 - 16.04.2021 04:00,""22701"",""22681"""
"16.04.2021 04:00 - 16.04.2021 05:00,""22576"",""22574"""
"16.04.2021 05:00 - 16.04.2021 06:00,""23134"",""23009"""
"16.04.2021 06:00 - 16.04.2021 07:00,""25535"",""25438"""
"16.04.2021 07:00 - 16.04.2021 08:00,""28464"",""28521"""
"16.04.2021 08:00 - 16.04.2021 09:00,""30524"",""30510"""
"16.04.2021 09:00 - 16.04.2021 10:00,""31942"",""31731"""
"16.04.2021 10:00 - 16.04.2021 11:00,""32450"",""32089"""
"16.04.2021 11:00 - 16.04.2021 12:00,""32550"",""31885"""
"16.04.2021 12:00 - 16.04.2021 13:00,""32464"",""31791"""
"16.04.2021 13:00 - 16.04.2021 14:00,""32134"",""31292"""
"16.04.2021 14:00 - 16.04.2021 15:00,""31095"",""30565"""
"16.04.2021 15:00 - 16.04.2021 16:00,""29869"",""29550"""
"16.04.2021 16:00 - 16.04.2021 17:00,""29186"",""28919"""
"16.04.2021 17:00 - 16.04.2021 18:00,""28792"",""28688"""
"16.04.2021 18:00 - 16.04.2021 19:00,""28554"",""28462"""
"16.04.2021 19:00 - 16.04.2021 20:00,""29050"",""28798"""
"16.04.2021 20:00 - 16.04.2021 21:00,""30320"",""30234"""
"16.04.2021 21:00 - 16.04.2021 22:00,""31656"",""31709"""
"16.04.2021 22:00 - 16.04.2021 23:00,""29135"",""29369"""
"16.04.2021 23:00 - 17.04.2021 00:00,""26804"",""27018"""
"17.04.2021 00:00 - 17.04.2021 01:00,""25316"",""25287"""
"17.04.2021 01:00 - 17.04.2021 02:00,""23841"",""23562"""
"17.04.2021 02:00 - 17.04.2021 03:00,""22722"",""22457"""
"17.04.2021 03:00 - 17.04.2021 04:00,""22173"",""21982"""
"17.04.2021 04:00 - 17.04.2021 05:00,""21851"",""21859"""
"17.04.2021 05:00 - 17.04.2021 06:00,""21730"",""21646"""
"17.04.2021 06:00 - 17.04.2021 07:00,""22380"",""22148"""
"17.04.2021 07:00 - 17.04.2021 08:00,""23108"",""22957"""
"17.04.2021 08:00 - 17.04.2021 09:00,""24401"",""24468"""
"17.04.2021 09:00 - 17.04.2021 10:00,""26674"",""26820"""
"17.04.2021 10:00 - 17.04.2021 11:00,""28185"",""28152"""
"17.04.2021 11:00 - 17.04.2021 12:00,""28505"",""28288"""
"17.04.2021 12:00 - 17.04.2021 13:00,""28311"",""28160"""
"17.04.2021 13:00 - 17.04.2021 14:00,""28288"",""28136"""
"17.04.2021 14:00 - 17.04.2021 15:00,""27812"",""27669"""
"17.04.2021 15:00 - 17.04.2021 16:00,""26353"",""26330"""
"17.04.2021 16:00 - 17.04.2021 17:00,""25389"",""25241"""
"17.04.2021 17:00 - 17.04.2021 18:00,""25001"",""24794"""
"17.04.2021 18:00 - 17.04.2021 19:00,""24979"",""24626"""
"17.04.2021 19:00 - 17.04.2021 20:00,""25607"",""25015"""
"17.04.2021 20:00 - 17.04.2021 21:00,""27355"",""26366"""
"17.04.2021 21:00 - 17.04.2021 22:00,""29427"",""28751"""
"17.04.2021 22:00 - 17.04.2021 23:00,""27717"",""27442"""
"17.04.2021 23:00 - 18.04.2021 00:00,""25633"",""25400"""
"18.04.2021 00:00 - 18.04.2021 01:00,""23387"",""23424"""
"18.04.2021 01:00 - 18.04.2021 02:00,""21750"",""21812"""
"18.04.2021 02:00 - 18.04.2021 03:00,""20740"",""20766"""
"18.04.2021 03:00 - 18.04.2021 04:00,""20176"",""20286"""
"18.04.2021 04:00 - 18.04.2021 05:00,""19944"",""20039"""
"18.04.2021 05:00 - 18.04.2021 06:00,""19882"",""19890"""
"18.04.2021 06:00 - 18.04.2021 07:00,""20263"",""20229"""
"18.04.2021 07:00 - 18.04.2021 08:00,""20433"",""20460"""
"18.04.2021 08:00 - 18.04.2021 09:00,""21135"",""21190"""
"18.04.2021 09:00 - 18.04.2021 10:00,""23233"",""23175"""
"18.04.2021 10:00 - 18.04.2021 11:00,""24966"",""24785"""
"18.04.2021 11:00 - 18.04.2021 12:00,""25628"",""25537"""
"18.04.2021 12:00 - 18.04.2021 13:00,""25660"",""25616"""
"18.04.2021 13:00 - 18.04.2021 14:00,""25852"",""25841"""
"18.04.2021 14:00 - 18.04.2021 15:00,""25701"",""25507"""
"18.04.2021 15:00 - 18.04.2021 16:00,""24286"",""24136"""
"18.04.2021 16:00 - 18.04.2021 17:00,""23307"",""23209"""
"18.04.2021 17:00 - 18.04.2021 18:00,""22939"",""22810"""
"18.04.2021 18:00 - 18.04.2021 19:00,""23081"",""22932"""
"18.04.2021 19:00 - 18.04.2021 20:00,""23762"",""23830"""
"18.04.2021 20:00 - 18.04.2021 21:00,""25537"",""25817"""
"18.04.2021 21:00 - 18.04.2021 22:00,""28153"",""28092"""
"18.04.2021 22:00 - 18.04.2021 23:00,""27053"",""26979"""
"18.04.2021 23:00 - 19.04.2021 00:00,""25028"",""25052"""
"19.04.2021 00:00 - 19.04.2021 01:00,""23121"",""23149"""
"19.04.2021 01:00 - 19.04.2021 02:00,""21714"",""21820"""
"19.04.2021 02:00 - 19.04.2021 03:00,""20895"",""21098"""
"19.04.2021 03:00 - 19.04.2021 04:00,""20621"",""20759"""
"19.04.2021 04:00 - 19.04.2021 05:00,""20726"",""20941"""
"19.04.2021 05:00 - 19.04.2021 06:00,""21397"",""21590"""
"19.04.2021 06:00 - 19.04.2021 07:00,""24201"",""24598"""
"19.04.2021 07:00 - 19.04.2021 08:00,""27591"",""27983"""
"19.04.2021 08:00 - 19.04.2021 09:00,""29943"",""30442"""
"19.04.2021 09:00 - 19.04.2021 10:00,""31313"",""31538"""
"19.04.2021 10:00 - 19.04.2021 11:00,""31723"",""31991"""
"19.04.2021 11:00 - 19.04.2021 12:00,""31681"",""31892"""
"19.04.2021 12:00 - 19.04.2021 13:00,""31585"",""31741"""
"19.04.2021 13:00 - 19.04.2021 14:00,""31359"",""31425"""
"19.04.2021 14:00 - 19.04.2021 15:00,""30509"",""30543"""
"19.04.2021 15:00 - 19.04.2021 16:00,""29550"",""29424"""
"19.04.2021 16:00 - 19.04.2021 17:00,""28976"",""29063"""
"19.04.2021 17:00 - 19.04.2021 18:00,""28642"",""28613"""
"19.04.2021 18:00 - 19.04.2021 19:00,""28120"",""28668"""
"19.04.2021 19:00 - 19.04.2021 20:00,""28496"",""29352"""
"19.04.2021 20:00 - 19.04.2021 21:00,""30090"",""30794"""
"19.04.2021 21:00 - 19.04.2021 22:00,""31680"",""32029"""
"19.04.2021 22:00 - 19.04.2021 23:00,""29168"",""29298"""
"19.04.2021 23:00 - 20.04.2021 00:00,""26627"",""26653"""
"20.04.2021 00:00 - 20.04.2021 01:00,""24845"",""25026"""
"20.04.2021 01:00 - 20.04.2021 02:00,""23441"",""23619"""
"20.04.2021 02:00 - 20.04.2021 03:00,""22695"",""22824"""
"20.04.2021 03:00 - 20.04.2021 04:00,""22408"",""22438"""
"20.04.2021 04:00 - 20.04.2021 05:00,""22413"",""22325"""
"20.04.2021 05:00 - 20.04.2021 06:00,""22881"",""22825"""
"20.04.2021 06:00 - 20.04.2021 07:00,""25412"",""25167"""
"20.04.2021 07:00 - 20.04.2021 08:00,""28581"",""28369"""
"20.04.2021 08:00 - 20.04.2021 09:00,""30667"",""30297"""
"20.04.2021 09:00 - 20.04.2021 10:00,""31648"",""31463"""
"20.04.2021 10:00 - 20.04.2021 11:00,""32043"",""31791"""
"20.04.2021 11:00 - 20.04.2021 12:00,""32053"",""31695"""
"20.04.2021 12:00 - 20.04.2021 13:00,""32038"",""31685"""
"20.04.2021 13:00 - 20.04.2021 14:00,""31694"",""31590"""
"20.04.2021 14:00 - 20.04.2021 15:00,""30770"",""30782"""
"20.04.2021 15:00 - 20.04.2021 16:00,""29688"",""29996"""
"20.04.2021 16:00 - 20.04.2021 17:00,""29181"",""29466"""
"20.04.2021 17:00 - 20.04.2021 18:00,""28888"",""29179"""
