,,SerialNumber,Year,Hours,Price,Filtered Price,Demand,Hydropower,Wind,Photovoltaics,Import,Export,Coal Price in USD,Coal Price,Neutral Gas Price Index,NetConnect Germany Gas Market,CO2 Certificates,Currency US-EU,Availability Nuclear,Availability Lignites,Availabilitiy Gas,Availability Coal,Availability
24-Nov-18,2:00 AM,16611,2018,123,52.03,52.03,48765.25,1505.75,4711.75,0,3893,5342,80.65,70.74561404,24.79,25.28,20.21,1.14,9363.7,16103.3,8285,12202,45954
24-Nov-18,3:00 AM,16612,2018,124,52.83,52.83,47713.25,1452.25,4511,0,3938,4670,80.65,70.74561404,24.79,25.28,20.21,1.14,9363.7,16103.3,8285,12202,45954
24-Nov-18,4:00 AM,16613,2018,125,50.36,50.36,47741,1437.25,4433.75,0,3800,4608,80.65,70.74561404,24.79,25.28,20.21,1.14,9363.7,16103.3,8285,12202,45954
24-Nov-18,5:00 AM,16614,2018,126,50.13,50.13,47854.75,1394,4423.75,0,3519,5356,80.65,70.74561404,24.79,25.28,20.21,1.14,9363.7,16103.3,8285,12202,45954
24-Nov-18,6:00 AM,16615,2018,127,50.36,50.36,47914,1384.25,4263.75,0,3039,6535,80.65,70.74561404,24.79,25.28,20.21,1.14,9363.7,16103.3,8285,12202,45954
24-Nov-18,7:00 AM,16616,2018,128,53.35,53.35,49445,1380,4243,0,2629,7079,80.65,70.74561404,24.79,25.28,20.21,1.14,9363.7,16103.3,8285,12202,45954
24-Nov-18,8:00 AM,16617,2018,129,63.17,63.17,52846.75,1405,4106.75,40,2192,6608,80.65,70.74561404,24.79,25.28,20.21,1.14,9363.7,16103.3,8285,12202,45954
24-Nov-18,9:00 AM,16618,2018,130,72.2,72.2,56377.25,1332.25,4329.25,552.75,1875,5695,80.65,70.74561404,24.79,25.28,20.21,1.14,9363.7,16103.3,8285,12202,45954
24-Nov-18,10:00 AM,16619,2018,131,73.49,73.49,59024.25,1321,4598.75,1559,1403,5988,80.65,70.74561404,24.79,25.28,20.21,1.14,9363.7,16103.3,8285,12202,45954
24-Nov-18,11:00 AM,16620,2018,132,73.17,73.17,59923.25,1316,4779,2522.75,1653,6353,80.65,70.74561404,24.79,25.28,20.21,1.14,9363.7,16103.3,8285,12202,45954
24-Nov-18,12:00 PM,16621,2018,133,73.01,73.01,60383.5,1295.25,4655.5,3300,1735,6441,80.65,70.74561404,24.79,25.28,20.21,1.14,9363.7,16103.3,8285,12202,45954
24-Nov-18,1:00 PM,16622,2018,134,66.93,66.93,59531.75,1274.25,4345.5,3412.25,1803,5837,80.65,70.74561404,24.79,25.28,20.21,1.14,9363.7,16103.3,8285,12202,45954
24-Nov-18,2:00 PM,16623,2018,135,64.57,64.57,58152.75,1289.25,4127.75,2777.5,1944,6200,80.65,70.74561404,24.79,25.28,20.21,1.14,9363.7,16103.3,8285,12202,45954
24-Nov-18,3:00 PM,16624,2018,136,65.04,65.04,57156.75,1241,4325.75,1687,1669,5542,80.65,70.74561404,24.79,25.28,20.21,1.14,9363.7,16103.3,8285,12202,45954
24-Nov-18,4:00 PM,16625,2018,137,68.11,68.11,57487,1235.5,4580.25,478.25,1957,4077,80.65,70.74561404,24.79,25.28,20.21,1.14,9363.7,16103.3,8285,12202,45954
24-Nov-18,5:00 PM,16626,2018,138,74.5,74.5,59949.5,1411.25,4941.5,8.25,1426,4338,80.65,70.74561404,24.79,25.28,20.21,1.14,9363.7,16103.3,8285,12202,45954
24-Nov-18,6:00 PM,16627,2018,139,70.8,70.8,61504.25,1333.5,5073.25,0,1717,4445,80.65,70.74561404,24.79,25.28,20.21,1.14,9363.7,16103.3,8285,12202,45954
24-Nov-18,7:00 PM,16628,2018,140,71.79,71.79,60559,1323.5,5095.25,0,1991,4889,80.65,70.74561404,24.79,25.28,20.21,1.14,9363.7,16103.3,8285,12202,45954
24-Nov-18,8:00 PM,16629,2018,141,61.97,61.97,58232.25,1266.25,4830.25,0,1973,6179,80.65,70.74561404,24.79,25.28,20.21,1.14,9363.7,16103.3,8285,12202,45954
24-Nov-18,9:00 PM,16630,2018,142,56.21,56.21,54489.5,1259,4532.75,0,2702,6485,80.65,70.74561404,24.79,25.28,20.21,1.14,9363.7,16103.3,8285,12202,45954
24-Nov-18,10:00 PM,16631,2018,143,55.04,55.04,52947.75,1219.25,4551.5,0,3207,6809,80.65,70.74561404,24.79,25.28,20.21,1.14,9363.7,16103.3,8285,12202,45954
24-Nov-18,11:00 PM,16632,2018,144,49.31,49.31,51686.25,1238,4322.25,0,3249,7106,80.65,70.74561404,24.79,25.28,20.21,1.14,9363.7,16103.3,8285,12202,45954
25-Nov-18,12:00 AM,16633,2018,145,51.94,51.94,48613.25,1227.25,4034.25,0,3577,6878,80.65,70.74561404,24.79,25.28,20.08,1.14,9326.6,15725.6,7978,12213.9,45244.1
25-Nov-18,1:00 AM,16634,2018,146,49.86,49.86,46046.75,1209.25,3929.5,0,3525,7387,80.65,70.74561404,24.79,25.28,20.08,1.14,9326.6,15725.6,7978,12213.9,45244.1
25-Nov-18,2:00 AM,16635,2018,147,50.34,50.34,44229,1193,3743.25,0,3417,7203,80.65,70.74561404,24.79,25.28,20.08,1.14,9326.6,15725.6,7978,12213.9,45244.1
25-Nov-18,3:00 AM,16636,2018,148,48.46,48.46,43736.25,1184.5,3931.75,0,3437,5721,80.65,70.74561404,24.79,25.28,20.08,1.14,9326.6,15725.6,7978,12213.9,45244.1
25-Nov-18,4:00 AM,16637,2018,149,48.07,48.07,43759.75,1197.75,4117.5,0,3323,5167,80.65,70.74561404,24.79,25.28,20.08,1.14,9326.6,15725.6,7978,12213.9,45244.1
25-Nov-18,5:00 AM,16638,2018,150,48.07,48.07,43752.5,1186.75,4251.25,0,3092,6190,80.65,70.74561404,24.79,25.28,20.08,1.14,9326.6,15725.6,7978,12213.9,45244.1
25-Nov-18,6:00 AM,16639,2018,151,49.09,49.09,43183.5,1172.25,4195.25,0,3193,7691,80.65,70.74561404,24.79,25.28,20.08,1.14,9326.6,15725.6,7978,12213.9,45244.1
25-Nov-18,7:00 AM,16640,2018,152,47.97,47.97,43357.5,1161.75,4083.25,0,2533,7515,80.65,70.74561404,24.79,25.28,20.08,1.14,9326.6,15725.6,7978,12213.9,45244.1
25-Nov-18,8:00 AM,16641,2018,153,54.16,54.16,45146.25,1168.25,3972.25,46,2707,7784,80.65,70.74561404,24.79,25.28,20.08,1.14,9326.6,15725.6,7978,12213.9,45244.1
25-Nov-18,9:00 AM,16642,2018,154,59.06,59.06,48644.75,1154,4259.25,897.25,2474,8377,80.65,70.74561404,24.79,25.28,20.08,1.14,9326.6,15725.6,7978,12213.9,45244.1
25-Nov-18,10:00 AM,16643,2018,155,60.84,60.84,51396,1132.25,4752,2622.5,2483,8607,80.65,70.74561404,24.79,25.28,20.08,1.14,9326.6,15725.6,7978,12213.9,45244.1
25-Nov-18,11:00 AM,16644,2018,156,63.26,63.26,54478.5,1133.5,5463.75,3973,2331,8675,80.65,70.74561404,24.79,25.28,20.08,1.14,9326.6,15725.6,7978,12213.9,45244.1
25-Nov-18,12:00 PM,16645,2018,157,52.96,52.96,57177.75,1111.25,5764,4472.25,2389,8655,80.65,70.74561404,24.79,25.28,20.08,1.14,9326.6,15725.6,7978,12213.9,45244.1
25-Nov-18,1:00 PM,16646,2018,158,49.87,49.87,56620,1102.25,5619,4337,2205,8387,80.65,70.74561404,24.79,25.28,20.08,1.14,9326.6,15725.6,7978,12213.9,45244.1
25-Nov-18,2:00 PM,16647,2018,159,58.76,58.76,54709.75,1098.75,5558.25,3266.5,2712,7689,80.65,70.74561404,24.79,25.28,20.08,1.14,9326.6,15725.6,7978,12213.9,45244.1
25-Nov-18,3:00 PM,16648,2018,160,50.93,50.93,53717.75,1098.5,5909,1683,2714,6980,80.65,70.74561404,24.79,25.28,20.08,1.14,9326.6,15725.6,7978,12213.9,45244.1
25-Nov-18,4:00 PM,16649,2018,161,61.47,61.47,53994.75,1090.75,6662.25,346,2957,6151,80.65,70.74561404,24.79,25.28,20.08,1.14,9326.6,15725.6,7978,12213.9,45244.1
25-Nov-18,5:00 PM,16650,2018,162,67.65,67.65,57067,1109,8209.5,2,2210,5866,80.65,70.74561404,24.79,25.28,20.08,1.14,9326.6,15725.6,7978,12213.9,45244.1
25-Nov-18,6:00 PM,16651,2018,163,65.45,65.45,59821.25,1103,10015.25,0,1622,6067,80.65,70.74561404,24.79,25.28,20.08,1.14,9326.6,15725.6,7978,12213.9,45244.1
25-Nov-18,7:00 PM,16652,2018,164,52.95,52.95,59683.75,1107,11332.25,0,1935,7240,80.65,70.74561404,24.79,25.28,20.08,1.14,9326.6,15725.6,7978,12213.9,45244.1
25-Nov-18,8:00 PM,16653,2018,165,52.45,52.45,58142.75,1110,12175.25,0,2192,7989,80.65,70.74561404,24.79,25.28,20.08,1.14,9326.6,15725.6,7978,12213.9,45244.1
25-Nov-18,9:00 PM,16654,2018,166,50.19,50.19,54960.75,1092.5,12666,0,2042,7733,80.65,70.74561404,24.79,25.28,20.08,1.14,9326.6,15725.6,7978,12213.9,45244.1
25-Nov-18,10:00 PM,16655,2018,167,50.62,50.62,53804.5,1068.75,13336,0,2547,7303,80.65,70.74561404,24.79,25.28,20.08,1.14,9326.6,15725.6,7978,12213.9,45244.1
25-Nov-18,11:00 PM,16656,2018,168,47.88,47.88,53366.25,1079.75,13785.25,0,2214,8867,80.65,70.74561404,24.79,25.28,20.08,1.14,9326.6,15725.6,7978,12213.9,45244.1
26-Nov-18,12:00 AM,16657,2018,1,49.45,49.45,50499,1075.75,13703.5,0,2359,6851,80.65,70.74561404,24.79,25.28,19.96,1.14,9361.9,16614.2,8466.4,12986,47428.5
26-Nov-18,1:00 AM,16658,2018,2,47.91,47.91,48398.5,1151.75,13685.75,0,1942,7108,80.65,70.74561404,24.79,25.28,19.96,1.14,9361.9,16614.2,8466.4,12986,47428.5
26-Nov-18,2:00 AM,16659,2018,3,46.42,46.42,47310.5,1156,14162.25,0,849,8022,80.65,70.74561404,24.79,25.28,19.96,1.14,9361.9,16614.2,8466.4,12986,47428.5
26-Nov-18,3:00 AM,16660,2018,4,45.07,45.07,46517,1181,13985.5,0,933,7461,80.65,70.74561404,24.79,25.28,19.96,1.14,9361.9,16614.2,8466.4,12986,47428.5
26-Nov-18,4:00 AM,16661,2018,5,44.8,44.8,46401.25,1167,14015,0,1268,7430,80.65,70.74561404,24.79,25.28,19.96,1.14,9361.9,16614.2,8466.4,12986,47428.5
26-Nov-18,5:00 AM,16662,2018,6,48.8,48.8,48812.25,1182.25,14388.5,0,795,8013,80.65,70.74561404,24.79,25.28,19.96,1.14,9361.9,16614.2,8466.4,12986,47428.5
26-Nov-18,6:00 AM,16663,2018,7,56.94,56.94,54408.5,1169,14673.25,0,674,6982,80.65,70.74561404,24.79,25.28,19.96,1.14,9361.9,16614.2,8466.4,12986,47428.5
26-Nov-18,7:00 AM,16664,2018,8,79.27,79.27,63553.75,1203.5,14790.5,0,775,5628,80.65,70.74561404,24.79,25.28,19.96,1.14,9361.9,16614.2,8466.4,12986,47428.5
26-Nov-18,8:00 AM,16665,2018,9,83.08,83.08,68505.75,1203.5,15026.75,27,1046,4644,80.65,70.74561404,24.79,25.28,19.96,1.14,9361.9,16614.2,8466.4,12986,47428.5
26-Nov-18,9:00 AM,16666,2018,10,81.21,81.21,70400.5,1243.75,14388.5,415.5,881,5817,80.65,70.74561404,24.79,25.28,19.96,1.14,9361.9,16614.2,8466.4,12986,47428.5
26-Nov-18,10:00 AM,16667,2018,11,80.25,80.25,71599.5,1371.75,12913.75,1260,1280,5123,80.65,70.74561404,24.79,25.28,19.96,1.14,9361.9,16614.2,8466.4,12986,47428.5
26-Nov-18,11:00 AM,16668,2018,12,86.99,86.99,72227.75,1432.5,10891.5,2041,1717,4074,80.65,70.74561404,24.79,25.28,19.96,1.14,9361.9,16614.2,8466.4,12986,47428.5
26-Nov-18,12:00 PM,16669,2018,13,86.93,86.93,72576.75,1340,9253.25,2491.75,2307,2844,80.65,70.74561404,24.79,25.28,19.96,1.14,9361.9,16614.2,8466.4,12986,47428.5
26-Nov-18,1:00 PM,16670,2018,14,92.42,92.42,72070,1493.25,8129.75,2291.75,2608,1732,80.65,70.74561404,24.79,25.28,19.96,1.14,9361.9,16614.2,8466.4,12986,47428.5
26-Nov-18,2:00 PM,16671,2018,15,94.74,94.74,71195,1291,7193.5,1646.75,2515,1637,80.65,70.74561404,24.79,25.28,19.96,1.14,9361.9,16614.2,8466.4,12986,47428.5
26-Nov-18,3:00 PM,16672,2018,16,95,95,70594,1483.25,6457,780.5,2519,2207,80.65,70.74561404,24.79,25.28,19.96,1.14,9361.9,16614.2,8466.4,12986,47428.5
26-Nov-18,4:00 PM,16673,2018,17,100.02,100.02,70145.75,1578,6714.5,146.25,2754,2768,80.65,70.74561404,24.79,25.28,19.96,1.14,9361.9,16614.2,8466.4,12986,47428.5
26-Nov-18,5:00 PM,16674,2018,18,105.02,105.02,71418.75,1528.5,7418,2.25,2858,2221,80.65,70.74561404,24.79,25.28,19.96,1.14,9361.9,16614.2,8466.4,12986,47428.5
26-Nov-18,6:00 PM,16675,2018,19,94.05,94.05,72399.75,1446,7769.5,0,2158,3201,80.65,70.74561404,24.79,25.28,19.96,1.14,9361.9,16614.2,8466.4,12986,47428.5
26-Nov-18,7:00 PM,16676,2018,20,85,85,71409.5,1407.5,7950.25,0,1991,3577,80.65,70.74561404,24.79,25.28,19.96,1.14,9361.9,16614.2,8466.4,12986,47428.5
26-Nov-18,8:00 PM,16677,2018,21,77.61,77.61,69455,1289.5,8015.5,0,2149,3223,80.65,70.74561404,24.79,25.28,19.96,1.14,9361.9,16614.2,8466.4,12986,47428.5
26-Nov-18,9:00 PM,16678,2018,22,70.96,70.96,65333.75,1280.5,7291.5,0,2355,4468,80.65,70.74561404,24.79,25.28,19.96,1.14,9361.9,16614.2,8466.4,12986,47428.5
26-Nov-18,10:00 PM,16679,2018,23,59.92,59.92,62162.75,1279,6583.25,0,2965,4053,80.65,70.74561404,24.79,25.28,19.96,1.14,9361.9,16614.2,8466.4,12986,47428.5
26-Nov-18,11:00 PM,16680,2018,24,56.19,56.19,59277.25,1341.75,6089.75,0,3521,3903,80.65,70.74561404,24.79,25.28,19.96,1.14,9361.9,16614.2,8466.4,12986,47428.5
27-Nov-18,12:00 AM,16681,2018,25,54.18,54.18,54972.5,1351.75,5405,0,4053,4781,80.2,70.35087719,24.86,25.06,19.83,1.14,9371.7,17016.6,8627.5,12807,47822.8
27-Nov-18,1:00 AM,16682,2018,26,52.55,52.55,52123.5,1437.5,5209,0,4110,5023,80.2,70.35087719,24.86,25.06,19.83,1.14,9371.7,17016.6,8627.5,12807,47822.8
27-Nov-18,2:00 AM,16683,2018,27,52.57,52.57,50736,1438.25,4942.5,0,4412,3890,80.2,70.35087719,24.86,25.06,19.83,1.14,9371.7,17016.6,8627.5,12807,47822.8
27-Nov-18,3:00 AM,16684,2018,28,51.01,51.01,50330,1443.75,4965.25,0,4490,2682,80.2,70.35087719,24.86,25.06,19.83,1.14,9371.7,17016.6,8627.5,12807,47822.8
27-Nov-18,4:00 AM,16685,2018,29,51.55,51.55,51380.25,1443.25,4789,0,4084,2702,80.2,70.35087719,24.86,25.06,19.83,1.14,9371.7,17016.6,8627.5,12807,47822.8
27-Nov-18,5:00 AM,16686,2018,30,54.97,54.97,52581,1423.75,4685,0,3544,3710,80.2,70.35087719,24.86,25.06,19.83,1.14,9371.7,17016.6,8627.5,12807,47822.8
27-Nov-18,6:00 AM,16687,2018,31,71.9,71.9,56373.75,1411.5,4661.25,0,2067,2528,80.2,70.35087719,24.86,25.06,19.83,1.14,9371.7,17016.6,8627.5,12807,47822.8
27-Nov-18,7:00 AM,16688,2018,32,93.03,93.03,64248.75,1405.5,4500,0,3417,411,80.2,70.35087719,24.86,25.06,19.83,1.14,9371.7,17016.6,8627.5,12807,47822.8
27-Nov-18,8:00 AM,16689,2018,33,100,100,68523,1412.5,4200.75,29.5,3563,900,80.2,70.35087719,24.86,25.06,19.83,1.14,9371.7,17016.6,8627.5,12807,47822.8
27-Nov-18,9:00 AM,16690,2018,34,99,99,69702.5,1466.75,3640.5,439.75,3026,1449,80.2,70.35087719,24.86,25.06,19.83,1.14,9371.7,17016.6,8627.5,12807,47822.8
27-Nov-18,10:00 AM,16691,2018,35,93.37,93.37,70028.5,1463,3087.75,1436.5,3111,1006,80.2,70.35087719,24.86,25.06,19.83,1.14,9371.7,17016.6,8627.5,12807,47822.8
27-Nov-18,11:00 AM,16692,2018,36,95,95,70557.75,1410,2741.75,2491.5,3924,67,80.2,70.35087719,24.86,25.06,19.83,1.14,9371.7,17016.6,8627.5,12807,47822.8
27-Nov-18,12:00 PM,16693,2018,37,88.98,88.98,70946.25,1464.25,2775.75,3381.75,4108,319,80.2,70.35087719,24.86,25.06,19.83,1.14,9371.7,17016.6,8627.5,12807,47822.8
27-Nov-18,1:00 PM,16694,2018,38,88.21,88.21,70930.5,1468,3397.25,3611.25,3516,709,80.2,70.35087719,24.86,25.06,19.83,1.14,9371.7,17016.6,8627.5,12807,47822.8
27-Nov-18,2:00 PM,16695,2018,39,85.99,85.99,70488.25,1472,3949.25,2808.25,3520,417,80.2,70.35087719,24.86,25.06,19.83,1.14,9371.7,17016.6,8627.5,12807,47822.8
27-Nov-18,3:00 PM,16696,2018,40,86.94,86.94,69978.25,1481.5,4222.25,1450.5,4091,478,80.2,70.35087719,24.86,25.06,19.83,1.14,9371.7,17016.6,8627.5,12807,47822.8
27-Nov-18,4:00 PM,16697,2018,41,87.19,87.19,69697.25,1420.75,4745,324.5,3651,2478,80.2,70.35087719,24.86,25.06,19.83,1.14,9371.7,17016.6,8627.5,12807,47822.8
27-Nov-18,5:00 PM,16698,2018,42,98.27,98.27,71629,1686,5586.75,1.75,2563,3398,80.2,70.35087719,24.86,25.06,19.83,1.14,9371.7,17016.6,8627.5,12807,47822.8
27-Nov-18,6:00 PM,16699,2018,43,92.43,92.43,72781.75,1688,6509.75,0,2229,1897,80.2,70.35087719,24.86,25.06,19.83,1.14,9371.7,17016.6,8627.5,12807,47822.8
27-Nov-18,7:00 PM,16700,2018,44,82.76,82.76,71833.25,1521.25,7730.25,0,2440,1197,80.2,70.35087719,24.86,25.06,19.83,1.14,9371.7,17016.6,8627.5,12807,47822.8
27-Nov-18,8:00 PM,16701,2018,45,70.16,70.16,70369.5,1525.5,8994.5,0,2462,4451,80.2,70.35087719,24.86,25.06,19.83,1.14,9371.7,17016.6,8627.5,12807,47822.8
27-Nov-18,9:00 PM,16702,2018,46,57.55,57.55,67146,1413,10393,0,2458,5150,80.2,70.35087719,24.86,25.06,19.83,1.14,9371.7,17016.6,8627.5,12807,47822.8
27-Nov-18,10:00 PM,16703,2018,47,54.43,54.43,64348.25,1378.75,11308.75,0,2866,5851,80.2,70.35087719,24.86,25.06,19.83,1.14,9371.7,17016.6,8627.5,12807,47822.8
27-Nov-18,11:00 PM,16704,2018,48,50.09,50.09,61431.25,1376.75,11882,0,2668,5950,80.2,70.35087719,24.86,25.06,19.83,1.14,9371.7,17016.6,8627.5,12807,47822.8
28-Nov-18,12:00 AM,16705,2018,49,48.97,48.97,57740,1357.75,12772.5,0,1631,7622,81.13,71.79646018,24.54,25.05,19.6,1.13,9370.5,16899.1,8480.3,12854.2,47604.1
28-Nov-18,1:00 AM,16706,2018,50,47.57,47.57,54854.25,1355.25,13724.5,0,1774,8089,81.13,71.79646018,24.54,25.05,19.6,1.13,9370.5,16899.1,8480.3,12854.2,47604.1
28-Nov-18,2:00 AM,16707,2018,51,47.01,47.01,53413.75,1345,14356,0,2306,7738,81.13,71.79646018,24.54,25.05,19.6,1.13,9370.5,16899.1,8480.3,12854.2,47604.1
28-Nov-18,3:00 AM,16708,2018,52,46.28,46.28,53448.25,1334.25,15322,0,2271,7579,81.13,71.79646018,24.54,25.05,19.6,1.13,9370.5,16899.1,8480.3,12854.2,47604.1
28-Nov-18,4:00 AM,16709,2018,53,46.73,46.73,53778.5,1319.75,15627.25,0,2205,8435,81.13,71.79646018,24.54,25.05,19.6,1.13,9370.5,16899.1,8480.3,12854.2,47604.1
28-Nov-18,5:00 AM,16710,2018,54,48.95,48.95,55267.75,1357.5,16634.75,0,1765,9806,81.13,71.79646018,24.54,25.05,19.6,1.13,9370.5,16899.1,8480.3,12854.2,47604.1
28-Nov-18,6:00 AM,16711,2018,55,55.78,55.78,60289,1372.25,17966.5,0,1363,9283,81.13,71.79646018,24.54,25.05,19.6,1.13,9370.5,16899.1,8480.3,12854.2,47604.1
28-Nov-18,7:00 AM,16712,2018,56,67.76,67.76,68971.75,1369,18937.75,0,1506,7360,81.13,71.79646018,24.54,25.05,19.6,1.13,9370.5,16899.1,8480.3,12854.2,47604.1
28-Nov-18,8:00 AM,16713,2018,57,70,70,73239.75,1431,19430.75,37,1467,7740,81.13,71.79646018,24.54,25.05,19.6,1.13,9370.5,16899.1,8480.3,12854.2,47604.1
28-Nov-18,9:00 AM,16714,2018,58,65.29,65.29,74398.5,1410.75,19524,1123,1076,9544,81.13,71.79646018,24.54,25.05,19.6,1.13,9370.5,16899.1,8480.3,12854.2,47604.1
28-Nov-18,10:00 AM,16715,2018,59,55.22,55.22,74396.5,1468.75,19131.25,3714.25,1001,10226,81.13,71.79646018,24.54,25.05,19.6,1.13,9370.5,16899.1,8480.3,12854.2,47604.1
28-Nov-18,11:00 AM,16716,2018,60,53.54,53.54,75188,1320,19151.25,6303.25,1347,9322,81.13,71.79646018,24.54,25.05,19.6,1.13,9370.5,16899.1,8480.3,12854.2,47604.1
28-Nov-18,12:00 PM,16717,2018,61,52.88,52.88,75484.75,1301.25,18845.25,7767.5,1240,10223,81.13,71.79646018,24.54,25.05,19.6,1.13,9370.5,16899.1,8480.3,12854.2,47604.1
28-Nov-18,1:00 PM,16718,2018,62,52.88,52.88,74949.25,1324.5,19712.25,7475.5,1478,8718,81.13,71.79646018,24.54,25.05,19.6,1.13,9370.5,16899.1,8480.3,12854.2,47604.1
28-Nov-18,2:00 PM,16719,2018,63,53.21,53.21,74954.5,1332,20819.25,5461.25,1472,9263,81.13,71.79646018,24.54,25.05,19.6,1.13,9370.5,16899.1,8480.3,12854.2,47604.1
28-Nov-18,3:00 PM,16720,2018,64,57.25,57.25,74681.25,1514.25,21838,2732.5,2272,7665,81.13,71.79646018,24.54,25.05,19.6,1.13,9370.5,16899.1,8480.3,12854.2,47604.1
28-Nov-18,4:00 PM,16721,2018,65,60.73,60.73,74178.75,1385.75,23828.5,451.75,2049,7418,81.13,71.79646018,24.54,25.05,19.6,1.13,9370.5,16899.1,8480.3,12854.2,47604.1
28-Nov-18,5:00 PM,16722,2018,66,62.25,62.25,76207,1467.5,26852,2,1479,7342,81.13,71.79646018,24.54,25.05,19.6,1.13,9370.5,16899.1,8480.3,12854.2,47604.1
28-Nov-18,6:00 PM,16723,2018,67,51.63,51.63,77937,1444.25,29260.25,0,1168,8624,81.13,71.79646018,24.54,25.05,19.6,1.13,9370.5,16899.1,8480.3,12854.2,47604.1
28-Nov-18,7:00 PM,16724,2018,68,50.42,50.42,77256.25,1429,29830.5,0,1410,7975,81.13,71.79646018,24.54,25.05,19.6,1.13,9370.5,16899.1,8480.3,12854.2,47604.1
28-Nov-18,8:00 PM,16725,2018,69,47.79,47.79,74851.75,1262.25,29370.75,0,841,9424,81.13,71.79646018,24.54,25.05,19.6,1.13,9370.5,16899.1,8480.3,12854.2,47604.1
28-Nov-18,9:00 PM,16726,2018,70,46.21,46.21,69582.5,1272,29490.75,0,952,10323,81.13,71.79646018,24.54,25.05,19.6,1.13,9370.5,16899.1,8480.3,12854.2,47604.1
28-Nov-18,10:00 PM,16727,2018,71,44.91,44.91,66020.5,1310.5,28924.75,0,1047,10859,81.13,71.79646018,24.54,25.05,19.6,1.13,9370.5,16899.1,8480.3,12854.2,47604.1
28-Nov-18,11:00 PM,16728,2018,72,38.47,38.47,62296.25,1339,27989.25,0,983,10420,81.13,71.79646018,24.54,25.05,19.6,1.13,9370.5,16899.1,8480.3,12854.2,47604.1
29-Nov-18,12:00 AM,16729,2018,73,40.95,40.95,58069.75,1334.75,27768.75,0,1257,10419,83.07,73.51327434,25.14,25.59,19.29,1.13,9363.4,17263,8086.8,11987.6,46700.8
29-Nov-18,1:00 AM,16730,2018,74,36.84,36.84,55547.25,1382.25,27344.5,0,1219,10567,83.07,73.51327434,25.14,25.59,19.29,1.13,9363.4,17263,8086.8,11987.6,46700.8
29-Nov-18,2:00 AM,16731,2018,75,35.1,35.1,53519.25,1279.75,27047,0,1350,10117,83.07,73.51327434,25.14,25.59,19.29,1.13,9363.4,17263,8086.8,11987.6,46700.8
29-Nov-18,3:00 AM,16732,2018,76,37.57,37.57,53118.5,1301,26579.75,0,1763,9603,83.07,73.51327434,25.14,25.59,19.29,1.13,9363.4,17263,8086.8,11987.6,46700.8
29-Nov-18,4:00 AM,16733,2018,77,39.94,39.94,53505.25,1260.25,26149.5,0,1825,8831,83.07,73.51327434,25.14,25.59,19.29,1.13,9363.4,17263,8086.8,11987.6,46700.8
29-Nov-18,5:00 AM,16734,2018,78,43.69,43.69,55115.25,1281.75,25741.25,0,1371,9749,83.07,73.51327434,25.14,25.59,19.29,1.13,9363.4,17263,8086.8,11987.6,46700.8
29-Nov-18,6:00 AM,16735,2018,79,52.51,52.51,58525.75,1329,25317,0,2111,8374,83.07,73.51327434,25.14,25.59,19.29,1.13,9363.4,17263,8086.8,11987.6,46700.8
29-Nov-18,7:00 AM,16736,2018,80,59.71,59.71,67651.5,1335.25,25590,0,2127,6636,83.07,73.51327434,25.14,25.59,19.29,1.13,9363.4,17263,8086.8,11987.6,46700.8
29-Nov-18,8:00 AM,16737,2018,81,61.87,61.87,72617.5,1417.25,25747.25,55.5,1934,7172,83.07,73.51327434,25.14,25.59,19.29,1.13,9363.4,17263,8086.8,11987.6,46700.8
29-Nov-18,9:00 AM,16738,2018,82,53.75,53.75,73855,1270.75,25515.25,1207.75,1755,7305,83.07,73.51327434,25.14,25.59,19.29,1.13,9363.4,17263,8086.8,11987.6,46700.8
29-Nov-18,10:00 AM,16739,2018,83,57.96,57.96,73865.25,1122.25,24962,3783.5,1844,7410,83.07,73.51327434,25.14,25.59,19.29,1.13,9363.4,17263,8086.8,11987.6,46700.8
29-Nov-18,11:00 AM,16740,2018,84,56.55,56.55,74350.25,1126.25,24273,6099.75,2118,7484,83.07,73.51327434,25.14,25.59,19.29,1.13,9363.4,17263,8086.8,11987.6,46700.8
29-Nov-18,12:00 PM,16741,2018,85,55.8,55.8,75027.5,1103.25,24036,7240,1802,7811,83.07,73.51327434,25.14,25.59,19.29,1.13,9363.4,17263,8086.8,11987.6,46700.8
29-Nov-18,1:00 PM,16742,2018,86,56.56,56.56,74940.5,1116.75,25012.75,6554.75,2351,6871,83.07,73.51327434,25.14,25.59,19.29,1.13,9363.4,17263,8086.8,11987.6,46700.8
29-Nov-18,2:00 PM,16743,2018,87,55.67,55.67,74394.5,1175.25,25849.25,4319.5,2430,7532,83.07,73.51327434,25.14,25.59,19.29,1.13,9363.4,17263,8086.8,11987.6,46700.8
29-Nov-18,3:00 PM,16744,2018,88,56.67,56.67,73841.5,1397.25,27246.25,1822.5,2578,7570,83.07,73.51327434,25.14,25.59,19.29,1.13,9363.4,17263,8086.8,11987.6,46700.8
29-Nov-18,4:00 PM,16745,2018,89,57.09,57.09,74114,1379.75,28876.75,322,2409,7671,83.07,73.51327434,25.14,25.59,19.29,1.13,9363.4,17263,8086.8,11987.6,46700.8
29-Nov-18,5:00 PM,16746,2018,90,59.36,59.36,75725.25,1340,30941,1.25,2019,6917,83.07,73.51327434,25.14,25.59,19.29,1.13,9363.4,17263,8086.8,11987.6,46700.8
