,,SerialNumber,Year,Hours,Price,Filtered Price,Demand,Hydropower,Wind,Photovoltaics,Import,Export,Coal Price in USD,Coal Price,Neutral Gas Price Index,NetConnect Germany Gas Market,CO2 Certificates,Currency US-EU,Availability Nuclear,Availability Lignites,Availabilitiy Gas,Availability Coal,Availability
3-Apr-17,7:00 AM,2215,2017,7,49.28,49.28,57707.25,1507.25,3215,49.5,2349,4577,71.85,67.14953271,15.48,15.9,4.8,1.07,6614.5,18275,7362.6,13472.6,45724.7
3-Apr-17,8:00 AM,2216,2017,8,54.02,54.02,62995.5,1529.5,2845.75,1267.5,2304,4620,71.85,67.14953271,15.48,15.9,4.8,1.07,6614.5,18275,7362.6,13472.6,45724.7
3-Apr-17,9:00 AM,2217,2017,9,50,50,65210.5,1538,2335.25,4382.75,1860,6191,71.85,67.14953271,15.48,15.9,4.8,1.07,6614.5,18275,7362.6,13472.6,45724.7
3-Apr-17,10:00 AM,2218,2017,10,48.43,48.43,65680.25,1538.75,1720.5,8178.25,2466,5940,71.85,67.14953271,15.48,15.9,4.8,1.07,6614.5,18275,7362.6,13472.6,45724.7
3-Apr-17,11:00 AM,2219,2017,11,44.95,44.95,67460.5,1538,1501.75,12205,2094,6805,71.85,67.14953271,15.48,15.9,4.8,1.07,6614.5,18275,7362.6,13472.6,45724.7
3-Apr-17,12:00 PM,2220,2017,12,38.93,38.93,68158.5,1564.75,1267.5,14780.5,2103,7693,71.85,67.14953271,15.48,15.9,4.8,1.07,6614.5,18275,7362.6,13472.6,45724.7
3-Apr-17,1:00 PM,2221,2017,13,36.68,36.68,68164.75,1632.25,1106.25,15963,2063,8665,71.85,67.14953271,15.48,15.9,4.8,1.07,6614.5,18275,7362.6,13472.6,45724.7
3-Apr-17,2:00 PM,2222,2017,14,32.94,32.94,65831.75,1606.25,1036,16045.25,2718,8441,71.85,67.14953271,15.48,15.9,4.8,1.07,6614.5,18275,7362.6,13472.6,45724.7
3-Apr-17,3:00 PM,2223,2017,15,30.91,30.91,64271.25,1606.75,1164.5,15317.75,3334,8424,71.85,67.14953271,15.48,15.9,4.8,1.07,6614.5,18275,7362.6,13472.6,45724.7
3-Apr-17,4:00 PM,2224,2017,16,31.72,31.72,63068,1602,1372.75,13394.75,3382,7752,71.85,67.14953271,15.48,15.9,4.8,1.07,6614.5,18275,7362.6,13472.6,45724.7
3-Apr-17,5:00 PM,2225,2017,17,32.19,32.19,61349,1690.25,1387.25,9956.25,3779,6720,71.85,67.14953271,15.48,15.9,4.8,1.07,6614.5,18275,7362.6,13472.6,45724.7
3-Apr-17,6:00 PM,2226,2017,18,37.46,37.46,60616.75,1609.25,1385.5,5817.25,4282,4526,71.85,67.14953271,15.48,15.9,4.8,1.07,6614.5,18275,7362.6,13472.6,45724.7
3-Apr-17,7:00 PM,2227,2017,19,41.78,41.78,60639.25,1625,1529.75,2140,4404,3392,71.85,67.14953271,15.48,15.9,4.8,1.07,6614.5,18275,7362.6,13472.6,45724.7
3-Apr-17,8:00 PM,2228,2017,20,43.59,43.59,60999.25,1653,1929.5,193.25,4017,3731,71.85,67.14953271,15.48,15.9,4.8,1.07,6614.5,18275,7362.6,13472.6,45724.7
3-Apr-17,9:00 PM,2229,2017,21,38.97,38.97,60069.5,1724.75,2519.25,0,3944,4698,71.85,67.14953271,15.48,15.9,4.8,1.07,6614.5,18275,7362.6,13472.6,45724.7
3-Apr-17,10:00 PM,2230,2017,22,35.18,35.18,55808.5,1608.25,3005.75,0,3844,7195,71.85,67.14953271,15.48,15.9,4.8,1.07,6614.5,18275,7362.6,13472.6,45724.7
3-Apr-17,11:00 PM,2231,2017,23,31.08,31.08,51520.25,1663.5,3338.5,0,3659,8787,71.85,67.14953271,15.48,15.9,4.8,1.07,6614.5,18275,7362.6,13472.6,45724.7
4-Apr-17,12:00 AM,2232,2017,24,31.57,31.57,47467,1695.5,3328.75,0,3061,7757,76.55,71.54205607,15.56,16.11,4.86,1.07,6604.8,18473.3,7731.5,14130.1,46939.7
4-Apr-17,1:00 AM,2233,2017,25,30.13,30.13,44505.25,1691.25,3272.75,0,3054,7671,76.55,71.54205607,15.56,16.11,4.86,1.07,6604.8,18473.3,7731.5,14130.1,46939.7
4-Apr-17,2:00 AM,2234,2017,26,29.29,29.29,43257.25,1709,3145.5,0,3461,6878,76.55,71.54205607,15.56,16.11,4.86,1.07,6604.8,18473.3,7731.5,14130.1,46939.7
4-Apr-17,3:00 AM,2235,2017,27,29.47,29.47,42763.5,1700.75,2863,0,3694,6102,76.55,71.54205607,15.56,16.11,4.86,1.07,6604.8,18473.3,7731.5,14130.1,46939.7
4-Apr-17,4:00 AM,2236,2017,28,29.8,29.8,43650,1682.75,2813.25,0,4143,5832,76.55,71.54205607,15.56,16.11,4.86,1.07,6604.8,18473.3,7731.5,14130.1,46939.7
4-Apr-17,5:00 AM,2237,2017,29,31.83,31.83,45857,1700.75,2764.75,0,4175,5652,76.55,71.54205607,15.56,16.11,4.86,1.07,6604.8,18473.3,7731.5,14130.1,46939.7
4-Apr-17,6:00 AM,2238,2017,30,41.17,41.17,50563,1709.25,2610,0,4363,4191,76.55,71.54205607,15.56,16.11,4.86,1.07,6604.8,18473.3,7731.5,14130.1,46939.7
4-Apr-17,7:00 AM,2239,2017,31,51.01,51.01,58448.75,1711.25,2556,56,3310,3831,76.55,71.54205607,15.56,16.11,4.86,1.07,6604.8,18473.3,7731.5,14130.1,46939.7
4-Apr-17,8:00 AM,2240,2017,32,52.39,52.39,62715.5,1732.25,2459.5,1543.5,2786,4734,76.55,71.54205607,15.56,16.11,4.86,1.07,6604.8,18473.3,7731.5,14130.1,46939.7
4-Apr-17,9:00 AM,2241,2017,33,50.94,50.94,64770.25,1749,1917.75,5261,1707,5983,76.55,71.54205607,15.56,16.11,4.86,1.07,6604.8,18473.3,7731.5,14130.1,46939.7
4-Apr-17,10:00 AM,2242,2017,34,43.3,43.3,65211,1739.5,1152.5,9667.75,1434,7741,76.55,71.54205607,15.56,16.11,4.86,1.07,6604.8,18473.3,7731.5,14130.1,46939.7
4-Apr-17,11:00 AM,2243,2017,35,42.33,42.33,66052.75,1745.75,997.5,13621,1513,7665,76.55,71.54205607,15.56,16.11,4.86,1.07,6604.8,18473.3,7731.5,14130.1,46939.7
4-Apr-17,12:00 PM,2244,2017,36,39.16,39.16,67040,1772.25,930.25,15915.5,1388,8675,76.55,71.54205607,15.56,16.11,4.86,1.07,6604.8,18473.3,7731.5,14130.1,46939.7
4-Apr-17,1:00 PM,2245,2017,37,37.72,37.72,66371,1778.75,854.5,16128.75,1507,7996,76.55,71.54205607,15.56,16.11,4.86,1.07,6604.8,18473.3,7731.5,14130.1,46939.7
4-Apr-17,2:00 PM,2246,2017,38,34.6,34.6,64836.5,1748.75,859.25,15469,1850,7316,76.55,71.54205607,15.56,16.11,4.86,1.07,6604.8,18473.3,7731.5,14130.1,46939.7
4-Apr-17,3:00 PM,2247,2017,39,34.45,34.45,63734.25,1726,865.5,14186.75,1970,7406,76.55,71.54205607,15.56,16.11,4.86,1.07,6604.8,18473.3,7731.5,14130.1,46939.7
4-Apr-17,4:00 PM,2248,2017,40,34.45,34.45,62047.25,1749,1049.25,12209.75,2974,7038,76.55,71.54205607,15.56,16.11,4.86,1.07,6604.8,18473.3,7731.5,14130.1,46939.7
4-Apr-17,5:00 PM,2249,2017,41,37.49,37.49,60890.5,1797,1129.25,9356.5,4396,6894,76.55,71.54205607,15.56,16.11,4.86,1.07,6604.8,18473.3,7731.5,14130.1,46939.7
4-Apr-17,6:00 PM,2250,2017,42,41.59,41.59,60588.5,1752.5,1165,5659.75,4899,5172,76.55,71.54205607,15.56,16.11,4.86,1.07,6604.8,18473.3,7731.5,14130.1,46939.7
4-Apr-17,7:00 PM,2251,2017,43,45.26,45.26,60279.25,1760.5,1229,2185.5,5236,3803,76.55,71.54205607,15.56,16.11,4.86,1.07,6604.8,18473.3,7731.5,14130.1,46939.7
4-Apr-17,8:00 PM,2252,2017,44,47.57,47.57,60630,1772.25,1382.75,213.75,5129,3913,76.55,71.54205607,15.56,16.11,4.86,1.07,6604.8,18473.3,7731.5,14130.1,46939.7
4-Apr-17,9:00 PM,2253,2017,45,40.07,40.07,59966,1714.75,1712,0,4980,4993,76.55,71.54205607,15.56,16.11,4.86,1.07,6604.8,18473.3,7731.5,14130.1,46939.7
4-Apr-17,10:00 PM,2254,2017,46,38.91,38.91,56148.75,1714.5,1851,0,4367,6349,76.55,71.54205607,15.56,16.11,4.86,1.07,6604.8,18473.3,7731.5,14130.1,46939.7
4-Apr-17,11:00 PM,2255,2017,47,33.04,33.04,51981,1732,1735.75,0,4231,8095,76.55,71.54205607,15.56,16.11,4.86,1.07,6604.8,18473.3,7731.5,14130.1,46939.7
5-Apr-17,12:00 AM,2256,2017,48,30,30,47583.75,1723.25,1727.5,0,4282,6858,77.65,72.57009346,16.05,16.47,4.64,1.07,6605.1,18483.8,7788.7,13510.1,46387.7
5-Apr-17,1:00 AM,2257,2017,49,29.64,29.64,44375.75,1743.5,1861,0,4156,6065,77.65,72.57009346,16.05,16.47,4.64,1.07,6605.1,18483.8,7788.7,13510.1,46387.7
5-Apr-17,2:00 AM,2258,2017,50,28.39,28.39,42923.75,1738.25,1924.5,0,4277,6180,77.65,72.57009346,16.05,16.47,4.64,1.07,6605.1,18483.8,7788.7,13510.1,46387.7
5-Apr-17,3:00 AM,2259,2017,51,27.94,27.94,42615,1753.75,2340.25,0,5008,5227,77.65,72.57009346,16.05,16.47,4.64,1.07,6605.1,18483.8,7788.7,13510.1,46387.7
5-Apr-17,4:00 AM,2260,2017,52,27.49,27.49,43953.25,1782.25,2625.25,0,5160,4984,77.65,72.57009346,16.05,16.47,4.64,1.07,6605.1,18483.8,7788.7,13510.1,46387.7
5-Apr-17,5:00 AM,2261,2017,53,29.65,29.65,45873,1759.25,3203,0,4639,5504,77.65,72.57009346,16.05,16.47,4.64,1.07,6605.1,18483.8,7788.7,13510.1,46387.7
5-Apr-17,6:00 AM,2262,2017,54,37.1,37.1,50794.5,1755.75,4239,0.25,4826,4250,77.65,72.57009346,16.05,16.47,4.64,1.07,6605.1,18483.8,7788.7,13510.1,46387.7
5-Apr-17,7:00 AM,2263,2017,55,44.2,44.2,59054.5,1744.75,5314.5,78.5,3750,3735,77.65,72.57009346,16.05,16.47,4.64,1.07,6605.1,18483.8,7788.7,13510.1,46387.7
5-Apr-17,8:00 AM,2264,2017,56,48.1,48.1,63261.25,1726.75,6137.75,1792.25,2728,5134,77.65,72.57009346,16.05,16.47,4.64,1.07,6605.1,18483.8,7788.7,13510.1,46387.7
5-Apr-17,9:00 AM,2265,2017,57,44.03,44.03,65191.75,1717,6339.75,5927,1931,6783,77.65,72.57009346,16.05,16.47,4.64,1.07,6605.1,18483.8,7788.7,13510.1,46387.7
5-Apr-17,10:00 AM,2266,2017,58,39.02,39.02,65758.75,1711.25,6482,10769.25,1812,7990,77.65,72.57009346,16.05,16.47,4.64,1.07,6605.1,18483.8,7788.7,13510.1,46387.7
5-Apr-17,11:00 AM,2267,2017,59,36.98,36.98,67349,1713.75,7982.5,14905,1843,8325,77.65,72.57009346,16.05,16.47,4.64,1.07,6605.1,18483.8,7788.7,13510.1,46387.7
5-Apr-17,12:00 PM,2268,2017,60,34.03,34.03,69143.75,1743,9759.5,16969.25,1711,8032,77.65,72.57009346,16.05,16.47,4.64,1.07,6605.1,18483.8,7788.7,13510.1,46387.7
5-Apr-17,1:00 PM,2269,2017,61,32.89,32.89,69280.25,1759,11558.25,16721.5,1923,8656,77.65,72.57009346,16.05,16.47,4.64,1.07,6605.1,18483.8,7788.7,13510.1,46387.7
5-Apr-17,2:00 PM,2270,2017,62,30.06,30.06,68399.75,1731.25,13986.75,15421.25,2185,8724,77.65,72.57009346,16.05,16.47,4.64,1.07,6605.1,18483.8,7788.7,13510.1,46387.7
5-Apr-17,3:00 PM,2271,2017,63,29.53,29.53,67603.75,1737,16343.5,13211.25,2595,8455,77.65,72.57009346,16.05,16.47,4.64,1.07,6605.1,18483.8,7788.7,13510.1,46387.7
5-Apr-17,4:00 PM,2272,2017,64,30.01,30.01,66393.5,1758,18657,10076.25,2780,8511,77.65,72.57009346,16.05,16.47,4.64,1.07,6605.1,18483.8,7788.7,13510.1,46387.7
5-Apr-17,5:00 PM,2273,2017,65,30.06,30.06,64593.5,1724,20574.5,6747.75,3039,8517,77.65,72.57009346,16.05,16.47,4.64,1.07,6605.1,18483.8,7788.7,13510.1,46387.7
5-Apr-17,6:00 PM,2274,2017,66,29.9,29.9,64815,1733.75,22649,3732,3132,7826,77.65,72.57009346,16.05,16.47,4.64,1.07,6605.1,18483.8,7788.7,13510.1,46387.7
5-Apr-17,7:00 PM,2275,2017,67,32.69,32.69,65197.75,1699.25,23138.5,1420,2937,6986,77.65,72.57009346,16.05,16.47,4.64,1.07,6605.1,18483.8,7788.7,13510.1,46387.7
5-Apr-17,8:00 PM,2276,2017,68,35,35,65315.75,1717.25,22231.5,138.5,2899,7307,77.65,72.57009346,16.05,16.47,4.64,1.07,6605.1,18483.8,7788.7,13510.1,46387.7
5-Apr-17,9:00 PM,2277,2017,69,29.93,29.93,63827.75,1712.5,22637,0,2885,7571,77.65,72.57009346,16.05,16.47,4.64,1.07,6605.1,18483.8,7788.7,13510.1,46387.7
5-Apr-17,10:00 PM,2278,2017,70,27.87,27.87,59697.5,1693.5,23051.5,0,2660,7343,77.65,72.57009346,16.05,16.47,4.64,1.07,6605.1,18483.8,7788.7,13510.1,46387.7
5-Apr-17,11:00 PM,2279,2017,71,20,20,55576.5,1696.75,22889.5,0,1732,8301,77.65,72.57009346,16.05,16.47,4.64,1.07,6605.1,18483.8,7788.7,13510.1,46387.7
6-Apr-17,12:00 AM,2280,2017,72,12.48,12.48,51034.75,1702,22470.5,0,1716,9204,77.53,72.45794393,16.11,16.49,4.81,1.07,6555.2,17617.9,7726.5,13546.8,45446.4
6-Apr-17,1:00 AM,2281,2017,73,9.87,9.87,48289.75,1726.75,22350.25,0,1890,8988,77.53,72.45794393,16.11,16.49,4.81,1.07,6555.2,17617.9,7726.5,13546.8,45446.4
6-Apr-17,2:00 AM,2282,2017,74,9.04,9.04,46178.75,1694,21256.75,0,2153,8376,77.53,72.45794393,16.11,16.49,4.81,1.07,6555.2,17617.9,7726.5,13546.8,45446.4
6-Apr-17,3:00 AM,2283,2017,75,14.9,14.9,45519.5,1674.75,19808.75,0,2299,7684,77.53,72.45794393,16.11,16.49,4.81,1.07,6555.2,17617.9,7726.5,13546.8,45446.4
6-Apr-17,4:00 AM,2284,2017,76,22,22,45804.25,1640.75,19277.5,0,2602,7335,77.53,72.45794393,16.11,16.49,4.81,1.07,6555.2,17617.9,7726.5,13546.8,45446.4
6-Apr-17,5:00 AM,2285,2017,77,24.55,24.55,48039.5,1620.5,18386.25,0,3018,6963,77.53,72.45794393,16.11,16.49,4.81,1.07,6555.2,17617.9,7726.5,13546.8,45446.4
6-Apr-17,6:00 AM,2286,2017,78,35.96,35.96,52241.25,1648.75,17123.5,0.25,3317,5796,77.53,72.45794393,16.11,16.49,4.81,1.07,6555.2,17617.9,7726.5,13546.8,45446.4
6-Apr-17,7:00 AM,2287,2017,79,40.97,40.97,59813.75,1667.25,15600.25,132.25,3235,3697,77.53,72.45794393,16.11,16.49,4.81,1.07,6555.2,17617.9,7726.5,13546.8,45446.4
6-Apr-17,8:00 AM,2288,2017,80,40.81,40.81,63939.75,1657,13865,2047.5,2699,4053,77.53,72.45794393,16.11,16.49,4.81,1.07,6555.2,17617.9,7726.5,13546.8,45446.4
6-Apr-17,9:00 AM,2289,2017,81,38.26,38.26,65159.5,1602.5,13312,6005.5,2465,4634,77.53,72.45794393,16.11,16.49,4.81,1.07,6555.2,17617.9,7726.5,13546.8,45446.4
6-Apr-17,10:00 AM,2290,2017,82,37.59,37.59,67322.5,1593.75,14763,9862.25,2815,4816,77.53,72.45794393,16.11,16.49,4.81,1.07,6555.2,17617.9,7726.5,13546.8,45446.4
6-Apr-17,11:00 AM,2291,2017,83,35.46,35.46,68495.75,1670.5,13742,12241,2587,5708,77.53,72.45794393,16.11,16.49,4.81,1.07,6555.2,17617.9,7726.5,13546.8,45446.4
6-Apr-17,12:00 PM,2292,2017,84,31.07,31.07,68789,1648.5,13502.25,14035.75,2454,6178,77.53,72.45794393,16.11,16.49,4.81,1.07,6555.2,17617.9,7726.5,13546.8,45446.4
6-Apr-17,1:00 PM,2293,2017,85,30.08,30.08,67951.25,1625,13684.5,15193.5,2765,6618,77.53,72.45794393,16.11,16.49,4.81,1.07,6555.2,17617.9,7726.5,13546.8,45446.4
6-Apr-17,2:00 PM,2294,2017,86,28.33,28.33,67210,1621.25,14017.75,15993,3041,7340,77.53,72.45794393,16.11,16.49,4.81,1.07,6555.2,17617.9,7726.5,13546.8,45446.4
6-Apr-17,3:00 PM,2295,2017,87,28.19,28.19,65512.75,1643.5,14334.25,15883,3150,7459,77.53,72.45794393,16.11,16.49,4.81,1.07,6555.2,17617.9,7726.5,13546.8,45446.4
6-Apr-17,4:00 PM,2296,2017,88,28.08,28.08,64428.5,1588,15915.75,14231.25,3181,7181,77.53,72.45794393,16.11,16.49,4.81,1.07,6555.2,17617.9,7726.5,13546.8,45446.4
6-Apr-17,5:00 PM,2297,2017,89,32.12,32.12,63617.75,1597.25,17184.25,11215.75,3429,7599,77.53,72.45794393,16.11,16.49,4.81,1.07,6555.2,17617.9,7726.5,13546.8,45446.4
6-Apr-17,6:00 PM,2298,2017,90,38.05,38.05,63358.25,1594.5,18117.5,6899.75,3401,6363,77.53,72.45794393,16.11,16.49,4.81,1.07,6555.2,17617.9,7726.5,13546.8,45446.4
6-Apr-17,7:00 PM,2299,2017,91,40.98,40.98,63451.75,1627.25,17764.25,2820.25,3336,5020,77.53,72.45794393,16.11,16.49,4.81,1.07,6555.2,17617.9,7726.5,13546.8,45446.4
6-Apr-17,8:00 PM,2300,2017,92,40.87,40.87,63363.5,1601.75,16955.5,297.75,2776,6080,77.53,72.45794393,16.11,16.49,4.81,1.07,6555.2,17617.9,7726.5,13546.8,45446.4
6-Apr-17,9:00 PM,2301,2017,93,38.04,38.04,62612,1649,16984,0.25,2640,6396,77.53,72.45794393,16.11,16.49,4.81,1.07,6555.2,17617.9,7726.5,13546.8,45446.4
6-Apr-17,10:00 PM,2302,2017,94,34.27,34.27,58558.25,1633.5,17470.5,0,2298,7507,77.53,72.45794393,16.11,16.49,4.81,1.07,6555.2,17617.9,7726.5,13546.8,45446.4
6-Apr-17,11:00 PM,2303,2017,95,27.79,27.79,53991.5,1650.5,18105.25,0,2285,8053,77.53,72.45794393,16.11,16.49,4.81,1.07,6555.2,17617.9,7726.5,13546.8,45446.4
7-Apr-17,12:00 AM,2304,2017,96,24.99,24.99,49666.5,1625.5,18794.5,0,2083,7433,78.27,73.14953271,16.24,16.61,5.05,1.07,5287.3,17547,7690,13827,44351.3
7-Apr-17,1:00 AM,2305,2017,97,23.02,23.02,47385.75,1633,19545.25,0,1879,8445,78.27,73.14953271,16.24,16.61,5.05,1.07,5287.3,17547,7690,13827,44351.3
7-Apr-17,2:00 AM,2306,2017,98,18.31,18.31,46220.75,1653.75,19913.5,0,2035,8956,78.27,73.14953271,16.24,16.61,5.05,1.07,5287.3,17547,7690,13827,44351.3
7-Apr-17,3:00 AM,2307,2017,99,19.17,19.17,46320.5,1673.75,19541.5,0,1937,8601,78.27,73.14953271,16.24,16.61,5.05,1.07,5287.3,17547,7690,13827,44351.3
7-Apr-17,4:00 AM,2308,2017,100,20.87,20.87,46839.75,1651.5,18805.75,0,1837,8193,78.27,73.14953271,16.24,16.61,5.05,1.07,5287.3,17547,7690,13827,44351.3
7-Apr-17,5:00 AM,2309,2017,101,27.07,27.07,48016.75,1630.25,18654,0,2608,7674,78.27,73.14953271,16.24,16.61,5.05,1.07,5287.3,17547,7690,13827,44351.3
7-Apr-17,6:00 AM,2310,2017,102,32.05,32.05,52500.75,1624.5,19228.75,0.25,2223,6618,78.27,73.14953271,16.24,16.61,5.05,1.07,5287.3,17547,7690,13827,44351.3
7-Apr-17,7:00 AM,2311,2017,103,39.97,39.97,60218.25,1633.5,19767,44.25,1773,5968,78.27,73.14953271,16.24,16.61,5.05,1.07,5287.3,17547,7690,13827,44351.3
7-Apr-17,8:00 AM,2312,2017,104,41.57,41.57,65130,1641.25,19564.5,1061,1453,6109,78.27,73.14953271,16.24,16.61,5.05,1.07,5287.3,17547,7690,13827,44351.3
7-Apr-17,9:00 AM,2313,2017,105,40.94,40.94,67501.5,1614.25,19286.5,3496.75,1679,6687,78.27,73.14953271,16.24,16.61,5.05,1.07,5287.3,17547,7690,13827,44351.3
7-Apr-17,10:00 AM,2314,2017,106,39.98,39.98,67953,1591.75,19104.5,6571.25,1702,7489,78.27,73.14953271,16.24,16.61,5.05,1.07,5287.3,17547,7690,13827,44351.3
7-Apr-17,11:00 AM,2315,2017,107,40.02,40.02,69022,1595.25,19282.5,9759.75,1999,7614,78.27,73.14953271,16.24,16.61,5.05,1.07,5287.3,17547,7690,13827,44351.3
7-Apr-17,12:00 PM,2316,2017,108,38.14,38.14,69688.75,1583,19247.25,12099.25,1754,8455,78.27,73.14953271,16.24,16.61,5.05,1.07,5287.3,17547,7690,13827,44351.3
7-Apr-17,1:00 PM,2317,2017,109,35.29,35.29,69209.25,1618.25,19567.25,13325.75,2042,9542,78.27,73.14953271,16.24,16.61,5.05,1.07,5287.3,17547,7690,13827,44351.3
7-Apr-17,2:00 PM,2318,2017,110,32.67,32.67,67632.25,1630.25,20092.5,13182.75,2043,9664,78.27,73.14953271,16.24,16.61,5.05,1.07,5287.3,17547,7690,13827,44351.3
7-Apr-17,3:00 PM,2319,2017,111,32.97,32.97,65874.25,1605,19919,12475,2970,9829,78.27,73.14953271,16.24,16.61,5.05,1.07,5287.3,17547,7690,13827,44351.3
7-Apr-17,4:00 PM,2320,2017,112,32.98,32.98,64284,1584.75,19718.25,10762.75,3441,9012,78.27,73.14953271,16.24,16.61,5.05,1.07,5287.3,17547,7690,13827,44351.3
7-Apr-17,5:00 PM,2321,2017,113,36.09,36.09,63480.5,1610.5,18891.75,7982.25,4101,8622,78.27,73.14953271,16.24,16.61,5.05,1.07,5287.3,17547,7690,13827,44351.3
7-Apr-17,6:00 PM,2322,2017,114,39.12,39.12,62520.25,1559.5,17400.75,4928.5,4180,7321,78.27,73.14953271,16.24,16.61,5.05,1.07,5287.3,17547,7690,13827,44351.3
7-Apr-17,7:00 PM,2323,2017,115,39.91,39.91,61437,1564.25,15734.75,1968,4152,6566,78.27,73.14953271,16.24,16.61,5.05,1.07,5287.3,17547,7690,13827,44351.3
7-Apr-17,8:00 PM,2324,2017,116,39.96,39.96,60585.75,1543.5,14187.5,220.25,4235,6523,78.27,73.14953271,16.24,16.61,5.05,1.07,5287.3,17547,7690,13827,44351.3
7-Apr-17,9:00 PM,2325,2017,117,39.31,39.31,59146,1582.75,13132.75,0,4010,6446,78.27,73.14953271,16.24,16.61,5.05,1.07,5287.3,17547,7690,13827,44351.3
7-Apr-17,10:00 PM,2326,2017,118,39.61,39.61,55483.75,1576.25,11821.75,0,3826,5841,78.27,73.14953271,16.24,16.61,5.05,1.07,5287.3,17547,7690,13827,44351.3
7-Apr-17,11:00 PM,2327,2017,119,37.93,37.93,52307.25,1577,11021.25,0,3305,5709,78.27,73.14953271,16.24,16.61,5.05,1.07,5287.3,17547,7690,13827,44351.3
8-Apr-17,12:00 AM,2328,2017,120,32.71,32.71,48591,1589.75,10310,0,3373,8478,77.81,73.40566038,16.12,16.43,4.88,1.06,5276.3,17033.1,7319.1,13341.4,42969.9
8-Apr-17,1:00 AM,2329,2017,121,32.28,32.28,44780,1574.5,9179,0,3677,8544,77.81,73.40566038,16.12,16.43,4.88,1.06,5276.3,17033.1,7319.1,13341.4,42969.9
8-Apr-17,2:00 AM,2330,2017,122,32.81,32.81,42563.75,1564,8268.75,0,3837,8461,77.81,73.40566038,16.12,16.43,4.88,1.06,5276.3,17033.1,7319.1,13341.4,42969.9
8-Apr-17,3:00 AM,2331,2017,123,31.5,31.5,41569.75,1570.75,7345,0,4112,7584,77.81,73.40566038,16.12,16.43,4.88,1.06,5276.3,17033.1,7319.1,13341.4,42969.9
8-Apr-17,4:00 AM,2332,2017,124,30.44,30.44,41687.25,1567.5,6236.25,0,4113,7027,77.81,73.40566038,16.12,16.43,4.88,1.06,5276.3,17033.1,7319.1,13341.4,42969.9
8-Apr-17,5:00 AM,2333,2017,125,31.7,31.7,42184.5,1544.75,5328.25,0,4181,6448,77.81,73.40566038,16.12,16.43,4.88,1.06,5276.3,17033.1,7319.1,13341.4,42969.9
8-Apr-17,6:00 AM,2334,2017,126,34.72,34.72,42805.75,1570,4343,0.25,4097,6050,77.81,73.40566038,16.12,16.43,4.88,1.06,5276.3,17033.1,7319.1,13341.4,42969.9
8-Apr-17,7:00 AM,2335,2017,127,37.91,37.91,44506.5,1527.25,3550,83,4114,4213,77.81,73.40566038,16.12,16.43,4.88,1.06,5276.3,17033.1,7319.1,13341.4,42969.9
8-Apr-17,8:00 AM,2336,2017,128,39.43,39.43,48028.5,1512,3217.25,1423.75,4064,3213,77.81,73.40566038,16.12,16.43,4.88,1.06,5276.3,17033.1,7319.1,13341.4,42969.9
8-Apr-17,9:00 AM,2337,2017,129,38.99,38.99,52183.5,1531,2918.75,4285,3731,4580,77.81,73.40566038,16.12,16.43,4.88,1.06,5276.3,17033.1,7319.1,13341.4,42969.9
8-Apr-17,10:00 AM,2338,2017,130,36.5,36.5,54799.75,1591,2747,7867.25,3388,5321,77.81,73.40566038,16.12,16.43,4.88,1.06,5276.3,17033.1,7319.1,13341.4,42969.9
8-Apr-17,11:00 AM,2339,2017,131,34.94,34.94,55915.25,1578.5,2452.75,11634.25,3215,5590,77.81,73.40566038,16.12,16.43,4.88,1.06,5276.3,17033.1,7319.1,13341.4,42969.9
8-Apr-17,12:00 PM,2340,2017,132,30.66,30.66,56469.75,1574.75,2435.5,14881.75,2889,6862,77.81,73.40566038,16.12,16.43,4.88,1.06,5276.3,17033.1,7319.1,13341.4,42969.9
8-Apr-17,1:00 PM,2341,2017,133,29.5,29.5,55401.5,1519.25,2609.5,16986,2580,7254,77.81,73.40566038,16.12,16.43,4.88,1.06,5276.3,17033.1,7319.1,13341.4,42969.9
8-Apr-17,2:00 PM,2342,2017,134,27.81,27.81,53653,1515.5,2732,17548.75,2064,7167,77.81,73.40566038,16.12,16.43,4.88,1.06,5276.3,17033.1,7319.1,13341.4,42969.9
8-Apr-17,3:00 PM,2343,2017,135,27.53,27.53,52079.75,1524,2642.5,16576.25,1843,6422,77.81,73.40566038,16.12,16.43,4.88,1.06,5276.3,17033.1,7319.1,13341.4,42969.9
8-Apr-17,4:00 PM,2344,2017,136,28.28,28.28,50530.75,1503.5,2477.5,14509.75,3047,5714,77.81,73.40566038,16.12,16.43,4.88,1.06,5276.3,17033.1,7319.1,13341.4,42969.9
8-Apr-17,5:00 PM,2345,2017,137,30.02,30.02,49738.25,1489.25,2065.5,11398.75,4267,4393,77.81,73.40566038,16.12,16.43,4.88,1.06,5276.3,17033.1,7319.1,13341.4,42969.9
8-Apr-17,6:00 PM,2346,2017,138,35.85,35.85,50267.25,1484.25,1585.5,7174.75,4828,3390,77.81,73.40566038,16.12,16.43,4.88,1.06,5276.3,17033.1,7319.1,13341.4,42969.9
8-Apr-17,7:00 PM,2347,2017,139,39.3,39.3,50935.75,1464.75,1232.5,2892.75,5208,2569,77.81,73.40566038,16.12,16.43,4.88,1.06,5276.3,17033.1,7319.1,13341.4,42969.9
