Date;Year;Month;Area;Area.Type;Variable;Variable.Type;Generation (GWh);YoY change (%);YoY change (GWh);Cumul. Generation (GWh);Cumul. YoY change (%);Cumul. YoY change (GWh);Demand Flag
janv-18;2018;1;Austria;EU Country;Demand;Demand;5971;;;5971;;;
janv-18;2018;1;Austria;EU Country;Production;Production;5219;;;5219;;;
janv-18;2018;1;Austria;EU Country;Net imports;Net imports;594;;;594;;;
janv-18;2018;1;Austria;EU Country;Statistical difference;Statistical difference;158;;;158;;;
janv-18;2018;1;Austria;EU Country;Gas;Fossil;1144;;;1144;;;
janv-18;2018;1;Austria;EU Country;Hard Coal;Fossil;216;;;216;;;
janv-18;2018;1;Austria;EU Country;Other fossil;Fossil;16;;;16;;;
janv-18;2018;1;Austria;EU Country;Bioenergy;Renewables;237;;;237;;;
janv-18;2018;1;Austria;EU Country;Hydro;Renewables;2897;;;2897;;;
janv-18;2018;1;Austria;EU Country;Other renewables;Renewables;0;;;0;;;
janv-18;2018;1;Austria;EU Country;Solar;Renewables;34;;;34;;;
janv-18;2018;1;Austria;EU Country;Wind;Renewables;600;;;600;;;
janv-18;2018;1;Austria;EU Country;Waste;Waste;74;;;74;;;
janv-18;2018;1;Belgium;EU Country;Demand;Demand;8013;;;8013;;;
janv-18;2018;1;Belgium;EU Country;Production;Production;6990;;;6990;;;
janv-18;2018;1;Belgium;EU Country;Net imports;Net imports;1009;;;1009;;;
janv-18;2018;1;Belgium;EU Country;Statistical difference;Statistical difference;14;;;14;;;
janv-18;2018;1;Belgium;EU Country;Gas;Fossil;1514;;;1514;;;
janv-18;2018;1;Belgium;EU Country;Hard Coal;Fossil;0;;;0;;;
janv-18;2018;1;Belgium;EU Country;Other fossil;Fossil;510;;;510;;;
janv-18;2018;1;Belgium;EU Country;Bioenergy;Renewables;254;;;254;;;
janv-18;2018;1;Belgium;EU Country;Hydro;Renewables;21;;;21;;;
janv-18;2018;1;Belgium;EU Country;Solar;Renewables;54;;;54;;;
janv-18;2018;1;Belgium;EU Country;Wind;Renewables;781;;;781;;;
janv-18;2018;1;Belgium;EU Country;Nuclear;Nuclear;3675;;;3675;;;
janv-18;2018;1;Belgium;EU Country;Waste;Waste;180;;;180;;;
janv-18;2018;1;Bulgaria;EU Country;Demand;Demand;3894;;;3894;;;
janv-18;2018;1;Bulgaria;EU Country;Production;Production;4072;;;4072;;;
janv-18;2018;1;Bulgaria;EU Country;Net imports;Net imports;-145;;;-145;;;
janv-18;2018;1;Bulgaria;EU Country;Statistical difference;Statistical difference;-33;;;-33;;;
janv-18;2018;1;Bulgaria;EU Country;Gas;Fossil;226;;;226;;;
janv-18;2018;1;Bulgaria;EU Country;Hard Coal;Fossil;62;;;62;;;
janv-18;2018;1;Bulgaria;EU Country;Lignite;Fossil;1804;;;1804;;;
janv-18;2018;1;Bulgaria;EU Country;Bioenergy;Renewables;25;;;25;;;
janv-18;2018;1;Bulgaria;EU Country;Hydro;Renewables;219;;;219;;;
janv-18;2018;1;Bulgaria;EU Country;Solar;Renewables;64;;;64;;;
janv-18;2018;1;Bulgaria;EU Country;Wind;Renewables;103;;;103;;;
janv-18;2018;1;Bulgaria;EU Country;Nuclear;Nuclear;1567;;;1567;;;
janv-18;2018;1;Bulgaria;EU Country;Waste;Waste;3;;;3;;;
janv-18;2018;1;Croatia;EU Country;Demand;Demand;1575;;;1575;;;
janv-18;2018;1;Croatia;EU Country;Production;Production;1399;;;1399;;;
janv-18;2018;1;Croatia;EU Country;Net imports;Net imports;223;;;223;;;
janv-18;2018;1;Croatia;EU Country;Statistical difference;Statistical difference;-47;;;-47;;;
janv-18;2018;1;Croatia;EU Country;Gas;Fossil;366;;;366;;;E
janv-18;2018;1;Croatia;EU Country;Hard Coal;Fossil;169;;;169;;;E
janv-18;2018;1;Croatia;EU Country;Other fossil;Fossil;14;;;14;;;E
janv-18;2018;1;Croatia;EU Country;Bioenergy;Renewables;21;;;21;;;E
janv-18;2018;1;Croatia;EU Country;Hydro;Renewables;653;;;653;;;E
janv-18;2018;1;Croatia;EU Country;Other renewables;Renewables;43;;;43;;;E
janv-18;2018;1;Croatia;EU Country;Solar;Renewables;2;;;2;;;E
janv-18;2018;1;Croatia;EU Country;Wind;Renewables;130;;;130;;;E
janv-18;2018;1;Cyprus;EU Country;Demand;Demand;375;;;375;;;
janv-18;2018;1;Cyprus;EU Country;Production;Production;400;;;400;;;
janv-18;2018;1;Cyprus;EU Country;Net imports;Net imports;0;;;0;;;
janv-18;2018;1;Cyprus;EU Country;Statistical difference;Statistical difference;-25;;;-25;;;
janv-18;2018;1;Cyprus;EU Country;Other fossil;Fossil;380;;;380;;;
janv-18;2018;1;Cyprus;EU Country;Wind;Renewables;20;;;20;;;
janv-18;2018;1;Czech Republic;EU Country;Demand;Demand;6182;;;6182;;;
janv-18;2018;1;Czech Republic;EU Country;Production;Production;6711;;;6711;;;
janv-18;2018;1;Czech Republic;EU Country;Net imports;Net imports;-485;;;-485;;;
janv-18;2018;1;Czech Republic;EU Country;Statistical difference;Statistical difference;-44;;;-44;;;
janv-18;2018;1;Czech Republic;EU Country;Gas;Fossil;270;;;270;;;
janv-18;2018;1;Czech Republic;EU Country;Hard Coal;Fossil;409;;;409;;;
janv-18;2018;1;Czech Republic;EU Country;Lignite;Fossil;2932;;;2932;;;
janv-18;2018;1;Czech Republic;EU Country;Other fossil;Fossil;257;;;257;;;
janv-18;2018;1;Czech Republic;EU Country;Bioenergy;Renewables;211;;;211;;;
janv-18;2018;1;Czech Republic;EU Country;Hydro;Renewables;200;;;200;;;
janv-18;2018;1;Czech Republic;EU Country;Other renewables;Renewables;206;;;206;;;
janv-18;2018;1;Czech Republic;EU Country;Solar;Renewables;42;;;42;;;
janv-18;2018;1;Czech Republic;EU Country;Wind;Renewables;65;;;65;;;
janv-18;2018;1;Czech Republic;EU Country;Nuclear;Nuclear;2111;;;2111;;;
janv-18;2018;1;Czech Republic;EU Country;Waste;Waste;10;;;10;;;
janv-18;2018;1;Denmark;EU Country;Demand;Demand;3131;;;3131;;;
janv-18;2018;1;Denmark;EU Country;Production;Production;3092;;;3092;;;
janv-18;2018;1;Denmark;EU Country;Net imports;Net imports;135;;;135;;;
janv-18;2018;1;Denmark;EU Country;Statistical difference;Statistical difference;-96;;;-96;;;
janv-18;2018;1;Denmark;EU Country;Gas;Fossil;392;;;392;;;
janv-18;2018;1;Denmark;EU Country;Hard Coal;Fossil;687;;;687;;;
janv-18;2018;1;Denmark;EU Country;Other fossil;Fossil;21;;;21;;;
janv-18;2018;1;Denmark;EU Country;Bioenergy;Renewables;540;;;540;;;
janv-18;2018;1;Denmark;EU Country;Solar;Renewables;13;;;13;;;
janv-18;2018;1;Denmark;EU Country;Wind;Renewables;1327;;;1327;;;
janv-18;2018;1;Denmark;EU Country;Waste;Waste;113;;;113;;;
janv-18;2018;1;Estonia;EU Country;Demand;Demand;834;;;834;;;
janv-18;2018;1;Estonia;EU Country;Production;Production;992;;;992;;;
janv-18;2018;1;Estonia;EU Country;Net imports;Net imports;-163;;;-163;;;
janv-18;2018;1;Estonia;EU Country;Statistical difference;Statistical difference;4;;;4;;;
janv-18;2018;1;Estonia;EU Country;Gas;Fossil;1;;;1;;;
janv-18;2018;1;Estonia;EU Country;Other fossil;Fossil;859;;;859;;;
janv-18;2018;1;Estonia;EU Country;Bioenergy;Renewables;52;;;52;;;
janv-18;2018;1;Estonia;EU Country;Hydro;Renewables;2;;;2;;;
janv-18;2018;1;Estonia;EU Country;Other renewables;Renewables;4;;;4;;;
janv-18;2018;1;Estonia;EU Country;Solar;Renewables;1;;;1;;;
janv-18;2018;1;Estonia;EU Country;Wind;Renewables;64;;;64;;;
janv-18;2018;1;Estonia;EU Country;Waste;Waste;10;;;10;;;
janv-18;2018;1;Finland;EU Country;Demand;Demand;8494;;;8494;;;
janv-18;2018;1;Finland;EU Country;Production;Production;6986;;;6986;;;
janv-18;2018;1;Finland;EU Country;Net imports;Net imports;1795;;;1795;;;
janv-18;2018;1;Finland;EU Country;Statistical difference;Statistical difference;-288;;;-288;;;
janv-18;2018;1;Finland;EU Country;Gas;Fossil;611;;;611;;;
janv-18;2018;1;Finland;EU Country;Hard Coal;Fossil;667;;;667;;;
janv-18;2018;1;Finland;EU Country;Other fossil;Fossil;568;;;568;;;
janv-18;2018;1;Finland;EU Country;Bioenergy;Renewables;1165;;;1165;;;
janv-18;2018;1;Finland;EU Country;Hydro;Renewables;1401;;;1401;;;
janv-18;2018;1;Finland;EU Country;Other renewables;Renewables;31;;;31;;;
janv-18;2018;1;Finland;EU Country;Wind;Renewables;453;;;453;;;
janv-18;2018;1;Finland;EU Country;Nuclear;Nuclear;2075;;;2075;;;
janv-18;2018;1;Finland;EU Country;Waste;Waste;15;;;15;;;
janv-18;2018;1;France;EU Country;Demand;Demand;47677;;;47677;;;
janv-18;2018;1;France;EU Country;Production;Production;54918;;;54918;;;
janv-18;2018;1;France;EU Country;Net imports;Net imports;-7020;;;-7020;;;
janv-18;2018;1;France;EU Country;Statistical difference;Statistical difference;-221;;;-221;;;
janv-18;2018;1;France;EU Country;Gas;Fossil;2919;;;2919;;;
janv-18;2018;1;France;EU Country;Hard Coal;Fossil;334;;;334;;;
janv-18;2018;1;France;EU Country;Other fossil;Fossil;158;;;158;;;
janv-18;2018;1;France;EU Country;Bioenergy;Renewables;211;;;211;;;
janv-18;2018;1;France;EU Country;Hydro;Renewables;6505;;;6505;;;
janv-18;2018;1;France;EU Country;Solar;Renewables;305;;;305;;;
janv-18;2018;1;France;EU Country;Wind;Renewables;3652;;;3652;;;
janv-18;2018;1;France;EU Country;Nuclear;Nuclear;40641;;;40641;;;
janv-18;2018;1;France;EU Country;Waste;Waste;194;;;194;;;
janv-18;2018;1;Germany;EU Country;Demand;Demand;46251;;;46251;;;
janv-18;2018;1;Germany;EU Country;Production;Production;51219;;;51219;;;
janv-18;2018;1;Germany;EU Country;Net imports;Net imports;-5108;;;-5108;;;
janv-18;2018;1;Germany;EU Country;Statistical difference;Statistical difference;140;;;140;;;
janv-18;2018;1;Germany;EU Country;Gas;Fossil;6701;;;6701;;;
janv-18;2018;1;Germany;EU Country;Hard Coal;Fossil;5162;;;5162;;;
janv-18;2018;1;Germany;EU Country;Lignite;Fossil;11109;;;11109;;;
janv-18;2018;1;Germany;EU Country;Other fossil;Fossil;555;;;555;;;
janv-18;2018;1;Germany;EU Country;Bioenergy;Renewables;4002;;;4002;;;
janv-18;2018;1;Germany;EU Country;Hydro;Renewables;1387;;;1387;;;
janv-18;2018;1;Germany;EU Country;Other renewables;Renewables;164;;;164;;;
janv-18;2018;1;Germany;EU Country;Solar;Renewables;730;;;730;;;
janv-18;2018;1;Germany;EU Country;Wind;Renewables;14446;;;14446;;;
janv-18;2018;1;Germany;EU Country;Nuclear;Nuclear;6695;;;6695;;;
janv-18;2018;1;Germany;EU Country;Waste;Waste;267;;;267;;;
janv-18;2018;1;Greece;EU Country;Demand;Demand;4717;;;4717;;;
janv-18;2018;1;Greece;EU Country;Production;Production;3786;;;3786;;;
janv-18;2018;1;Greece;EU Country;Net imports;Net imports;562;;;562;;;
janv-18;2018;1;Greece;EU Country;Statistical difference;Statistical difference;369;;;369;;;
janv-18;2018;1;Greece;EU Country;Gas;Fossil;1368;;;1368;;;
janv-18;2018;1;Greece;EU Country;Lignite;Fossil;1588;;;1588;;;
janv-18;2018;1;Greece;EU Country;Hydro;Renewables;200;;;200;;;
janv-18;2018;1;Greece;EU Country;Solar;Renewables;197;;;197;;;
janv-18;2018;1;Greece;EU Country;Wind;Renewables;433;;;433;;;
janv-18;2018;1;Hungary;EU Country;Demand;Demand;3889;;;3889;;;
janv-18;2018;1;Hungary;EU Country;Production;Production;2730;;;2730;;;
janv-18;2018;1;Hungary;EU Country;Net imports;Net imports;1193;;;1193;;;
janv-18;2018;1;Hungary;EU Country;Statistical difference;Statistical difference;-34;;;-34;;;
janv-18;2018;1;Hungary;EU Country;Gas;Fossil;696;;;696;;;
janv-18;2018;1;Hungary;EU Country;Lignite;Fossil;447;;;447;;;
janv-18;2018;1;Hungary;EU Country;Other fossil;Fossil;90;;;90;;;U
janv-18;2018;1;Hungary;EU Country;Bioenergy;Renewables;78;;;78;;;
janv-18;2018;1;Hungary;EU Country;Hydro;Renewables;14;;;14;;;
janv-18;2018;1;Hungary;EU Country;Other renewables;Renewables;9;;;9;;;
janv-18;2018;1;Hungary;EU Country;Solar;Renewables;15;;;15;;;
janv-18;2018;1;Hungary;EU Country;Wind;Renewables;57;;;57;;;
janv-18;2018;1;Hungary;EU Country;Nuclear;Nuclear;1314;;;1314;;;
janv-18;2018;1;Hungary;EU Country;Waste;Waste;9;;;9;;;
janv-18;2018;1;Ireland;EU Country;Demand;Demand;2654;;;2654;;;
janv-18;2018;1;Ireland;EU Country;Production;Production;2555;;;2555;;;
janv-18;2018;1;Ireland;EU Country;Net imports;Net imports;-75;;;-75;;;
janv-18;2018;1;Ireland;EU Country;Statistical difference;Statistical difference;174;;;174;;;
janv-18;2018;1;Ireland;EU Country;Gas;Fossil;630;;;630;;;
janv-18;2018;1;Ireland;EU Country;Hard Coal;Fossil;273;;;273;;;
janv-18;2018;1;Ireland;EU Country;Other fossil;Fossil;391;;;391;;;
janv-18;2018;1;Ireland;EU Country;Hydro;Renewables;134;;;134;;;
janv-18;2018;1;Ireland;EU Country;Wind;Renewables;1128;;;1128;;;
janv-18;2018;1;Italy;EU Country;Demand;Demand;25337;;;25337;;;
janv-18;2018;1;Italy;EU Country;Production;Production;22096;;;22096;;;
janv-18;2018;1;Italy;EU Country;Net imports;Net imports;4572;;;4572;;;
janv-18;2018;1;Italy;EU Country;Statistical difference;Statistical difference;-1332;;;-1332;;;
janv-18;2018;1;Italy;EU Country;Gas;Fossil;12210;;;12210;;;
janv-18;2018;1;Italy;EU Country;Hard Coal;Fossil;2294;;;2294;;;
janv-18;2018;1;Italy;EU Country;Other fossil;Fossil;287;;;287;;;
janv-18;2018;1;Italy;EU Country;Bioenergy;Renewables;1491;;;1491;;;
janv-18;2018;1;Italy;EU Country;Hydro;Renewables;2350;;;2350;;;
janv-18;2018;1;Italy;EU Country;Other renewables;Renewables;495;;;495;;;
janv-18;2018;1;Italy;EU Country;Solar;Renewables;966;;;966;;;
janv-18;2018;1;Italy;EU Country;Wind;Renewables;1971;;;1971;;;
janv-18;2018;1;Italy;EU Country;Waste;Waste;32;;;32;;;
janv-18;2018;1;Latvia;EU Country;Demand;Demand;692;;;692;;;
janv-18;2018;1;Latvia;EU Country;Production;Production;880;;;880;;;
janv-18;2018;1;Latvia;EU Country;Net imports;Net imports;-186;;;-186;;;
janv-18;2018;1;Latvia;EU Country;Statistical difference;Statistical difference;-2;;;-2;;;
janv-18;2018;1;Latvia;EU Country;Gas;Fossil;221;;;221;;;
janv-18;2018;1;Latvia;EU Country;Other fossil;Fossil;66;;;66;;;
janv-18;2018;1;Latvia;EU Country;Bioenergy;Renewables;60;;;60;;;
janv-18;2018;1;Latvia;EU Country;Hydro;Renewables;520;;;520;;;
janv-18;2018;1;Latvia;EU Country;Wind;Renewables;12;;;12;;;
janv-18;2018;1;Lithuania;EU Country;Demand;Demand;1135;;;1135;;;
janv-18;2018;1;Lithuania;EU Country;Production;Production;396;;;396;;;
janv-18;2018;1;Lithuania;EU Country;Net imports;Net imports;847;;;847;;;
janv-18;2018;1;Lithuania;EU Country;Statistical difference;Statistical difference;-108;;;-108;;;
janv-18;2018;1;Lithuania;EU Country;Gas;Fossil;35;;;35;;;
janv-18;2018;1;Lithuania;EU Country;Other fossil;Fossil;115;;;115;;;
janv-18;2018;1;Lithuania;EU Country;Bioenergy;Renewables;39;;;39;;;
janv-18;2018;1;Lithuania;EU Country;Hydro;Renewables;53;;;53;;;
janv-18;2018;1;Lithuania;EU Country;Solar;Renewables;1;;;1;;;
janv-18;2018;1;Lithuania;EU Country;Wind;Renewables;139;;;139;;;
janv-18;2018;1;Lithuania;EU Country;Waste;Waste;14;;;14;;;
janv-18;2018;1;Luxembourg;EU Country;Demand;Demand;350;;;350;;;
janv-18;2018;1;Luxembourg;EU Country;Production;Production;0;;;0;;;
janv-18;2018;1;Luxembourg;EU Country;Net imports;Net imports;362;;;362;;;
janv-18;2018;1;Luxembourg;EU Country;Statistical difference;Statistical difference;-12;;;-12;;;
janv-18;2018;1;Netherlands;EU Country;Demand;Demand;10582;;;10582;;;
janv-18;2018;1;Netherlands;EU Country;Production;Production;9642;;;9642;;;
janv-18;2018;1;Netherlands;EU Country;Net imports;Net imports;449;;;449;;;
janv-18;2018;1;Netherlands;EU Country;Statistical difference;Statistical difference;491;;;491;;;
janv-18;2018;1;Netherlands;EU Country;Gas;Fossil;4884;;;4884;;;
janv-18;2018;1;Netherlands;EU Country;Hard Coal;Fossil;2835;;;2835;;;
janv-18;2018;1;Netherlands;EU Country;Bioenergy;Renewables;13;;;13;;;
janv-18;2018;1;Netherlands;EU Country;Solar;Renewables;62;;;62;;;
janv-18;2018;1;Netherlands;EU Country;Wind;Renewables;1424;;;1424;;;
janv-18;2018;1;Netherlands;EU Country;Nuclear;Nuclear;362;;;362;;;
janv-18;2018;1;Netherlands;EU Country;Waste;Waste;63;;;63;;;
janv-18;2018;1;Poland;EU Country;Demand;Demand;15413;;;15413;;;
janv-18;2018;1;Poland;EU Country;Production;Production;13573;;;13573;;;
janv-18;2018;1;Poland;EU Country;Net imports;Net imports;611;;;611;;;
janv-18;2018;1;Poland;EU Country;Statistical difference;Statistical difference;1230;;;1230;;;
janv-18;2018;1;Poland;EU Country;Gas;Fossil;736;;;736;;;
janv-18;2018;1;Poland;EU Country;Hard Coal;Fossil;6859;;;6859;;;
janv-18;2018;1;Poland;EU Country;Lignite;Fossil;3737;;;3737;;;
janv-18;2018;1;Poland;EU Country;Other fossil;Fossil;208;;;208;;;
janv-18;2018;1;Poland;EU Country;Bioenergy;Renewables;79;;;79;;;
janv-18;2018;1;Poland;EU Country;Hydro;Renewables;227;;;227;;;
janv-18;2018;1;Poland;EU Country;Solar;Renewables;4;;;4;;;
janv-18;2018;1;Poland;EU Country;Wind;Renewables;1722;;;1722;;;
janv-18;2018;1;Portugal;EU Country;Demand;Demand;4700;;;4700;;;
janv-18;2018;1;Portugal;EU Country;Production;Production;4667;;;4667;;;
janv-18;2018;1;Portugal;EU Country;Net imports;Net imports;-25;;;-25;;;
janv-18;2018;1;Portugal;EU Country;Statistical difference;Statistical difference;58;;;58;;;
janv-18;2018;1;Portugal;EU Country;Gas;Fossil;1523;;;1523;;;
janv-18;2018;1;Portugal;EU Country;Hard Coal;Fossil;1035;;;1035;;;
janv-18;2018;1;Portugal;EU Country;Other fossil;Fossil;107;;;107;;;
janv-18;2018;1;Portugal;EU Country;Bioenergy;Renewables;156;;;156;;;
janv-18;2018;1;Portugal;EU Country;Hydro;Renewables;444;;;444;;;
janv-18;2018;1;Portugal;EU Country;Solar;Renewables;46;;;46;;;
janv-18;2018;1;Portugal;EU Country;Wind;Renewables;1356;;;1356;;;
janv-18;2018;1;Romania;EU Country;Demand;Demand;5625;;;5625;;;
janv-18;2018;1;Romania;EU Country;Production;Production;5986;;;5986;;;
janv-18;2018;1;Romania;EU Country;Net imports;Net imports;-357;;;-357;;;
janv-18;2018;1;Romania;EU Country;Statistical difference;Statistical difference;-4;;;-4;;;
janv-18;2018;1;Romania;EU Country;Gas;Fossil;1236;;;1236;;;
janv-18;2018;1;Romania;EU Country;Hard Coal;Fossil;151;;;151;;;
janv-18;2018;1;Romania;EU Country;Lignite;Fossil;1554;;;1554;;;
janv-18;2018;1;Romania;EU Country;Bioenergy;Renewables;37;;;37;;;
janv-18;2018;1;Romania;EU Country;Hydro;Renewables;1252;;;1252;;;
janv-18;2018;1;Romania;EU Country;Solar;Renewables;51;;;51;;;
janv-18;2018;1;Romania;EU Country;Wind;Renewables;670;;;670;;;
janv-18;2018;1;Romania;EU Country;Nuclear;Nuclear;1035;;;1035;;;
janv-18;2018;1;Slovakia;EU Country;Demand;Demand;2677;;;2677;;;
janv-18;2018;1;Slovakia;EU Country;Production;Production;2690;;;2690;;;
janv-18;2018;1;Slovakia;EU Country;Net imports;Net imports;70;;;70;;;
janv-18;2018;1;Slovakia;EU Country;Statistical difference;Statistical difference;-83;;;-83;;;
janv-18;2018;1;Slovakia;EU Country;Gas;Fossil;133;;;133;;;
janv-18;2018;1;Slovakia;EU Country;Hard Coal;Fossil;46;;;46;;;
janv-18;2018;1;Slovakia;EU Country;Lignite;Fossil;136;;;136;;;
janv-18;2018;1;Slovakia;EU Country;Other fossil;Fossil;365;;;365;;;
janv-18;2018;1;Slovakia;EU Country;Bioenergy;Renewables;33;;;33;;;
janv-18;2018;1;Slovakia;EU Country;Hydro;Renewables;524;;;524;;;
janv-18;2018;1;Slovakia;EU Country;Other renewables;Renewables;28;;;28;;;
janv-18;2018;1;Slovakia;EU Country;Solar;Renewables;12;;;12;;;
janv-18;2018;1;Slovakia;EU Country;Wind;Renewables;0;;;0;;;
janv-18;2018;1;Slovakia;EU Country;Nuclear;Nuclear;1412;;;1412;;;
janv-18;2018;1;Slovenia;EU Country;Demand;Demand;1288;;;1288;;;
janv-18;2018;1;Slovenia;EU Country;Production;Production;1327;;;1327;;;
janv-18;2018;1;Slovenia;EU Country;Net imports;Net imports;-46;;;-46;;;
janv-18;2018;1;Slovenia;EU Country;Statistical difference;Statistical difference;7;;;7;;;
janv-18;2018;1;Slovenia;EU Country;Gas;Fossil;38;;;38;;;
janv-18;2018;1;Slovenia;EU Country;Lignite;Fossil;356;;;356;;;
janv-18;2018;1;Slovenia;EU Country;Other fossil;Fossil;0;;;0;;;
janv-18;2018;1;Slovenia;EU Country;Bioenergy;Renewables;8;;;8;;;
janv-18;2018;1;Slovenia;EU Country;Hydro;Renewables;391;;;391;;;
janv-18;2018;1;Slovenia;EU Country;Solar;Renewables;9;;;9;;;
janv-18;2018;1;Slovenia;EU Country;Wind;Renewables;0;;;0;;;
janv-18;2018;1;Slovenia;EU Country;Nuclear;Nuclear;517;;;517;;;
janv-18;2018;1;Slovenia;EU Country;Waste;Waste;8;;;8;;;
janv-18;2018;1;Spain;EU Country;Demand;Demand;22713;;;22713;;;
janv-18;2018;1;Spain;EU Country;Production;Production;21670;;;21670;;;
janv-18;2018;1;Spain;EU Country;Net imports;Net imports;1340;;;1340;;;
janv-18;2018;1;Spain;EU Country;Statistical difference;Statistical difference;-298;;;-298;;;
janv-18;2018;1;Spain;EU Country;Gas;Fossil;4355;;;4355;;;
janv-18;2018;1;Spain;EU Country;Hard Coal;Fossil;2801;;;2801;;;
janv-18;2018;1;Spain;EU Country;Lignite;Fossil;275;;;275;;;
janv-18;2018;1;Spain;EU Country;Other fossil;Fossil;263;;;263;;;
janv-18;2018;1;Spain;EU Country;Bioenergy;Renewables;243;;;243;;;
janv-18;2018;1;Spain;EU Country;Hydro;Renewables;2526;;;2526;;;
janv-18;2018;1;Spain;EU Country;Other renewables;Renewables;71;;;71;;;
janv-18;2018;1;Spain;EU Country;Solar;Renewables;534;;;534;;;
janv-18;2018;1;Spain;EU Country;Wind;Renewables;5276;;;5276;;;
janv-18;2018;1;Spain;EU Country;Nuclear;Nuclear;5093;;;5093;;;
janv-18;2018;1;Spain;EU Country;Waste;Waste;233;;;233;;;
janv-18;2018;1;Sweden;EU Country;Demand;Demand;14432;;;14432;;;
janv-18;2018;1;Sweden;EU Country;Production;Production;15754;;;15754;;;
janv-18;2018;1;Sweden;EU Country;Net imports;Net imports;-1310;;;-1310;;;
janv-18;2018;1;Sweden;EU Country;Statistical difference;Statistical difference;-12;;;-12;;;
janv-18;2018;1;Sweden;EU Country;Bioenergy;Renewables;1091;;;1091;;;
janv-18;2018;1;Sweden;EU Country;Hydro;Renewables;6876;;;6876;;;
janv-18;2018;1;Sweden;EU Country;Wind;Renewables;1571;;;1571;;;
janv-18;2018;1;Sweden;EU Country;Nuclear;Nuclear;6216;;;6216;;;
févr-18;2018;2;Austria;EU Country;Demand;Demand;5632;;;11603;;;
févr-18;2018;2;Austria;EU Country;Production;Production;4268;;;9487;;;
févr-18;2018;2;Austria;EU Country;Net imports;Net imports;963;;;1557;;;
févr-18;2018;2;Austria;EU Country;Statistical difference;Statistical difference;401;;;559;;;
févr-18;2018;2;Austria;EU Country;Gas;Fossil;1231;;;2374;;;
févr-18;2018;2;Austria;EU Country;Hard Coal;Fossil;219;;;435;;;
févr-18;2018;2;Austria;EU Country;Other fossil;Fossil;15;;;31;;;
févr-18;2018;2;Austria;EU Country;Bioenergy;Renewables;211;;;448;;;
févr-18;2018;2;Austria;EU Country;Hydro;Renewables;2030;;;4927;;;
févr-18;2018;2;Austria;EU Country;Other renewables;Renewables;0;;;0;;;
févr-18;2018;2;Austria;EU Country;Solar;Renewables;49;;;83;;;
févr-18;2018;2;Austria;EU Country;Wind;Renewables;447;;;1047;;;
févr-18;2018;2;Austria;EU Country;Waste;Waste;67;;;142;;;
févr-18;2018;2;Belgium;EU Country;Demand;Demand;7543;;;15556;;;
févr-18;2018;2;Belgium;EU Country;Production;Production;6891;;;13881;;;
févr-18;2018;2;Belgium;EU Country;Net imports;Net imports;636;;;1644;;;
févr-18;2018;2;Belgium;EU Country;Statistical difference;Statistical difference;16;;;31;;;
févr-18;2018;2;Belgium;EU Country;Gas;Fossil;1827;;;3341;;;
févr-18;2018;2;Belgium;EU Country;Hard Coal;Fossil;0;;;0;;;
févr-18;2018;2;Belgium;EU Country;Other fossil;Fossil;484;;;994;;;
févr-18;2018;2;Belgium;EU Country;Bioenergy;Renewables;234;;;487;;;
févr-18;2018;2;Belgium;EU Country;Hydro;Renewables;27;;;48;;;
févr-18;2018;2;Belgium;EU Country;Solar;Renewables;195;;;249;;;
févr-18;2018;2;Belgium;EU Country;Wind;Renewables;613;;;1394;;;
févr-18;2018;2;Belgium;EU Country;Nuclear;Nuclear;3338;;;7013;;;
févr-18;2018;2;Belgium;EU Country;Waste;Waste;174;;;354;;;
févr-18;2018;2;Bulgaria;EU Country;Demand;Demand;3512;;;7406;;;
févr-18;2018;2;Bulgaria;EU Country;Production;Production;3874;;;7946;;;
févr-18;2018;2;Bulgaria;EU Country;Net imports;Net imports;-348;;;-493;;;
févr-18;2018;2;Bulgaria;EU Country;Statistical difference;Statistical difference;-14;;;-48;;;
févr-18;2018;2;Bulgaria;EU Country;Gas;Fossil;218;;;444;;;
févr-18;2018;2;Bulgaria;EU Country;Hard Coal;Fossil;49;;;111;;;
févr-18;2018;2;Bulgaria;EU Country;Lignite;Fossil;1626;;;3430;;;
févr-18;2018;2;Bulgaria;EU Country;Bioenergy;Renewables;25;;;50;;;
févr-18;2018;2;Bulgaria;EU Country;Hydro;Renewables;342;;;561;;;
févr-18;2018;2;Bulgaria;EU Country;Solar;Renewables;46;;;110;;;
févr-18;2018;2;Bulgaria;EU Country;Wind;Renewables;149;;;252;;;
févr-18;2018;2;Bulgaria;EU Country;Nuclear;Nuclear;1415;;;2982;;;
févr-18;2018;2;Bulgaria;EU Country;Waste;Waste;3;;;6;;;
févr-18;2018;2;Croatia;EU Country;Demand;Demand;1550;;;3124;;;
févr-18;2018;2;Croatia;EU Country;Production;Production;1381;;;2779;;;
févr-18;2018;2;Croatia;EU Country;Net imports;Net imports;274;;;497;;;
févr-18;2018;2;Croatia;EU Country;Statistical difference;Statistical difference;-105;;;-152;;;
févr-18;2018;2;Croatia;EU Country;Gas;Fossil;212;;;577;;;E
févr-18;2018;2;Croatia;EU Country;Hard Coal;Fossil;133;;;301;;;E
févr-18;2018;2;Croatia;EU Country;Other fossil;Fossil;11;;;25;;;E
févr-18;2018;2;Croatia;EU Country;Bioenergy;Renewables;19;;;40;;;E
